age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
31,Retired,"Aug 20, 1975",right,"1,74m",9171,,"Jan 1, 2007",€500k,Shaun Newton,['England'],West-Ham-United,Right Midfield,2006-2007,Disqualification,
29,Retired,"Aug 4, 1977",left,"1,78m",3422,,"Jan 1, 2007",€3.80m,Luís Boa Morte,"['Portugal', 'Sao Tome and Principe']",West-Ham-United,Left Midfield,2006-2007,Fulham FC,
25,Retired,"Aug 14, 1981",left,"1,78m",3788,,"Aug 1, 2003",€2.90m,Matthew Etherington,['England'],West-Ham-United,Left Midfield,2006-2007,: Ablöse ?,
19,Retired,"Mar 31, 1988",left,"1,75m",31883,,,€100k,Hogan Ephraim,['England'],West-Ham-United,Left Midfield,2006-2007,,
19,Rayners Lane FC,"Nov 26, 1987",left,"1,78m",39709,,"Jul 1, 2005",€50k,Kyel Reid,"['England', 'Jamaica']",West-Ham-United,Left Winger,2006-2007,: Ablöse -,
27,Retired,"May 5, 1980",right,"1,75m",7858,,"Aug 31, 2012",€4.50m,Yossi Benayoun,['Israel'],West-Ham-United,Right Winger,2006-2007,Chelsea FC,
23,Retired,"Feb 5, 1984",right,"1,71m",4276,,"Aug 31, 2006",€12.00m,Carlos Tevez,['Argentina'],West-Ham-United,Centre-Forward,2006-2007,Sport Club Corinthians Paulista,
23,Retired,"Nov 24, 1983",right,"1,85m",14168,,"Jan 1, 2006",€8.90m,Dean Ashton,['England'],West-Ham-United,Centre-Forward,2006-2007,: Ablöse €10.89m,
27,Retired,"Aug 25, 1979",right,"1,85m",10011,,"Nov 25, 2003",€4.50m,Marlon Harewood,"['England', 'Barbados']",West-Ham-United,Centre-Forward,2006-2007,: Ablöse €725k,
23,Retired,"Jan 13, 1984",right,"1,86m",34494,,"Jan 1, 2007",€4.50m,Kepa Blanco,['Spain'],West-Ham-United,Centre-Forward,2006-2007,Sevilla FC,
26,Retired,"Jan 16, 1981",left,"1,84m",4205,,"Jan 1, 2004",€3.40m,Bobby Zamora,"['England', 'Trinidad and Tobago']",West-Ham-United,Centre-Forward,2006-2007,: Ablöse free transfer,
23,Retired,"Oct 12, 1983",right,"1,91m",3179,,"Oct 14, 2013",€2.30m,Carlton Cole,"['England', 'Sierra Leone']",West-Ham-United,Centre-Forward,2006-2007,Without Club,
41,Retired,"Apr 2, 1966",,,3392,,"Jul 14, 2004",€500k,Teddy Sheringham,['England'],West-Ham-United,Centre-Forward,2006-2007,: Ablöse free transfer,
20,Hullbridge Sports FC,"Jan 7, 1987",right,"1,86m",39034,,"Jul 1, 2005",€50k,Tony Stokes,['England'],West-Ham-United,Centre-Forward,2006-2007,: Ablöse -,
28,Retired,"Jan 18, 1980",right,"1,91m",11680,,"Aug 16, 2006",€6.50m,Rob Green,['England'],West-Ham-United,Goalkeeper,2007-2008,: Ablöse €3.00m,
30,Retired,"Nov 5, 1977",right,"1,90m",3120,,"Jul 1, 2007",€800k,Richard Wright,['England'],West-Ham-United,Goalkeeper,2007-2008,: Ablöse free transfer,
34,Retired,"Jul 9, 1973",,"1,80m",46746,,"Jul 1, 2004",€150k,Jimmy Walker,['England'],West-Ham-United,Goalkeeper,2007-2008,: Ablöse free transfer,
29,Retired,"Apr 18, 1979",left,"1,85m",3273,,"Jan 18, 2007",€6.00m,Matthew Upson,['England'],West-Ham-United,Centre-Back,2007-2008,: Ablöse €12.60m,
30,Retired,"Mar 9, 1978",right,"1,85m",3826,,"Jan 22, 2007",€5.00m,Lucas Neill,"['Australia', 'Northern Ireland']",West-Ham-United,Centre-Back,2007-2008,Blackburn Rovers,
23,Retired,"Feb 18, 1985",right,"1,85m",3698,,"Jul 1, 2003",€4.00m,Anton Ferdinand,"['England', 'St. Lucia']",West-Ham-United,Centre-Back,2007-2008,: Ablöse -,
28,Retired,"Aug 8, 1979",right,"1,78m",12709,,"Jul 5, 2005",€2.00m,Danny Gabbidon,"['Wales', 'Jamaica']",West-Ham-United,Centre-Back,2007-2008,: Ablöse €2.00m,
22,Retired,"Mar 1, 1986",right,"1,83m",24637,,"Jul 1, 2006",€2.00m,Jonathan Spector,"['United States', 'Germany']",West-Ham-United,Centre-Back,2007-2008,Manchester United,
24,Retired,"Aug 23, 1983",right,"1,88m",12691,,"Aug 1, 2012",€1.00m,James Collins,['Wales'],West-Ham-United,Centre-Back,2007-2008,: Ablöse €3.20m,
25,Tavistock FC,"Jan 1, 1983",right,"1,93m",4221,,"Jan 1, 2007",€1.00m,Calum Davenport,['England'],West-Ham-United,Centre-Back,2007-2008,Tottenham Hotspur,
34,Retired,"Oct 23, 1973",right,"1,83m",3799,,"Jan 30, 2001",€800k,Christian Dailly,['Scotland'],West-Ham-United,Centre-Back,2007-2008,Blackburn Rovers,
19,Without Club,"Mar 29, 1989",right,"1,92m",61592,,"Jul 1, 2007",€150k,James Tomkins,['England'],West-Ham-United,Centre-Back,2007-2008,: Ablöse -,
27,Retired,"Apr 29, 1981",left,"1,83m",3775,,"Jul 1, 2012",€3.00m,George McCartney,['Northern Ireland'],West-Ham-United,Left-Back,2007-2008,Sunderland AFC,
24,Retired,"Aug 1, 1983",right,"1,80m",18093,,"Aug 1, 2007",€9.00m,Julien Faubert,"['Martinique', 'France']",West-Ham-United,Right-Back,2007-2008,: Ablöse €9.15m,
27,Retired,"Jun 15, 1981",right,"1,78m",35235,,"Jul 1, 2006",€1.50m,John Paintsil,['Ghana'],West-Ham-United,Right-Back,2007-2008,: Ablöse €1.50m,
29,Retired,"Mar 27, 1979",right,"1,82m",14052,,"Jul 1, 2003",€3.50m,Hayden Mullins,['England'],West-Ham-United,Defensive Midfield,2007-2008,: Ablöse free transfer,
27,Retired,"Oct 13, 1980",right,"1,80m",3785,,"Jul 1, 2007",€9.50m,Scott Parker,['England'],West-Ham-United,Central Midfield,2007-2008,Newcastle United,
21,Retired,"May 8, 1987",right,"1,80m",31835,,"Jan 1, 2005",€4.00m,Mark Noble,"['England', 'Ireland']",West-Ham-United,Central Midfield,2007-2008,: Ablöse -,
31,Retired,"Jan 3, 1977",right,"1,75m",3877,,"Jul 1, 2006",€3.00m,Lee Bowyer,['England'],West-Ham-United,Central Midfield,2007-2008,Newcastle United,
29,Retired,"Jul 20, 1978",left,"1,75m",4139,,"Jan 1, 2007",€1.00m,Nigel Quashie,"['Scotland', 'England']",West-Ham-United,Central Midfield,2007-2008,West Bromwich Albion,
19,Retired,"Oct 2, 1988",right,"1,83m",61568,,"Jul 1, 2007",€150k,Jack Collison,"['Wales', 'England']",West-Ham-United,Central Midfield,2007-2008,: Ablöse -,
29,Retired,"Dec 29, 1978",right,"1,70m",3118,,"Aug 16, 2007",€7.50m,Kieron Dyer,"['England', 'Antigua and Barbuda']",West-Ham-United,Right Midfield,2007-2008,Newcastle United,
31,Retired,"Apr 16, 1977",,,3134,,"Jul 1, 2007",€6.00m,Freddie Ljungberg,['Sweden'],West-Ham-United,Right Midfield,2007-2008,: Ablöse €4.50m,
33,Retired,"Dec 12, 1974",right,"1,76m",3460,,"Aug 1, 2007",€4.00m,Nolberto Solano,['Peru'],West-Ham-United,Right Midfield,2007-2008,Newcastle United,
26,Retired,"Aug 14, 1981",left,"1,78m",3788,,"Aug 1, 2003",€4.50m,Matthew Etherington,['England'],West-Ham-United,Left Midfield,2007-2008,: Ablöse ?,
30,Retired,"Aug 4, 1977",left,"1,78m",3422,,"Jan 1, 2007",€4.00m,Luís Boa Morte,"['Portugal', 'Sao Tome and Principe']",West-Ham-United,Left Midfield,2007-2008,Fulham FC,
20,Retired,"Mar 31, 1988",left,"1,75m",31883,,,€600k,Hogan Ephraim,['England'],West-Ham-United,Left Midfield,2007-2008,,
28,Retired,"Jul 13, 1979",right,"1,73m",3297,,"Jul 10, 2007",€9.50m,Craig Bellamy,['Wales'],West-Ham-United,Left Winger,2007-2008,: Ablöse €11.25m,
20,Rayners Lane FC,"Nov 26, 1987",left,"1,78m",39709,,"Jul 1, 2005",€500k,Kyel Reid,"['England', 'Jamaica']",West-Ham-United,Left Winger,2007-2008,: Ablöse -,
19,Retired,"Dec 27, 1988",right,"1,78m",67081,,"May 31, 2008",,Zavon Hines,"['Jamaica', 'England']",West-Ham-United,Right Winger,2007-2008,Coventry City,
18,Chatham Town,"Nov 27, 1989",right,"1,70m",70714,,"Jan 1, 2008",€250k,Freddie Sears,['England'],West-Ham-United,Second Striker,2007-2008,: Ablöse -,
24,Retired,"Nov 24, 1983",right,"1,85m",14168,,"Jan 1, 2006",€8.00m,Dean Ashton,['England'],West-Ham-United,Centre-Forward,2007-2008,: Ablöse €10.89m,
31,Retired,"May 10, 1977",both,"1,78m",3900,,"Jul 1, 2007",€4.00m,Henri Camara,"['Senegal', 'France']",West-Ham-United,Centre-Forward,2007-2008,Wigan Athletic,
24,Retired,"Oct 12, 1983",right,"1,91m",3179,,"Oct 14, 2013",€4.00m,Carlton Cole,"['England', 'Sierra Leone']",West-Ham-United,Centre-Forward,2007-2008,Without Club,
27,Retired,"Jan 16, 1981",left,"1,84m",4205,,"Jan 1, 2004",€3.00m,Bobby Zamora,"['England', 'Trinidad and Tobago']",West-Ham-United,Centre-Forward,2007-2008,: Ablöse free transfer,
21,Hullbridge Sports FC,"Jan 7, 1987",right,"1,86m",39034,,"Jul 1, 2005",€100k,Tony Stokes,['England'],West-Ham-United,Centre-Forward,2007-2008,: Ablöse -,
29,Retired,"Jan 18, 1980",right,"1,91m",11680,,"Aug 16, 2006",€8.00m,Rob Green,['England'],West-Ham-United,Goalkeeper,2008-2009,: Ablöse €3.00m,
26,MFK Havirov,"Jul 7, 1982",right,"1,89m",28186,,"Aug 1, 2008",€900k,Jan Lastuvka,['Czech Republic'],West-Ham-United,Goalkeeper,2008-2009,Shakhtar Donetsk,
35,Retired,"Jul 9, 1973",,"1,80m",46746,,"Jul 1, 2004",€150k,Jimmy Walker,['England'],West-Ham-United,Goalkeeper,2008-2009,: Ablöse free transfer,
19,TJ Ligmet Milin,"Jan 28, 1990",right,"1,91m",61589,,"Jul 1, 2008",€100k,Marek Stech,['Czech Republic'],West-Ham-United,Goalkeeper,2008-2009,: Ablöse -,
21,Retired,"May 30, 1988",right,"1,93m",74157,,"Jul 1, 2009",€50k,Péter Kurucz,['Hungary'],West-Ham-United,Goalkeeper,2008-2009,: Ablöse €450k,
30,Retired,"Apr 18, 1979",left,"1,85m",3273,,"Jan 18, 2007",€9.00m,Matthew Upson,['England'],West-Ham-United,Centre-Back,2008-2009,: Ablöse €12.60m,
31,Retired,"Mar 9, 1978",right,"1,85m",3826,,"Jan 22, 2007",€4.80m,Lucas Neill,"['Australia', 'Northern Ireland']",West-Ham-United,Centre-Back,2008-2009,Blackburn Rovers,
29,Retired,"Nov 27, 1979",right,"1,89m",9702,,"Aug 1, 2009",€4.50m,Radoslav Kovac,['Czech Republic'],West-Ham-United,Centre-Back,2008-2009,: Ablöse €3.80m,
20,Without Club,"Mar 29, 1989",right,"1,92m",61592,,"Jul 1, 2007",€3.00m,James Tomkins,['England'],West-Ham-United,Centre-Back,2008-2009,: Ablöse -,
23,Retired,"Mar 1, 1986",right,"1,83m",24637,,"Jul 1, 2006",€2.00m,Jonathan Spector,"['United States', 'Germany']",West-Ham-United,Centre-Back,2008-2009,Manchester United,
25,Retired,"Aug 23, 1983",right,"1,88m",12691,,"Aug 1, 2012",€2.00m,James Collins,['Wales'],West-Ham-United,Centre-Back,2008-2009,: Ablöse €3.20m,
26,Tavistock FC,"Jan 1, 1983",right,"1,93m",4221,,"Jan 1, 2007",€1.00m,Calum Davenport,['England'],West-Ham-United,Centre-Back,2008-2009,Tottenham Hotspur,
29,Retired,"Aug 8, 1979",right,"1,78m",12709,,"Jul 5, 2005",€900k,Danny Gabbidon,"['Wales', 'Jamaica']",West-Ham-United,Centre-Back,2008-2009,: Ablöse €2.00m,
19,Retired,"Sep 13, 1989",right,"1,88m",87668,,,,Bondz N'Gala,"['England', 'DR Congo']",West-Ham-United,Centre-Back,2008-2009,,
27,Retired,"Feb 25, 1982",left,"1,80m",17432,,"Jul 1, 2009",€5.50m,Hérita Ilunga,"['DR Congo', 'France']",West-Ham-United,Left-Back,2008-2009,: Ablöse €3.50m,
28,Retired,"Apr 29, 1981",left,"1,83m",3775,,"Jul 1, 2012",€3.30m,George McCartney,['Northern Ireland'],West-Ham-United,Left-Back,2008-2009,Sunderland AFC,
23,Retired,"Oct 15, 1985",left,"1,82m",58581,,"Sep 4, 2008",€500k,Wálter López,"['Uruguay', 'Spain']",West-Ham-United,Left-Back,2008-2009,CA River Plate Montevideo,
20,Retired,"Mar 28, 1989",left,"1,83m",61594,,,€50k,Joe Widdowson,['England'],West-Ham-United,Left-Back,2008-2009,,
25,Retired,"Aug 1, 1983",right,"1,80m",18093,,"Aug 1, 2007",€7.00m,Julien Faubert,"['Martinique', 'France']",West-Ham-United,Right-Back,2008-2009,: Ablöse €9.15m,
19,Retired,"May 24, 1990",right,"1,89m",61588,,"Jul 1, 2008",€50k,Jordan Spence,['England'],West-Ham-United,Right-Back,2008-2009,: Ablöse -,
24,Retired,"Apr 19, 1985",right,"1,84m",21905,,"Jul 23, 2008",€8.00m,Valon Behrami,"['Switzerland', 'Kosovo']",West-Ham-United,Defensive Midfield,2008-2009,: Ablöse €6.30m,
30,Retired,"Mar 27, 1979",right,"1,82m",14052,,"Jul 1, 2003",€4.20m,Hayden Mullins,['England'],West-Ham-United,Defensive Midfield,2008-2009,: Ablöse free transfer,
18,Beaconsfield Town,"Nov 25, 1990",right,"1,83m",87670,,,€500k,Josh Payne,['England'],West-Ham-United,Defensive Midfield,2008-2009,,
28,Retired,"Oct 13, 1980",right,"1,80m",3785,,"Jul 1, 2007",€9.50m,Scott Parker,['England'],West-Ham-United,Central Midfield,2008-2009,Newcastle United,
22,Retired,"May 8, 1987",right,"1,80m",31835,,"Jan 1, 2005",€7.70m,Mark Noble,"['England', 'Ireland']",West-Ham-United,Central Midfield,2008-2009,: Ablöse -,
20,Retired,"Oct 2, 1988",right,"1,83m",61568,,"Jul 1, 2007",€2.50m,Jack Collison,"['Wales', 'England']",West-Ham-United,Central Midfield,2008-2009,: Ablöse -,
32,Retired,"Jan 3, 1977",right,"1,75m",3877,,"Jul 1, 2006",€2.00m,Lee Bowyer,['England'],West-Ham-United,Central Midfield,2008-2009,Newcastle United,
30,Retired,"Dec 29, 1978",right,"1,70m",3118,,"Aug 16, 2007",€4.30m,Kieron Dyer,"['England', 'Antigua and Barbuda']",West-Ham-United,Right Midfield,2008-2009,Newcastle United,
27,Retired,"Aug 14, 1981",left,"1,78m",3788,,"Aug 1, 2003",€3.80m,Matthew Etherington,['England'],West-Ham-United,Left Midfield,2008-2009,: Ablöse ?,
31,Retired,"Aug 4, 1977",left,"1,78m",3422,,"Jan 1, 2007",€3.20m,Luís Boa Morte,"['Portugal', 'Sao Tome and Principe']",West-Ham-United,Left Midfield,2008-2009,Fulham FC,
29,Retired,"Jul 13, 1979",right,"1,73m",3297,,"Jul 10, 2007",€9.00m,Craig Bellamy,['Wales'],West-Ham-United,Left Winger,2008-2009,: Ablöse €11.25m,
19,Retired,"Nov 26, 1989",right,"1,83m",87672,,"Jul 1, 2008",€1.00m,Junior Stanislas,"['England', 'St. Lucia']",West-Ham-United,Left Winger,2008-2009,: Ablöse -,
21,Rayners Lane FC,"Nov 26, 1987",left,"1,78m",39709,,"Jul 1, 2005",€500k,Kyel Reid,"['England', 'Jamaica']",West-Ham-United,Left Winger,2008-2009,: Ablöse -,
19,BSC Sendling München,"Jul 27, 1989",right,"1,76m",43100,,"Jan 25, 2009",€4.00m,Savio Nsereko,"['Germany', 'Uganda']",West-Ham-United,Right Winger,2008-2009,: Ablöse €8.50m,
20,Retired,"Dec 27, 1988",right,"1,78m",67081,,"May 31, 2008",€200k,Zavon Hines,"['Jamaica', 'England']",West-Ham-United,Right Winger,2008-2009,Coventry City,
19,Chatham Town,"Nov 27, 1989",right,"1,70m",70714,,"Jan 1, 2008",€1.30m,Freddie Sears,['England'],West-Ham-United,Second Striker,2008-2009,: Ablöse -,
25,Retired,"Nov 24, 1983",right,"1,85m",14168,,"Jan 1, 2006",€8.50m,Dean Ashton,['England'],West-Ham-United,Centre-Forward,2008-2009,: Ablöse €10.89m,
25,Retired,"Oct 12, 1983",right,"1,91m",3179,,"Oct 14, 2013",€7.00m,Carlton Cole,"['England', 'Sierra Leone']",West-Ham-United,Centre-Forward,2008-2009,Without Club,
33,Retired,"Jan 6, 1976",both,"1,70m",6076,,"Sep 1, 2008",€2.50m,David Di Michele,['Italy'],West-Ham-United,Centre-Forward,2008-2009,Torino FC,
33,Retired,"Jan 5, 1976",both,"1,84m",7504,,"Oct 1, 2008",€1.40m,Diego Tristán,['Spain'],West-Ham-United,Centre-Forward,2008-2009,Without Club,
30,Retired,"Jan 18, 1980",right,"1,91m",11680,,"Aug 16, 2006",€8.00m,Rob Green,['England'],West-Ham-United,Goalkeeper,2009-2010,: Ablöse €3.00m,
22,Retired,"May 30, 1988",right,"1,93m",74157,,"Jul 1, 2009",€250k,Péter Kurucz,['Hungary'],West-Ham-United,Goalkeeper,2009-2010,: Ablöse €450k,
20,TJ Ligmet Milin,"Jan 28, 1990",right,"1,91m",61589,,"Jul 1, 2008",€250k,Marek Stech,['Czech Republic'],West-Ham-United,Goalkeeper,2009-2010,: Ablöse -,
31,Retired,"Apr 18, 1979",left,"1,85m",3273,,"Jan 18, 2007",€9.00m,Matthew Upson,['England'],West-Ham-United,Centre-Back,2009-2010,: Ablöse €12.60m,
26,Retired,"Aug 23, 1983",right,"1,88m",12691,,"Aug 1, 2012",€4.00m,James Collins,['Wales'],West-Ham-United,Centre-Back,2009-2010,: Ablöse €3.20m,
30,Retired,"Nov 27, 1979",right,"1,89m",9702,,"Aug 1, 2009",€4.00m,Radoslav Kovac,['Czech Republic'],West-Ham-United,Centre-Back,2009-2010,: Ablöse €3.80m,
21,Without Club,"Mar 29, 1989",right,"1,92m",61592,,"Jul 1, 2007",€3.00m,James Tomkins,['England'],West-Ham-United,Centre-Back,2009-2010,: Ablöse -,
24,Retired,"Mar 1, 1986",right,"1,83m",24637,,"Jul 1, 2006",€2.00m,Jonathan Spector,"['United States', 'Germany']",West-Ham-United,Centre-Back,2009-2010,Manchester United,
24,Retired,"May 6, 1986",right,"1,91m",37398,,"Aug 31, 2009",€2.00m,Manuel da Costa,"['Morocco', 'Portugal']",West-Ham-United,Centre-Back,2009-2010,: Ablöse €2.70m,
30,Retired,"Aug 8, 1979",right,"1,78m",12709,,"Jul 5, 2005",€1.50m,Danny Gabbidon,"['Wales', 'Jamaica']",West-Ham-United,Centre-Back,2009-2010,: Ablöse €2.00m,
19,Without Club,"Feb 19, 1991",left,"1,83m",66109,,"Jul 1, 2009",€500k,Fabio Daprelà,"['Switzerland', 'Italy']",West-Ham-United,Centre-Back,2009-2010,: Ablöse €1.20m,
20,Retired,"Sep 13, 1989",right,"1,88m",87668,,,€50k,Bondz N'Gala,"['England', 'DR Congo']",West-Ham-United,Centre-Back,2009-2010,,
28,Retired,"Feb 25, 1982",left,"1,80m",17432,,"Jul 1, 2009",€5.50m,Hérita Ilunga,"['DR Congo', 'France']",West-Ham-United,Left-Back,2009-2010,: Ablöse €3.50m,
26,Retired,"Aug 1, 1983",right,"1,80m",18093,,"Aug 1, 2007",€5.50m,Julien Faubert,"['Martinique', 'France']",West-Ham-United,Right-Back,2009-2010,: Ablöse €9.15m,
20,Retired,"May 24, 1990",right,"1,89m",61588,,"Jul 1, 2008",€300k,Jordan Spence,['England'],West-Ham-United,Right-Back,2009-2010,: Ablöse -,
25,Retired,"Apr 19, 1985",right,"1,84m",21905,,"Jul 23, 2008",€8.00m,Valon Behrami,"['Switzerland', 'Kosovo']",West-Ham-United,Defensive Midfield,2009-2010,: Ablöse €6.30m,
19,Beaconsfield Town,"Nov 25, 1990",right,"1,83m",87670,,,€300k,Josh Payne,['England'],West-Ham-United,Defensive Midfield,2009-2010,,
29,Retired,"Oct 13, 1980",right,"1,80m",3785,,"Jul 1, 2007",€11.00m,Scott Parker,['England'],West-Ham-United,Central Midfield,2009-2010,Newcastle United,
23,Retired,"May 8, 1987",right,"1,80m",31835,,"Jan 1, 2005",€7.50m,Mark Noble,"['England', 'Ireland']",West-Ham-United,Central Midfield,2009-2010,: Ablöse -,
21,Retired,"Oct 2, 1988",right,"1,83m",61568,,"Jul 1, 2007",€4.00m,Jack Collison,"['Wales', 'England']",West-Ham-United,Central Midfield,2009-2010,: Ablöse -,
18,Retired,"Jul 11, 1991",right,"1,81m",87658,,,€50k,Olly Lee,['England'],West-Ham-United,Central Midfield,2009-2010,,
31,Retired,"Dec 29, 1978",right,"1,70m",3118,,"Aug 16, 2007",€3.50m,Kieron Dyer,"['England', 'Antigua and Barbuda']",West-Ham-United,Right Midfield,2009-2010,Newcastle United,
32,Retired,"Aug 4, 1977",left,"1,78m",3422,,"Jan 1, 2007",€2.50m,Luís Boa Morte,"['Portugal', 'Sao Tome and Principe']",West-Ham-United,Left Midfield,2009-2010,Fulham FC,
27,Retired,"May 2, 1983",left,"1,80m",23197,,"Aug 1, 2009",€5.00m,Alessandro Diamanti,['Italy'],West-Ham-United,Attacking Midfield,2009-2010,: Ablöse €6.80m,
26,Retired,"Jun 17, 1984",right,"1,83m",21821,,"Jul 1, 2009",€4.00m,Luis Jiménez,"['Chile', 'Italy']",West-Ham-United,Attacking Midfield,2009-2010,: Ablöse €600k,
20,Retired,"Nov 26, 1989",right,"1,83m",87672,,"Jul 1, 2008",€2.50m,Junior Stanislas,"['England', 'St. Lucia']",West-Ham-United,Left Winger,2009-2010,: Ablöse -,
19,Without Club,"Sep 30, 1990",left,"1,72m",87651,,,,Anthony Edgar,"['England', 'Dominica']",West-Ham-United,Left Winger,2009-2010,,
21,Retired,"Dec 27, 1988",right,"1,78m",67081,,"May 31, 2008",€1.50m,Zavon Hines,"['Jamaica', 'England']",West-Ham-United,Right Winger,2009-2010,Coventry City,
20,Chatham Town,"Nov 27, 1989",right,"1,70m",70714,,"Jan 1, 2008",€1.00m,Freddie Sears,['England'],West-Ham-United,Second Striker,2009-2010,: Ablöse -,
26,Retired,"Oct 12, 1983",right,"1,91m",3179,,"Oct 14, 2013",€9.00m,Carlton Cole,"['England', 'Sierra Leone']",West-Ham-United,Centre-Forward,2009-2010,Without Club,
32,Retired,"Nov 12, 1977",right,"1,84m",3091,,"Feb 1, 2010",€5.50m,Benni McCarthy,['South Africa'],West-Ham-United,Centre-Forward,2009-2010,Blackburn Rovers,
33,Retired,"Nov 3, 1976",right,"1,85m",37558,,"Aug 1, 2009",€3.50m,Guillermo Franco,"['Mexico', 'Argentina']",West-Ham-United,Centre-Forward,2009-2010,Villarreal CF,
29,Retired,"Sep 18, 1980",right,"1,83m",17244,,"Feb 1, 2010",€3.30m,Ilan,"['Brazil', 'Italy']",West-Ham-United,Centre-Forward,2009-2010,: Ablöse free transfer,
27,Retired,"Feb 23, 1983",both,"1,88m",4329,,"Jan 1, 2010",€3.00m,Mido,['Egypt'],West-Ham-United,Centre-Forward,2009-2010,Middlesbrough FC,
18,Yeovil Town,"Sep 24, 1991",right,"1,90m",119123,,"Jul 22, 2009",€750k,Frank Nouble,"['England', ""Cote d'Ivoire""]",West-Ham-United,Centre-Forward,2009-2010,Chelsea FC U18,
31,Retired,"Jan 18, 1980",right,"1,91m",11680,,"Aug 16, 2006",€7.00m,Rob Green,['England'],West-Ham-United,Goalkeeper,2010-2011,: Ablöse €3.00m,
