age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
27,Retired,"Aug 1, 1986",left,"1,78m",29158,"Jul 4, 2011",€2.00m,Andrew Taylor,['England'],Cardiff-City,Left-Back,2013-2014,Middlesbrough FC,
19,Without Club,"Jun 30, 1995",left,"1,78m",238585,"Jul 1, 2013",€500k,Declan John,['Wales'],Cardiff-City,Left-Back,2013-2014,Cardiff City U18,
23,Grêmio Foot-Ball Porto Alegrense,"Jul 9, 1990",right,"1,72m",61891,"Jan 31, 2014",€4.00m,Fábio,"['Brazil', 'Portugal']",Cardiff-City,Right-Back,2013-2014,Manchester United,
26,Retired,"Dec 29, 1987",right,"1,73m",91286,"Jul 26, 2013",€1.50m,John Brayford,['England'],Cardiff-City,Right-Back,2013-2014,Derby County,
31,Retired,"Aug 28, 1982",right,"1,78m",11365,"Jul 1, 2006",€1.00m,Kevin McNaughton,['Scotland'],Cardiff-City,Right-Back,2013-2014,Aberdeen FC,
18,Leyton Orient,"Apr 15, 1996",right,"1,80m",325105,,,Tom James,['Wales'],Cardiff-City,Right-Back,2013-2014,,
25,Al-Gharafa SC,"Apr 22, 1989",right,"1,77m",63821,"Jul 1, 2011",€3.00m,Aron Gunnarsson,['Iceland'],Cardiff-City,Defensive Midfield,2013-2014,Coventry City,"No eligibility - until Dec 31, 2024 - Qatar Stars League"
23,Kalba FC,"Oct 13, 1990",both,"1,86m",90360,"Jul 1, 2012",€250k,Filip Kiss,['Slovakia'],Cardiff-City,Defensive Midfield,2013-2014,Slovan Bratislava,
22,Gold Coast Knights,"Dec 2, 1991",right,"1,84m",57207,"Jul 1, 2012",€3.00m,Jordon Mutch,['England'],Cardiff-City,Central Midfield,2013-2014,: Ablöse €1.25m,
29,---,"Sep 8, 1984",left,"1,77m",3762,"Jan 11, 2007",€2.50m,Peter Whittingham,['England'],Cardiff-City,Central Midfield,2013-2014,: Ablöse €525k,
31,Retired,"Jan 25, 1983",left,"1,80m",14792,"Jan 29, 2013",€500k,Simon Lappin,['Scotland'],Cardiff-City,Central Midfield,2013-2014,: Ablöse free transfer,
21,Mansfield Town,"Mar 2, 1993",right,"1,81m",195679,"Jul 1, 2012",,Adedeji Oshilaja,"['England', 'Nigeria']",Cardiff-City,Central Midfield,2013-2014,Cardiff City U18,
31,Retired,"Feb 15, 1983",right,"1,76m",14746,"Jul 1, 2011",€1.00m,Don Cowie,['Scotland'],Cardiff-City,Right Midfield,2013-2014,Watford FC,
24,Suwon Samsung Bluewings,"Oct 6, 1989",left,"1,78m",128375,"Aug 1, 2012",€2.00m,Bo-kyung Kim,"['Korea, South']",Cardiff-City,Attacking Midfield,2013-2014,Cerezo Osaka,
19,Molde FK,"Mar 2, 1995",right,"1,72m",190831,"Jan 11, 2014",€1.50m,Mats Møller Dæhli,['Norway'],Cardiff-City,Attacking Midfield,2013-2014,Molde FK,
29,Retired,"May 2, 1985",right,"1,71m",14574,"Jul 1, 2011",€1.00m,Craig Conway,['Scotland'],Cardiff-City,Attacking Midfield,2013-2014,: Ablöse free transfer,
21,Olympique Lyon,"Nov 10, 1992",right,"1,80m",145988,"Jan 31, 2014",€8.00m,Wilfried Zaha,"[""Cote d'Ivoire"", 'England']",Cardiff-City,Left Winger,2013-2014,Manchester United,
34,Retired,"Jul 13, 1979",right,"1,73m",3297,"Aug 10, 2012",€1.00m,Craig Bellamy,['Wales'],Cardiff-City,Left Winger,2013-2014,: Ablöse free transfer,
26,Retired,"Nov 17, 1987",left,"1,73m",81202,"Aug 30, 2012",€2.00m,Craig Noone,['England'],Cardiff-City,Right Winger,2013-2014,Brighton & Hove Albion,
21,Carlisle United,"Jun 8, 1993",right,"1,74m",136501,"Jan 30, 2012",€150k,Kadeem Harris,['England'],Cardiff-City,Right Winger,2013-2014,Wycombe Wanderers,
23,Molde FK,"Aug 8, 1990",right,"1,73m",54775,"Jan 8, 2014",€2.50m,Magnus Wolff Eikrem,['Norway'],Cardiff-City,Second Striker,2013-2014,: Ablöse €2.50m,unknown injury - Return unknown
21,FC Copenhagen,"Mar 16, 1993",left,"1,93m",203412,"Jul 1, 2013",€4.50m,Andreas Cornelius,['Denmark'],Cardiff-City,Centre-Forward,2013-2014,: Ablöse €8.70m,
26,Retired,"Sep 13, 1987",right,"1,72m",42411,"Jan 21, 2013",€4.00m,Fraizer Campbell,"['England', 'Jamaica']",Cardiff-City,Centre-Forward,2013-2014,Sunderland AFC,
29,Retired,"Oct 5, 1984",right,"1,87m",28245,"Jan 28, 2014",€3.00m,Kenwyne Jones,['Trinidad and Tobago'],Cardiff-City,Centre-Forward,2013-2014,Stoke City,
32,Retired,"Jul 15, 1981",right,"1,81m",12516,"Sep 2, 2013",€2.50m,Peter Odemwingie,"['Nigeria', 'Russia']",Cardiff-City,Centre-Forward,2013-2014,West Bromwich Albion,
27,Winsford United,"Dec 11, 1986",right,"1,80m",39705,"Aug 31, 2012",€2.00m,Nicky Maynard,['England'],Cardiff-City,Centre-Forward,2013-2014,: Ablöse €3.15m,
23,Sarpsborg 08 FF,"Sep 11, 1990",right,"1,86m",73323,"Jan 24, 2014",€2.00m,Jo Inge Berget,['Norway'],Cardiff-City,Centre-Forward,2013-2014,Molde FK,
25,Retired,"Oct 10, 1988",right,"1,93m",39908,"Jul 26, 2011",€1.00m,Rudy Gestede,"['Benin', 'France']",Cardiff-City,Centre-Forward,2013-2014,: Ablöse free transfer,
23,Without Club,"May 13, 1991",right,"1,78m",120706,"Jul 8, 2011",€1.00m,Joe Mason,"['Ireland', 'England']",Cardiff-City,Centre-Forward,2013-2014,Plymouth Argyle,
25,NK Kras Repen,"Dec 26, 1988",left,"1,78m",50384,"Jul 25, 2012",€500k,Etien Velikonja,['Slovenia'],Cardiff-City,Centre-Forward,2013-2014,NK Maribor,
34,Retired,"May 22, 1980",right,"1,78m",12401,"Aug 24, 2012",€250k,Tommy Smith,['England'],Cardiff-City,Centre-Forward,2013-2014,: Ablöse €375k,
19,Huddersfield Town,"Dec 6, 1994",right,"1,80m",238185,"Jan 24, 2013",,Rhys Healey,['England'],Cardiff-City,Centre-Forward,2013-2014,: Ablöse ?,
29,Buriram United,"Feb 7, 1990",right,"1,88m",61694,"Jul 1, 2017",€8.00m,Neil Etheridge,"['Philippines', 'England']",Cardiff-City,Goalkeeper,2018-2019,Walsall FC,
29,Retired,"Mar 5, 1990",right,"1,89m",33754,"Jul 1, 2018",€3.50m,Alex Smithies,['England'],Cardiff-City,Goalkeeper,2018-2019,Queens Park Rangers,
36,Retired,"May 7, 1983",right,"1,85m",4190,"Sep 2, 2016",€250k,Brian Murphy,['Ireland'],Cardiff-City,Goalkeeper,2018-2019,Without Club,
28,Without Club,"Jan 8, 1991",right,"1,94m",79723,"Aug 15, 2014",€5.00m,Sean Morrison,"['England', 'Ireland']",Cardiff-City,Centre-Back,2018-2019,Reading FC,
30,Without Club,"Jul 16, 1988",right,"1,86m",60990,"Sep 1, 2014",€3.00m,Bruno Ecuele Manga,"['Gabon', 'France']",Cardiff-City,Centre-Back,2018-2019,FC Lorient,
28,Galway United FC,"Jan 31, 1991",left,"1,83m",114093,"Jul 1, 2018",€3.00m,Greg Cunningham,['Ireland'],Cardiff-City,Centre-Back,2018-2019,Preston North End,
34,---,"Jan 13, 1985",right,"1,90m",28984,"Oct 11, 2016",€1.00m,Sol Bamba,"[""Cote d'Ivoire"", 'France']",Cardiff-City,Centre-Back,2018-2019,Without Club,
31,Retired,"Sep 24, 1987",right,"1,88m",34559,"Aug 22, 2012",€750k,Matthew Connolly,['England'],Cardiff-City,Centre-Back,2018-2019,: Ablöse €635k,
21,Oxford United,"Jan 14, 1998",left,"1,85m",611845,"Jan 1, 2018",,Ciaron Brown,"['Northern Ireland', 'England']",Cardiff-City,Centre-Back,2018-2019,Wealdstone FC,
29,Oxford United,"Mar 28, 1990",left,"1,78m",90964,"Aug 27, 2016",€3.00m,Joe Bennett,['England'],Cardiff-City,Left-Back,2018-2019,: Ablöse free transfer,
27,FC Groningen,"Aug 21, 1991",right,"1,80m",126014,"Jan 31, 2019",€3.00m,Leandro Bacuna,"['Curacao', 'Netherlands']",Cardiff-City,Right-Back,2018-2019,Reading FC,
32,Without Club,"Dec 11, 1986",right,"1,78m",38094,"Jan 24, 2015",€1.50m,Lee Peltier,"['England', 'Antigua and Barbuda']",Cardiff-City,Right-Back,2018-2019,: Ablöse ?,
28,Retired,"Apr 12, 1991",right,"1,74m",120241,"Jul 19, 2016",€750k,Jazz Richards,['Wales'],Cardiff-City,Right-Back,2018-2019,Fulham FC,
20,Boreham Wood FC,"Dec 18, 1998",right,"1,85m",344004,,,Cameron Coxe,['Wales'],Cardiff-City,Right-Back,2018-2019,,
30,Al-Gharafa SC,"Apr 22, 1989",right,"1,77m",63821,"Jul 1, 2011",€2.50m,Aron Gunnarsson,['Iceland'],Cardiff-City,Defensive Midfield,2018-2019,Coventry City,"No eligibility - until Dec 31, 2024 - Qatar Stars League"
25,CD Eldense,"May 28, 1994",right,"1,83m",263856,"Aug 9, 2018",€10.00m,Víctor Camarasa,['Spain'],Cardiff-City,Central Midfield,2018-2019,Real Betis Balompié,
29,Precision FC,"Dec 28, 1989",left,"1,77m",55742,"Aug 9, 2018",€7.00m,Harry Arter,"['Ireland', 'England']",Cardiff-City,Central Midfield,2018-2019,AFC Bournemouth,
25,Cardiff City,"Oct 12, 1993",left,"1,78m",195680,"Jul 1, 2011",€5.00m,Joe Ralls,['England'],Cardiff-City,Central Midfield,2018-2019,Cardiff City U18,Team captain
28,Without Club,"Jan 8, 1991",right,"1,78m",81190,"Jul 6, 2017",€750k,Loïc Damour,"['France', 'Réunion']",Cardiff-City,Central Midfield,2018-2019,Football Bourg-en-Bresse Péronnas 01,
28,Chatham Town,"Mar 4, 1991",right,"1,73m",93626,"Jan 28, 2015",€500k,Stuart O'Keefe,['England'],Cardiff-City,Central Midfield,2018-2019,Crystal Palace,
21,Eastleigh FC,"Oct 3, 1997",right,"1,76m",407487,,,Lloyd Humphries,['Wales'],Cardiff-City,Central Midfield,2018-2019,,
24,Portsmouth FC,"Feb 24, 1995",right,"1,73m",199528,"Jul 1, 2018",€10.00m,Josh Murphy,"['England', 'Ireland']",Cardiff-City,Left Winger,2018-2019,: Ablöse €11.40m,
29,Hibernian FC,"Jun 5, 1990",right,"1,74m",58993,"Oct 10, 2016",€4.50m,Junior Hoilett,"['Canada', 'Jamaica']",Cardiff-City,Left Winger,2018-2019,Without Club,
26,Leicester City,"Feb 2, 1993",right,"1,70m",186186,"Jul 1, 2018",€10.00m,Bobby De Cordova-Reid,"['Jamaica', 'England']",Cardiff-City,Right Winger,2018-2019,: Ablöse €11.35m,
27,Derby County,"Apr 15, 1992",right,"1,78m",125409,"Jul 1, 2017",€3.00m,Nathaniel Méndez-Laing,"['Guatemala', 'England']",Cardiff-City,Right Winger,2018-2019,Rochdale AFC,
26,Carlisle United,"Jun 8, 1993",right,"1,74m",136501,"Jan 30, 2012",€750k,Kadeem Harris,['England'],Cardiff-City,Right Winger,2018-2019,Wycombe Wanderers,
30,Without Club,"Jan 12, 1989",right,"1,80m",104586,"Jul 13, 2017",€2.00m,Lee Tomlin,['England'],Cardiff-City,Second Striker,2018-2019,: Ablöse €3.30m,
25,Without Club,"Jan 31, 1994",left,"1,90m",135213,"Jul 6, 2016",€7.00m,Kenneth Zohore,"['Denmark', ""Cote d'Ivoire""]",Cardiff-City,Centre-Forward,2018-2019,KV Kortrijk,
29,Without Club,"Apr 18, 1990",right,"1,82m",209781,"Jan 18, 2019",€6.00m,Oumar Niasse,['Senegal'],Cardiff-City,Centre-Forward,2018-2019,Everton FC,
24,Sheffield Wednesday,"Oct 13, 1994",right,"1,83m",169555,"Jul 1, 2017",€5.00m,Callum Paterson,"['Scotland', 'England']",Cardiff-City,Centre-Forward,2018-2019,Heart of Midlothian FC,
28,Hartlepool United,"Aug 24, 1990",right,"1,91m",66994,"Jan 31, 2018",€4.00m,Gary Madine,['England'],Cardiff-City,Centre-Forward,2018-2019,Bolton Wanderers,
28,Huddersfield Town,"Dec 9, 1990",left,"1,80m",124172,"Jul 1, 2017",€1.50m,Danny Ward,['England'],Cardiff-City,Centre-Forward,2018-2019,Rotherham United,
25,Crewe Alexandra,"Jul 26, 1993",left,"1,87m",134657,"Aug 17, 2017",€500k,Omar Bogle,"['England', 'Ghana']",Cardiff-City,Centre-Forward,2018-2019,Wigan Athletic,
24,Huddersfield Town,"Dec 6, 1994",right,"1,80m",238185,"Jan 24, 2013",€250k,Rhys Healey,['England'],Cardiff-City,Centre-Forward,2018-2019,: Ablöse ?,
22,Doncaster City,"Nov 19, 1996",right,"1,90m",347439,"Jan 22, 2018",,Jack McKay,"['Scotland', 'England']",Cardiff-City,Centre-Forward,2018-2019,Leeds United,
