age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
20,Retired,"Jan 2, 1987",right,"1,80m",35192,,"Jul 1, 2005",€75k,Daryl Fordyce,['Northern Ireland'],Portsmouth-FC,Central Midfield,2006-2007,: Ablöse -,
29,Retired,"Sep 12, 1977",right,"1,70m",4127,,"Jul 28, 2006",€2.75m,David Thompson,['England'],Portsmouth-FC,Right Midfield,2006-2007,Wigan Athletic,
25,Retired,"Nov 27, 1981",left,"1,77m",9218,,"Jul 1, 2002",€3.80m,Matthew Taylor,['England'],Portsmouth-FC,Left Midfield,2006-2007,: Ablöse €600k,
21,Retired,"Feb 5, 1986",right,"1,76m",16791,,"Jul 1, 2006",€8.50m,Manuel Fernandes,"['Portugal', 'Cape Verde']",Portsmouth-FC,Attacking Midfield,2006-2007,SL Benfica,
22,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Aug 31, 2006",€4.00m,Niko Kranjcar,['Croatia'],Portsmouth-FC,Attacking Midfield,2006-2007,HNK Hajduk Split,
28,Retired,"Sep 25, 1978",both,"1,76m",14103,,"Aug 1, 2006",€4.00m,Roudolphe Douala,"['Cameroon', 'Portugal']",Portsmouth-FC,Left Winger,2006-2007,Sporting CP,
28,Retired,"Sep 19, 1978",right,"1,79m",25002,,"Aug 1, 2005",€2.10m,Ognjen Koroman,"['Serbia', 'Bosnia-Herzegovina']",Portsmouth-FC,Right Winger,2006-2007,: Ablöse ?,
20,Retired,"May 14, 1987",right,"1,78m",34839,,"Aug 31, 2005",€400k,Franck Songo'o,"['Cameroon', 'France']",Portsmouth-FC,Right Winger,2006-2007,FC Barcelona U19,
30,Retired,"Aug 1, 1976",right,"1,97m",3133,,"Jul 1, 2006",€6.20m,Nwankwo Kanu,['Nigeria'],Portsmouth-FC,Centre-Forward,2006-2007,West Bromwich Albion,
26,Retired,"Dec 28, 1980",right,"1,80m",3458,,"Jul 1, 2004",€5.50m,Lomana LuaLua,"['DR Congo', 'England']",Portsmouth-FC,Centre-Forward,2006-2007,Newcastle United,
28,Retired,"Aug 13, 1978",right,"1,88m",12063,,"Aug 1, 2011",€4.90m,Benjani,['Zimbabwe'],Portsmouth-FC,Centre-Forward,2006-2007,Blackburn Rovers,
35,Retired,"Oct 15, 1971",right,"1,75m",3238,,"Aug 31, 2006",€2.10m,Andy Cole,"['England', 'Jamaica']",Portsmouth-FC,Centre-Forward,2006-2007,: Ablöse €750k,
28,Retired,"Aug 30, 1978",right,"1,83m",3978,,"Mar 1, 2002",€1.90m,Svetoslav Todorov,"['Bulgaria', 'England']",Portsmouth-FC,Centre-Forward,2006-2007,: Ablöse €1.13m,
37,Retired,"Aug 1, 1970",,,3646,,"Aug 12, 2006",€4.75m,David James,"['England', 'Jamaica']",Portsmouth-FC,Goalkeeper,2007-2008,: Ablöse €1.70m,
27,Retired,"Nov 30, 1980",right,"1,90m",13397,,"Jul 1, 2004",€850k,Jamie Ashdown,['England'],Portsmouth-FC,Goalkeeper,2007-2008,Reading FC,
21,Everton FC,"Jun 20, 1987",right,"1,99m",33873,,"Jul 1, 2005",€200k,Asmir Begovic,"['Bosnia-Herzegovina', 'Canada']",Portsmouth-FC,Goalkeeper,2007-2008,: Ablöse -,
30,Retired,"Dec 16, 1977",left,"1,92m",3356,,"Jul 1, 2007",€8.75m,Sylvain Distin,"['France', 'Guadeloupe']",Portsmouth-FC,Centre-Back,2007-2008,: Ablöse free transfer,
33,Retired,"Sep 18, 1974",,,3198,,"Aug 1, 2006",€7.25m,Sol Campbell,"['England', 'Jamaica']",Portsmouth-FC,Centre-Back,2007-2008,: Ablöse free transfer,
29,Retired,"Apr 14, 1979",right,"1,80m",5531,,"Jan 1, 2006",€3.50m,Noé Pamarot,['France'],Portsmouth-FC,Centre-Back,2007-2008,: Ablöse ?,
28,Retired,"Mar 1, 1980",left,"1,91m",3598,,"Jan 11, 2007",€3.00m,Djimi Traoré,"['Mali', 'France']",Portsmouth-FC,Centre-Back,2007-2008,Charlton Athletic,
24,Retired,"May 24, 1984",left,"1,80m",6976,,"Jan 18, 2008",€2.75m,Lucien Aubey,"['Congo', 'France']",Portsmouth-FC,Centre-Back,2007-2008,: Ablöse ?,
34,Retired,"Sep 14, 1973",right,"1,80m",4266,,"Jul 1, 2000",€800k,Linvoy Primus,['England'],Portsmouth-FC,Centre-Back,2007-2008,Reading FC,
21,Retired,"Sep 26, 1986",right,"1,83m",27659,,"Jul 1, 2007",€600k,Martin Cranie,"['England', 'Scotland']",Portsmouth-FC,Centre-Back,2007-2008,Southampton FC,
22,Retired,"Aug 30, 1985",right,"1,81m",16082,,"Jan 26, 2004",€300k,Richard Duffy,['Wales'],Portsmouth-FC,Centre-Back,2007-2008,Swansea City,
20,Retired,"Aug 17, 1987",both,"1,88m",30456,,"Jul 1, 2005",€100k,Marc Wilson,"['Ireland', 'Northern Ireland']",Portsmouth-FC,Centre-Back,2007-2008,: Ablöse -,
33,Retired,"Jul 11, 1974",left,"1,85m",3860,,"Jul 1, 2007",€3.50m,Hermann Hreidarsson,['Iceland'],Portsmouth-FC,Left-Back,2007-2008,Charlton Athletic,
31,Retired,"Jan 19, 1977",both,"1,82m",3189,,"Jan 18, 2007",€4.50m,Laurén,"['Cameroon', 'Equatorial Guinea']",Portsmouth-FC,Right-Back,2007-2008,: Ablöse €550k,
23,Retired,"Aug 23, 1984",both,"1,82m",3881,,"Aug 31, 2007",€4.50m,Glen Johnson,['England'],Portsmouth-FC,Right-Back,2007-2008,Chelsea FC,
23,Retired,"Mar 10, 1985",right,"1,73m",23914,,"Jan 17, 2008",€7.00m,Lassana Diarra,"['France', 'Mali']",Portsmouth-FC,Defensive Midfield,2007-2008,: Ablöse €7.00m,
28,Retired,"Sep 20, 1979",right,"1,78m",4036,,"Jan 12, 2006",€4.50m,Sean Davis,['England'],Portsmouth-FC,Defensive Midfield,2007-2008,: Ablöse €2.80m,
29,Retired,"Jun 25, 1979",left,"1,75m",9207,,"Jul 1, 2002",€1.50m,Richard Hughes,['Scotland'],Portsmouth-FC,Defensive Midfield,2007-2008,: Ablöse €80k,
23,Retired,"Jan 28, 1985",right,"1,72m",20622,,"Jul 5, 2007",€1.00m,Arnold Mvuemba,"['DR Congo', 'France']",Portsmouth-FC,Defensive Midfield,2007-2008,Stade Rennais FC,
21,Retired,"Jun 27, 1987",right,"1,85m",55251,,"Jul 1, 2007",€100k,Jean-François Christophe,['France'],Portsmouth-FC,Defensive Midfield,2007-2008,RC Lens B,
23,Retired,"Aug 27, 1984",left,"1,79m",17129,,"Jul 1, 2007",€11.25m,Sulley Muntari,['Ghana'],Portsmouth-FC,Central Midfield,2007-2008,: Ablöse €10.51m,
25,Retired,"May 18, 1983",right,"1,74m",3995,,"Jul 1, 2000",€6.00m,Gary O'Neil,['England'],Portsmouth-FC,Central Midfield,2007-2008,: Ablöse -,
30,---,"Jan 28, 1978",right,"1,94m",5485,,"Jul 1, 2007",€5.50m,Papa Bouba Diop,['Senegal'],Portsmouth-FC,Central Midfield,2007-2008,Fulham FC,
29,Retired,"Feb 26, 1979",both,"1,77m",9811,,"Jan 1, 2006",€3.50m,Pedro Mendes,['Portugal'],Portsmouth-FC,Central Midfield,2007-2008,: Ablöse ?,
26,Retired,"Nov 27, 1981",left,"1,77m",9218,,"Jul 1, 2002",€4.50m,Matthew Taylor,['England'],Portsmouth-FC,Left Midfield,2007-2008,: Ablöse €600k,
23,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Aug 31, 2006",€7.50m,Niko Kranjcar,['Croatia'],Portsmouth-FC,Attacking Midfield,2007-2008,HNK Hajduk Split,
26,Retired,"Jan 8, 1982",right,"1,82m",5495,,"Jul 11, 2007",€8.75m,John Utaka,['Nigeria'],Portsmouth-FC,Left Winger,2007-2008,Stade Rennais FC,
21,Retired,"May 14, 1987",right,"1,78m",34839,,"Aug 31, 2005",€600k,Franck Songo'o,"['Cameroon', 'France']",Portsmouth-FC,Right Winger,2007-2008,FC Barcelona U19,
29,Retired,"Aug 13, 1978",right,"1,88m",12063,,"Aug 1, 2011",€9.75m,Benjani,['Zimbabwe'],Portsmouth-FC,Centre-Forward,2007-2008,Blackburn Rovers,
25,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 31, 2008",€9.00m,Jermain Defoe,"['England', 'St. Lucia']",Portsmouth-FC,Centre-Forward,2007-2008,Tottenham Hotspur,
26,FK Vigantice,"Oct 28, 1981",right,"1,83m",3216,,"Jan 27, 2008",€5.50m,Milan Baros,['Czech Republic'],Portsmouth-FC,Centre-Forward,2007-2008,: Ablöse ?,
23,Retired,"May 2, 1985",right,"1,80m",33963,,"Jul 11, 2007",€5.00m,David Nugent,"['England', 'Ireland']",Portsmouth-FC,Centre-Forward,2007-2008,: Ablöse €9.00m,
31,Retired,"Aug 1, 1976",right,"1,97m",3133,,"Jul 1, 2006",€5.00m,Nwankwo Kanu,['Nigeria'],Portsmouth-FC,Centre-Forward,2007-2008,West Bromwich Albion,
38,Retired,"Aug 1, 1970",,,3646,,"Aug 12, 2006",€3.50m,David James,"['England', 'Jamaica']",Portsmouth-FC,Goalkeeper,2008-2009,: Ablöse €1.70m,
28,Retired,"Nov 30, 1980",right,"1,90m",13397,,"Jul 1, 2004",€600k,Jamie Ashdown,['England'],Portsmouth-FC,Goalkeeper,2008-2009,Reading FC,
22,Everton FC,"Jun 20, 1987",right,"1,99m",33873,,"Jul 1, 2005",€400k,Asmir Begovic,"['Bosnia-Herzegovina', 'Canada']",Portsmouth-FC,Goalkeeper,2008-2009,: Ablöse -,
31,Retired,"Dec 16, 1977",left,"1,92m",3356,,"Jul 1, 2007",€8.30m,Sylvain Distin,"['France', 'Guadeloupe']",Portsmouth-FC,Centre-Back,2008-2009,: Ablöse free transfer,
23,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Aug 1, 2008",€5.70m,Younès Kaboul,"['France', 'Morocco']",Portsmouth-FC,Centre-Back,2008-2009,Tottenham Hotspur,
34,Retired,"Sep 18, 1974",,,3198,,"Aug 1, 2006",€4.40m,Sol Campbell,"['England', 'Jamaica']",Portsmouth-FC,Centre-Back,2008-2009,: Ablöse free transfer,
30,Retired,"Apr 14, 1979",right,"1,80m",5531,,"Jan 1, 2006",€3.00m,Noé Pamarot,['France'],Portsmouth-FC,Centre-Back,2008-2009,: Ablöse ?,
29,Retired,"Mar 1, 1980",left,"1,91m",3598,,"Jan 11, 2007",€2.00m,Djimi Traoré,"['Mali', 'France']",Portsmouth-FC,Centre-Back,2008-2009,Charlton Athletic,
22,Retired,"Sep 26, 1986",right,"1,83m",27659,,"Jul 1, 2007",€800k,Martin Cranie,"['England', 'Scotland']",Portsmouth-FC,Centre-Back,2008-2009,Southampton FC,
35,Retired,"Sep 14, 1973",right,"1,80m",4266,,"Jul 1, 2000",€300k,Linvoy Primus,['England'],Portsmouth-FC,Centre-Back,2008-2009,Reading FC,
21,Retired,"Aug 17, 1987",both,"1,88m",30456,,"Jul 1, 2005",€300k,Marc Wilson,"['Ireland', 'Northern Ireland']",Portsmouth-FC,Centre-Back,2008-2009,: Ablöse -,
27,Retired,"Jun 18, 1982",left,"1,75m",23892,,"Jan 1, 2009",€5.30m,Nadir Belhadj,"['Algeria', 'France']",Portsmouth-FC,Left-Back,2008-2009,: Ablöse €4.50m,
34,Retired,"Jul 11, 1974",left,"1,85m",3860,,"Jul 1, 2007",€2.70m,Hermann Hreidarsson,['Iceland'],Portsmouth-FC,Left-Back,2008-2009,Charlton Athletic,
19,Retired,"Oct 8, 1989",left,"1,84m",33783,,"Aug 1, 2008",€2.50m,Armand Traoré,"['Senegal', 'France']",Portsmouth-FC,Left-Back,2008-2009,: Ablöse ?,
24,Retired,"Aug 23, 1984",both,"1,82m",3881,,"Aug 31, 2007",€11.00m,Glen Johnson,['England'],Portsmouth-FC,Right-Back,2008-2009,Chelsea FC,
32,Retired,"Jan 19, 1977",both,"1,82m",3189,,"Jan 18, 2007",€1.00m,Laurén,"['Cameroon', 'Equatorial Guinea']",Portsmouth-FC,Right-Back,2008-2009,: Ablöse €550k,
24,Retired,"Mar 10, 1985",right,"1,73m",23914,,"Jan 17, 2008",€18.00m,Lassana Diarra,"['France', 'Mali']",Portsmouth-FC,Defensive Midfield,2008-2009,: Ablöse €7.00m,
29,Retired,"Sep 20, 1979",right,"1,78m",4036,,"Jan 12, 2006",€5.00m,Sean Davis,['England'],Portsmouth-FC,Defensive Midfield,2008-2009,: Ablöse €2.80m,
30,Retired,"Mar 27, 1979",right,"1,82m",14052,,"Jan 1, 2009",€4.20m,Hayden Mullins,['England'],Portsmouth-FC,Defensive Midfield,2008-2009,: Ablöse €2.30m,
33,Retired,"Jan 3, 1976",both,"1,80m",9821,,"Feb 2, 2009",€2.00m,Angelos Basinas,['Greece'],Portsmouth-FC,Defensive Midfield,2008-2009,: Ablöse free transfer,
30,Retired,"Jun 25, 1979",left,"1,75m",9207,,"Jul 1, 2002",€1.75m,Richard Hughes,['Scotland'],Portsmouth-FC,Defensive Midfield,2008-2009,: Ablöse €80k,
24,Retired,"Jan 28, 1985",right,"1,72m",20622,,"Jul 5, 2007",€900k,Arnold Mvuemba,"['DR Congo', 'France']",Portsmouth-FC,Defensive Midfield,2008-2009,Stade Rennais FC,
30,Retired,"Feb 26, 1979",both,"1,77m",9811,,"Jan 1, 2006",€6.25m,Pedro Mendes,['Portugal'],Portsmouth-FC,Central Midfield,2008-2009,: Ablöse ?,
31,---,"Jan 28, 1978",right,"1,94m",5485,,"Jul 1, 2007",€4.40m,Papa Bouba Diop,['Senegal'],Portsmouth-FC,Central Midfield,2008-2009,Fulham FC,
21,Retired,"Sep 14, 1987",right,"1,87m",48930,,"Jan 1, 2009",€4.00m,Pelé,['Portugal'],Portsmouth-FC,Central Midfield,2008-2009,FC Porto,
33,Retired,"Oct 15, 1975",right,"1,91m",9879,,"Jul 1, 2008",€800k,Glen Little,['England'],Portsmouth-FC,Right Midfield,2008-2009,Reading FC,
24,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Aug 31, 2006",€9.25m,Niko Kranjcar,['Croatia'],Portsmouth-FC,Attacking Midfield,2008-2009,HNK Hajduk Split,
27,Retired,"Jan 8, 1982",right,"1,82m",5495,,"Jul 11, 2007",€5.20m,John Utaka,['Nigeria'],Portsmouth-FC,Left Winger,2008-2009,Stade Rennais FC,
26,Retired,"Mar 23, 1983",left,"1,77m",3560,,"Aug 15, 2008",€600k,Jerome Thomas,"['England', 'Guyana']",Portsmouth-FC,Left Winger,2008-2009,Charlton Athletic,
26,Retired,"Jan 15, 1983",right,"1,73m",3195,,"Jan 20, 2009",€5.70m,Jermaine Pennant,"['England', 'Jamaica']",Portsmouth-FC,Right Winger,2008-2009,: Ablöse free transfer,
26,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 31, 2008",€13.50m,Jermain Defoe,"['England', 'St. Lucia']",Portsmouth-FC,Centre-Forward,2008-2009,Tottenham Hotspur,
28,Retired,"Jan 30, 1981",right,"2,01m",4072,,"Jul 11, 2008",€10.00m,Peter Crouch,"['England', 'Ireland']",Portsmouth-FC,Centre-Forward,2008-2009,: Ablöse €13.70m,
29,Retired,"May 23, 1980",right,"1,79m",16402,,"Feb 1, 2009",€3.30m,Theofanis Gekas,['Greece'],Portsmouth-FC,Centre-Forward,2008-2009,Bayer 04 Leverkusen,
24,Retired,"May 2, 1985",right,"1,80m",33963,,"Jul 11, 2007",€3.20m,David Nugent,"['England', 'Ireland']",Portsmouth-FC,Centre-Forward,2008-2009,: Ablöse €9.00m,
32,Retired,"Aug 1, 1976",right,"1,97m",3133,,"Jul 1, 2006",€2.00m,Nwankwo Kanu,['Nigeria'],Portsmouth-FC,Centre-Forward,2008-2009,West Bromwich Albion,
19,Hapoel Tel Aviv,"Aug 10, 1989",right,"1,80m",40436,,"Jul 1, 2008",€750k,Ben Sahar,"['Israel', 'Poland']",Portsmouth-FC,Centre-Forward,2008-2009,Chelsea FC,
39,Retired,"Aug 1, 1970",,,3646,,"Aug 12, 2006",€3.00m,David James,"['England', 'Jamaica']",Portsmouth-FC,Goalkeeper,2009-2010,: Ablöse €1.70m,
23,Everton FC,"Jun 20, 1987",right,"1,99m",33873,,"Jul 1, 2005",€1.50m,Asmir Begovic,"['Bosnia-Herzegovina', 'Canada']",Portsmouth-FC,Goalkeeper,2009-2010,: Ablöse -,
38,Retired,"May 31, 1972",right,"1,86m",3101,,"Aug 1, 2009",€500k,Antti Niemi,['Finland'],Portsmouth-FC,Goalkeeper,2009-2010,,
29,Retired,"Nov 30, 1980",right,"1,90m",13397,,"Jul 1, 2004",€500k,Jamie Ashdown,['England'],Portsmouth-FC,Goalkeeper,2009-2010,Reading FC,
18,Bedworth United,"Nov 3, 1991",right,"1,88m",129015,,"Aug 9, 2016",,Liam O'Brien,['England'],Portsmouth-FC,Goalkeeper,2009-2010,: Ablöse free transfer,
32,Retired,"Dec 16, 1977",left,"1,92m",3356,,"Jul 1, 2007",€7.50m,Sylvain Distin,"['France', 'Guadeloupe']",Portsmouth-FC,Centre-Back,2009-2010,: Ablöse free transfer,
24,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Aug 1, 2008",€5.50m,Younès Kaboul,"['France', 'Morocco']",Portsmouth-FC,Centre-Back,2009-2010,Tottenham Hotspur,
28,Retired,"Mar 31, 1982",right,"1,83m",20714,,"Sep 1, 2009",€3.50m,Tal Ben Haim,['Israel'],Portsmouth-FC,Centre-Back,2009-2010,: Ablöse free transfer,
29,Retired,"Nov 25, 1980",right,"1,85m",4756,,"Jul 1, 2009",€2.00m,Aaron Mokoena,['South Africa'],Portsmouth-FC,Centre-Back,2009-2010,Blackburn Rovers,
26,Retired,"Nov 8, 1983",right,"1,94m",10642,,"Sep 1, 2009",€1.50m,Mike Williamson,['England'],Portsmouth-FC,Centre-Back,2009-2010,Watford FC,
22,Retired,"Aug 17, 1987",both,"1,88m",30456,,"Jul 1, 2005",€1.50m,Marc Wilson,"['Ireland', 'Northern Ireland']",Portsmouth-FC,Centre-Back,2009-2010,: Ablöse -,
31,Retired,"Oct 3, 1978",right,"1,83m",13211,,"Nov 19, 2012",€1.00m,Ricardo Rocha,['Portugal'],Portsmouth-FC,Centre-Back,2009-2010,Without Club,
25,Retired,"Jan 19, 1985",,,17184,,"Feb 12, 2010",€750k,Dusko Tosic,['Serbia'],Portsmouth-FC,Centre-Back,2009-2010,SV Werder Bremen,
19,FC Salisbury,"Sep 29, 1990",right,"1,88m",129013,,"Jul 1, 2009",€25k,Luke Wilkinson,['England'],Portsmouth-FC,Centre-Back,2009-2010,: Ablöse -,
36,Retired,"Sep 14, 1973",right,"1,80m",4266,,"Jul 1, 2000",,Linvoy Primus,['England'],Portsmouth-FC,Centre-Back,2009-2010,Reading FC,
18,Career break,"Jan 31, 1992",right,"1,83m",110863,,,,James Hurst,['England'],Portsmouth-FC,Centre-Back,2009-2010,,
28,Retired,"Jun 18, 1982",left,"1,75m",23892,,"Jan 1, 2009",€5.50m,Nadir Belhadj,"['Algeria', 'France']",Portsmouth-FC,Left-Back,2009-2010,: Ablöse €4.50m,
35,Retired,"Jul 11, 1974",left,"1,85m",3860,,"Jul 1, 2007",€2.00m,Hermann Hreidarsson,['Iceland'],Portsmouth-FC,Left-Back,2009-2010,Charlton Athletic,
18,Cardiff Metropolitan University,"Aug 18, 1991",,,122842,,,€25k,Joel Edwards,['England'],Portsmouth-FC,Left-Back,2009-2010,,
17,TuS Dassendorf,"Aug 23, 1992",left,"1,84m",74124,,,,Lennard Sowah,"['Germany', 'Ghana']",Portsmouth-FC,Left-Back,2009-2010,,
34,Retired,"Apr 24, 1976",right,"1,83m",4038,,"Jul 1, 2009",€2.50m,Steve Finnan,['Ireland'],Portsmouth-FC,Right-Back,2009-2010,RCD Espanyol Barcelona,
22,Retired,"Oct 24, 1987",right,"1,82m",15844,,"Aug 13, 2009",€2.50m,Anthony Vanden Borre,"['Belgium', 'DR Congo']",Portsmouth-FC,Right-Back,2009-2010,: Ablöse ?,
20,Crystal Palace,"Oct 29, 1989",right,"1,86m",92572,,"Jul 1, 2008",€50k,Joel Ward,['England'],Portsmouth-FC,Right-Back,2009-2010,: Ablöse -,
31,Retired,"Mar 27, 1979",right,"1,82m",14052,,"Jan 1, 2009",€3.00m,Hayden Mullins,['England'],Portsmouth-FC,Defensive Midfield,2009-2010,: Ablöse €2.30m,
31,Retired,"Jun 25, 1979",left,"1,75m",9207,,"Jul 1, 2002",€1.50m,Richard Hughes,['Scotland'],Portsmouth-FC,Defensive Midfield,2009-2010,: Ablöse €80k,
34,Retired,"Jan 3, 1976",both,"1,80m",9821,,"Feb 2, 2009",€1.00m,Angelos Basinas,['Greece'],Portsmouth-FC,Defensive Midfield,2009-2010,: Ablöse free transfer,
18,Without Club,"Feb 2, 1992",right,"1,85m",125168,,,€200k,Gauthier Mahoto,"['France', 'DR Congo']",Portsmouth-FC,Defensive Midfield,2009-2010,,
26,Retired,"May 14, 1984",right,"1,87m",12351,,"Sep 1, 2009",€4.50m,Hassan Yebda,"['Algeria', 'France']",Portsmouth-FC,Central Midfield,2009-2010,SL Benfica,
23,Retired,"Sep 25, 1986",left,"1,80m",38090,,"Aug 28, 2009",€4.00m,Jamie O'Hara,['England'],Portsmouth-FC,Central Midfield,2009-2010,Tottenham Hotspur,
32,---,"Jan 28, 1978",right,"1,94m",5485,,"Jul 1, 2007",€3.00m,Papa Bouba Diop,['Senegal'],Portsmouth-FC,Central Midfield,2009-2010,Fulham FC,
33,Retired,"Jan 25, 1977",,,13509,,"Aug 1, 2009",€2.50m,Michael Brown,['England'],Portsmouth-FC,Central Midfield,2009-2010,Wigan Athletic,
19,Portsmouth FC,"Mar 25, 1991",right,"1,88m",118779,,"Jul 1, 2022",€50k,Marlon Pack,['England'],Portsmouth-FC,Central Midfield,2009-2010,Cardiff City,Team captain
20,Portsmouth FC,"Sep 10, 1989",left,"1,73m",92469,"Joined from Newcastle United; date: Aug 6, 2024; fee: free transfer","Aug 6, 2024",€50k,Matt Ritchie,"['Scotland', 'England']",Portsmouth-FC,Right Midfield,2009-2010,Newcastle United,
25,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Aug 31, 2006",€12.00m,Niko Kranjcar,['Croatia'],Portsmouth-FC,Attacking Midfield,2009-2010,HNK Hajduk Split,
23,Retired,"Mar 6, 1987",right,"1,86m",16922,,"Aug 28, 2009",€4.00m,Kevin-Prince Boateng,"['Ghana', 'Germany']",Portsmouth-FC,Attacking Midfield,2009-2010,Tottenham Hotspur,
28,Retired,"Jan 8, 1982",right,"1,82m",5495,,"Jul 11, 2007",€3.50m,John Utaka,['Nigeria'],Portsmouth-FC,Left Winger,2009-2010,Stade Rennais FC,
24,SV Robinhood Amsterdam,"Apr 15, 1986",right,"1,82m",14551,,"Jan 1, 2010",€1.00m,Quincy Owusu-Abeyie,"['Ghana', 'Netherlands']",Portsmouth-FC,Left Winger,2009-2010,: Ablöse €280k,
18,Paris Saint-Germain B,"Apr 29, 1992",right,"1,83m",177913,,,,Gaël N'Lundulu,"['France', 'Congo']",Portsmouth-FC,Left Winger,2009-2010,,
29,Retired,"Nov 26, 1980",right,"1,74m",9597,,"Aug 1, 2009",€3.00m,Aruna Dindane,"[""Cote d'Ivoire""]",Portsmouth-FC,Second Striker,2009-2010,: Ablöse €500k,
31,Retired,"Dec 8, 1978",right,"1,88m",5683,,"Aug 5, 2009",€4.50m,Frédéric Piquionne,"['Martinique', 'France']",Portsmouth-FC,Centre-Forward,2009-2010,: Ablöse €500k,
25,Retired,"May 2, 1985",right,"1,80m",33963,,"Jul 11, 2007",€2.50m,David Nugent,"['England', 'Ireland']",Portsmouth-FC,Centre-Forward,2009-2010,: Ablöse €9.00m,
30,Retired,"May 22, 1980",right,"1,78m",12401,,"Aug 27, 2009",€2.00m,Tommy Smith,['England'],Portsmouth-FC,Centre-Forward,2009-2010,Watford FC,
28,Retired,"Dec 28, 1981",right,"1,78m",3551,,"Sep 1, 2009",€1.50m,Danny Webber,['England'],Portsmouth-FC,Centre-Forward,2009-2010,Without Club,
