age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
23,Swansea City,"Nov 17, 1988",right,"1,81m",66219,"Aug 1, 2011",€4.00m,Kyle Naughton,"['England', 'Ireland']",Norwich-City,Right-Back,2011-2012,Tottenham Hotspur,
23,Retired,"Nov 28, 1988",right,"1,84m",55687,"Jul 1, 2011",€1.25m,Ritchie De Laet,['Belgium'],Norwich-City,Right-Back,2011-2012,Manchester United,
24,Middlesbrough FC,"May 21, 1988",right,"1,80m",45395,"Jan 24, 2012",€3.00m,Jonathan Howson,['England'],Norwich-City,Central Midfield,2011-2012,Leeds United,
25,Retired,"Aug 20, 1986",left,"1,78m",29975,"Jul 1, 2010",€2.50m,Andrew Surman,"['England', 'South Africa']",Norwich-City,Central Midfield,2011-2012,Wolverhampton Wanderers,
25,Retired,"Apr 28, 1987",left,"1,83m",49327,"Jul 1, 2011",€2.00m,Bradley Johnson,['England'],Norwich-City,Central Midfield,2011-2012,Leeds United,
28,Retired,"May 29, 1984",right,"1,75m",14003,"Jul 1, 2010",€2.00m,Andrew Crofts,"['Wales', 'England']",Norwich-City,Central Midfield,2011-2012,: Ablöse €360k,
28,Retired,"Dec 13, 1983",right,"1,75m",4219,"Jul 1, 2010",€2.00m,David Fox,['England'],Norwich-City,Central Midfield,2011-2012,Colchester United,
21,Cambridge United,"Jan 31, 1991",right,"1,83m",80435,"Jul 1, 2009",€1.00m,Korey Smith,"['England', 'Jamaica']",Norwich-City,Central Midfield,2011-2012,Norwich City U18,
29,Retired,"Jan 25, 1983",left,"1,80m",14792,"Jan 31, 2007",€750k,Simon Lappin,['Scotland'],Norwich-City,Central Midfield,2011-2012,St. Mirren FC,
23,Shifnal Town,"Dec 18, 1988",right,"1,79m",43193,"Jul 1, 2011",€3.00m,Elliott Bennett,"['Jamaica', 'England']",Norwich-City,Right Midfield,2011-2012,Brighton & Hove Albion,
30,Doncaster City,"May 20, 1982",left,"1,68m",24589,"Jul 1, 2008",€3.00m,Wes Hoolahan,['Ireland'],Norwich-City,Attacking Midfield,2011-2012,Blackpool FC,
24,Retired,"Jun 6, 1988",both,"1,81m",67322,"Jul 6, 2011",€3.50m,Anthony Pilkington,"['Ireland', 'England']",Norwich-City,Left Winger,2011-2012,: Ablöse €2.25m,
31,Retired,"Apr 12, 1981",right,"1,83m",13412,"Jul 24, 2009",€4.00m,Grant Holt,['England'],Norwich-City,Centre-Forward,2011-2012,: Ablöse €475k,
28,Retired,"Aug 29, 1983",right,"1,88m",104725,"Jul 1, 2011",€3.00m,Steve Morison,"['Wales', 'England']",Norwich-City,Centre-Forward,2011-2012,: Ablöse €3.15m,
23,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2011",€1.50m,James Vaughan,"['England', 'Jamaica']",Norwich-City,Centre-Forward,2011-2012,: Ablöse €2.30m,
25,Retired,"Mar 28, 1987",right,"1,72m",44913,"Jul 17, 2010",€1.50m,Simeon Jackson,"['Canada', 'Jamaica']",Norwich-City,Centre-Forward,2011-2012,Gillingham FC,
23,Bristol Rovers,"Nov 4, 1988",right,"1,84m",46154,"Jul 1, 2006",€500k,Chris Martin,"['Scotland', 'England']",Norwich-City,Centre-Forward,2011-2012,Norwich City U18,
32,Retired,"Oct 21, 1979",right,"1,91m",67202,"Jan 1, 2011",€500k,Aaron Wilbraham,['England'],Norwich-City,Centre-Forward,2011-2012,Milton Keynes Dons,
26,Newcastle United,"Oct 24, 1986",right,"1,92m",29712,"Jul 1, 2010",€5.00m,John Ruddy,['England'],Norwich-City,Goalkeeper,2012-2013,: Ablöse €600k,
28,Retired,"Nov 16, 1984",right,"1,83m",49319,"Aug 29, 2012",€1.50m,Mark Bunn,"['England', 'Ireland']",Norwich-City,Goalkeeper,2012-2013,Blackburn Rovers,
28,Retired,"Aug 22, 1984",right,"1,83m",13443,"Jan 23, 2013",€1.25m,Lee Camp,"['Northern Ireland', 'England']",Norwich-City,Goalkeeper,2012-2013,: Ablöse free transfer,
22,Retired,"Jan 16, 1991",right,"1,91m",74088,"Jul 1, 2009",€500k,Declan Rudd,['England'],Norwich-City,Goalkeeper,2012-2013,Norwich City U18,
20,Peterborough United,"Sep 23, 1992",left,"1,83m",110867,"Jul 1, 2010",,Jed Steer,"['England', 'Scotland']",Norwich-City,Goalkeeper,2012-2013,Norwich City U18,
26,Retired,"Jul 9, 1986",left,"1,87m",33951,"Aug 21, 2012",€4.50m,Sébastien Bassong,"['Cameroon', 'France']",Norwich-City,Centre-Back,2012-2013,Tottenham Hotspur,
23,Retired,"Mar 6, 1990",right,"1,88m",67252,"Jan 1, 2012",€3.50m,Ryan Bennett,['England'],Norwich-City,Centre-Back,2012-2013,Peterborough United,
27,Retired,"Jan 4, 1986",right,"1,83m",67303,"Jan 4, 2010",€3.00m,Russell Martin,"['Scotland', 'England']",Norwich-City,Centre-Back,2012-2013,Peterborough United,
29,Retired,"Nov 9, 1983",right,"1,93m",12127,"Jul 27, 2012",€3.00m,Michael Turner,['England'],Norwich-City,Centre-Back,2012-2013,Sunderland AFC,
28,Retired,"Jan 19, 1985",right,"1,85m",15838,"Jul 1, 2010",€2.00m,Elliott Ward,['England'],Norwich-City,Centre-Back,2012-2013,Coventry City,
27,Retired,"Nov 30, 1985",right,"1,85m",33484,"Jan 1, 2011",€2.00m,Leon Barnett,"['England', 'Jamaica']",Norwich-City,Centre-Back,2012-2013,West Bromwich Albion,
28,Retired,"Mar 15, 1985",left,"1,79m",23218,"Jul 1, 2013",€2.00m,Javier Garrido,['Spain'],Norwich-City,Left-Back,2012-2013,: Ablöse €1.50m,
27,Retired,"Aug 23, 1985",left,"1,83m",67346,"Jan 1, 2011",€1.00m,Marc Tierney,"['England', 'Ireland']",Norwich-City,Left-Back,2012-2013,Colchester United,
29,Retired,"Jun 16, 1984",right,"1,85m",12704,"Jul 1, 2012",€2.00m,Steven Whittaker,['Scotland'],Norwich-City,Right-Back,2012-2013,: Ablöse free transfer,
21,Dorking Wanderers,"Sep 8, 1991",right,"1,80m",130755,,,George Francomb,['England'],Norwich-City,Right-Back,2012-2013,,
27,Retired,"Apr 4, 1986",right,"1,81m",12384,"Aug 24, 2012",€3.50m,Alexander Tettey,['Norway'],Norwich-City,Defensive Midfield,2012-2013,Stade Rennais FC,
25,Middlesbrough FC,"May 21, 1988",right,"1,80m",45395,"Jan 24, 2012",€3.00m,Jonathan Howson,['England'],Norwich-City,Central Midfield,2012-2013,Leeds United,
26,Retired,"Apr 28, 1987",left,"1,83m",49327,"Jul 1, 2011",€2.50m,Bradley Johnson,['England'],Norwich-City,Central Midfield,2012-2013,Leeds United,
26,Retired,"Aug 20, 1986",left,"1,78m",29975,"Jul 1, 2010",€2.00m,Andrew Surman,"['England', 'South Africa']",Norwich-City,Central Midfield,2012-2013,Wolverhampton Wanderers,
30,Retired,"Jan 25, 1983",left,"1,80m",14792,"Jan 31, 2007",€1.00m,Simon Lappin,['Scotland'],Norwich-City,Central Midfield,2012-2013,St. Mirren FC,
22,Cambridge United,"Jan 31, 1991",right,"1,83m",80435,"Jul 1, 2009",€1.00m,Korey Smith,"['England', 'Jamaica']",Norwich-City,Central Midfield,2012-2013,Norwich City U18,
29,Retired,"Dec 13, 1983",right,"1,75m",4219,"Jul 1, 2010",€1.00m,David Fox,['England'],Norwich-City,Central Midfield,2012-2013,Colchester United,
23,Gateshead FC,"Jun 10, 1990",right,"1,80m",39827,"Jul 3, 2012",€1.00m,Jacob Butterfield,['England'],Norwich-City,Central Midfield,2012-2013,Barnsley FC,
24,Shifnal Town,"Dec 18, 1988",right,"1,79m",43193,"Jul 1, 2011",€2.00m,Elliott Bennett,"['Jamaica', 'England']",Norwich-City,Right Midfield,2012-2013,Brighton & Hove Albion,
31,Doncaster City,"May 20, 1982",left,"1,68m",24589,"Jul 1, 2008",€2.00m,Wes Hoolahan,['Ireland'],Norwich-City,Attacking Midfield,2012-2013,Blackpool FC,
25,Retired,"Jun 6, 1988",both,"1,81m",67322,"Jul 6, 2011",€4.50m,Anthony Pilkington,"['Ireland', 'England']",Norwich-City,Left Winger,2012-2013,: Ablöse €2.25m,
18,Portsmouth FC,"Feb 24, 1995",right,"1,73m",199528,"Jul 1, 2013",,Josh Murphy,"['England', 'Ireland']",Norwich-City,Left Winger,2012-2013,Norwich City U18,
25,Retired,"Sep 7, 1987",left,"1,82m",22614,"Jul 26, 2012",€6.00m,Robert Snodgrass,['Scotland'],Norwich-City,Right Winger,2012-2013,Leeds United,
32,Retired,"Apr 12, 1981",right,"1,83m",13412,"Jul 24, 2009",€4.00m,Grant Holt,['England'],Norwich-City,Centre-Forward,2012-2013,: Ablöse €475k,
29,Retired,"Dec 28, 1983",left,"1,87m",71020,"Jan 31, 2013",€2.50m,Luciano Becchio,"['Argentina', 'Italy']",Norwich-City,Centre-Forward,2012-2013,Leeds United,
24,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2011",€1.50m,James Vaughan,"['England', 'Jamaica']",Norwich-City,Centre-Forward,2012-2013,: Ablöse €2.30m,
29,Retired,"Aug 29, 1983",right,"1,88m",104725,"Jul 1, 2011",€1.50m,Steve Morison,"['Wales', 'England']",Norwich-City,Centre-Forward,2012-2013,: Ablöse €3.15m,
26,Retired,"Mar 28, 1987",right,"1,72m",44913,"Jul 17, 2010",€1.50m,Simeon Jackson,"['Canada', 'Jamaica']",Norwich-City,Centre-Forward,2012-2013,Gillingham FC,
28,Los Angeles FC,"Sep 1, 1984",right,"1,88m",39049,"Jan 30, 2013",€500k,Kei Kamara,"['Sierra Leone', 'United States']",Norwich-City,Centre-Forward,2012-2013,Sporting Kansas City,
24,Bristol Rovers,"Nov 4, 1988",right,"1,84m",46154,"Jul 1, 2006",€500k,Chris Martin,"['Scotland', 'England']",Norwich-City,Centre-Forward,2012-2013,Norwich City U18,
19,Bayern Munich,"Jul 28, 1993",right,"1,88m",132098,"Aug 31, 2012",€500k,Harry Kane,['England'],Norwich-City,Centre-Forward,2012-2013,Tottenham Hotspur,
27,Newcastle United,"Oct 24, 1986",right,"1,92m",29712,"Jul 1, 2010",€4.50m,John Ruddy,['England'],Norwich-City,Goalkeeper,2013-2014,: Ablöse €600k,
29,Retired,"Nov 16, 1984",right,"1,83m",49319,"Aug 29, 2012",€1.50m,Mark Bunn,"['England', 'Ireland']",Norwich-City,Goalkeeper,2013-2014,Blackburn Rovers,
40,Retired,"Sep 13, 1973",right,"1,97m",3804,"Jul 10, 2013",€250k,Carlo Nash,['England'],Norwich-City,Goalkeeper,2013-2014,Stoke City,
27,Retired,"Jul 9, 1986",left,"1,87m",33951,"Aug 21, 2012",€4.50m,Sébastien Bassong,"['Cameroon', 'France']",Norwich-City,Centre-Back,2013-2014,Tottenham Hotspur,
28,Retired,"Jan 4, 1986",right,"1,83m",67303,"Jan 4, 2010",€3.00m,Russell Martin,"['Scotland', 'England']",Norwich-City,Centre-Back,2013-2014,Peterborough United,
30,Retired,"Nov 9, 1983",right,"1,93m",12127,"Jul 27, 2012",€3.00m,Michael Turner,['England'],Norwich-City,Centre-Back,2013-2014,Sunderland AFC,
24,Retired,"Mar 6, 1990",right,"1,88m",67252,"Jan 1, 2012",€2.50m,Ryan Bennett,['England'],Norwich-City,Centre-Back,2013-2014,Peterborough United,
33,Retired,"Sep 6, 1980",right,"1,88m",3270,"Jan 30, 2014",€2.00m,Joseph Yobo,"['Nigeria', 'England']",Norwich-City,Centre-Back,2013-2014,Fenerbahce,
19,Maejo United,"Jul 16, 1994",right,"1,92m",193080,"Jul 1, 2012",,Adel Gafaiti,"['Algeria', 'France']",Norwich-City,Centre-Back,2013-2014,Rangers FC U20,
26,Malmö FF,"May 17, 1988",left,"1,78m",38073,"Jul 10, 2013",€4.00m,Martin Olsson,['Sweden'],Norwich-City,Left-Back,2013-2014,Blackburn Rovers,
29,Retired,"Mar 15, 1985",left,"1,79m",23218,"Jul 1, 2013",€2.00m,Javier Garrido,['Spain'],Norwich-City,Left-Back,2013-2014,: Ablöse €1.50m,
30,Retired,"Jun 16, 1984",right,"1,85m",12704,"Jul 1, 2012",€2.00m,Steven Whittaker,['Scotland'],Norwich-City,Right-Back,2013-2014,: Ablöse free transfer,
24,Al-Nasr SC (UAE),"Jan 5, 1990",right,"1,88m",63342,"Jul 13, 2013",€8.50m,Leroy Fer,"['Netherlands', 'Curacao']",Norwich-City,Defensive Midfield,2013-2014,Twente Enschede FC,
28,Retired,"Apr 4, 1986",right,"1,81m",12384,"Aug 24, 2012",€3.50m,Alexander Tettey,['Norway'],Norwich-City,Defensive Midfield,2013-2014,Stade Rennais FC,
26,Middlesbrough FC,"May 21, 1988",right,"1,80m",45395,"Jan 24, 2012",€3.50m,Jonathan Howson,['England'],Norwich-City,Central Midfield,2013-2014,Leeds United,
27,Retired,"Apr 28, 1987",left,"1,83m",49327,"Jul 1, 2011",€3.00m,Bradley Johnson,['England'],Norwich-City,Central Midfield,2013-2014,Leeds United,
24,Gateshead FC,"Jun 10, 1990",right,"1,80m",39827,"Jul 3, 2012",€1.20m,Jacob Butterfield,['England'],Norwich-City,Central Midfield,2013-2014,Barnsley FC,
30,Retired,"Dec 13, 1983",right,"1,75m",4219,"Jul 1, 2010",€750k,David Fox,['England'],Norwich-City,Central Midfield,2013-2014,Colchester United,
25,Shifnal Town,"Dec 18, 1988",right,"1,79m",43193,"Jul 1, 2011",€1.50m,Elliott Bennett,"['Jamaica', 'England']",Norwich-City,Right Midfield,2013-2014,Brighton & Hove Albion,
19,Barnet FC,"May 9, 1995",right,"1,73m",199526,,,Reece Hall-Johnson,"['England', 'Jamaica']",Norwich-City,Right Midfield,2013-2014,,
30,Retired,"Jul 5, 1983",right,"1,84m",26443,"Jan 13, 2014",€3.00m,Jonás Gutiérrez,"['Argentina', 'Italy']",Norwich-City,Left Midfield,2013-2014,Newcastle United,
32,Doncaster City,"May 20, 1982",left,"1,68m",24589,"Jul 1, 2008",€2.00m,Wes Hoolahan,['Ireland'],Norwich-City,Attacking Midfield,2013-2014,Blackpool FC,
26,Retired,"Jun 6, 1988",both,"1,81m",67322,"Jul 6, 2011",€4.50m,Anthony Pilkington,"['Ireland', 'England']",Norwich-City,Left Winger,2013-2014,: Ablöse €2.25m,
19,Portsmouth FC,"Feb 24, 1995",right,"1,73m",199528,"Jul 1, 2013",€1.00m,Josh Murphy,"['England', 'Ireland']",Norwich-City,Left Winger,2013-2014,Norwich City U18,
26,Retired,"Sep 7, 1987",left,"1,82m",22614,"Jul 26, 2012",€5.50m,Robert Snodgrass,['Scotland'],Norwich-City,Right Winger,2013-2014,Leeds United,
20,Burnley FC,"Mar 6, 1994",right,"1,73m",129078,"Jul 4, 2013",€3.50m,Nathan Redmond,"['England', 'Jamaica']",Norwich-City,Right Winger,2013-2014,: Ablöse €2.30m,Hamstring injury - Return unknown
19,Newcastle United,"Feb 24, 1995",right,"1,79m",199527,"Jan 4, 2013",€100k,Jacob Murphy,"['England', 'Ireland']",Norwich-City,Right Winger,2013-2014,Norwich City U18,
25,Twente Enschede FC,"Jan 27, 1989",right,"1,86m",41355,"Jul 1, 2013",€7.50m,Ricky van Wolfswinkel,['Netherlands'],Norwich-City,Centre-Forward,2013-2014,Sporting CP,
26,Kettering Town,"Jan 26, 1988",right,"1,77m",42513,"Jul 26, 2013",€7.00m,Gary Hooper,['England'],Norwich-City,Centre-Forward,2013-2014,Celtic FC,
33,Holmalunds IF,"May 27, 1981",right,"1,88m",4383,"Aug 21, 2013",€2.50m,Johan Elmander,['Sweden'],Norwich-City,Centre-Forward,2013-2014,Galatasaray,
30,Retired,"Dec 28, 1983",left,"1,87m",71020,"Jan 31, 2013",€1.50m,Luciano Becchio,"['Argentina', 'Italy']",Norwich-City,Centre-Forward,2013-2014,Leeds United,
20,Leiston FC,"May 10, 1994",,"1,78m",203464,"Jul 1, 2014",,Jamar Loza,"['Jamaica', 'England']",Norwich-City,Centre-Forward,2013-2014,Norwich City U21,
29,Newcastle United,"Oct 24, 1986",right,"1,92m",29712,"Jul 1, 2010",€3.00m,John Ruddy,['England'],Norwich-City,Goalkeeper,2015-2016,: Ablöse €600k,
25,Retired,"Jan 16, 1991",right,"1,91m",74088,"Jul 1, 2009",€2.00m,Declan Rudd,['England'],Norwich-City,Goalkeeper,2015-2016,Norwich City U18,
25,Retired,"Feb 4, 1991",,"1,93m",121388,"Aug 1, 2015",€750k,Jake Kean,['England'],Norwich-City,Goalkeeper,2015-2016,Blackburn Rovers,
22,Crystal Palace,"Feb 10, 1994",right,"1,92m",196722,"Jul 1, 2012",€100k,Remi Matthews,['England'],Norwich-City,Goalkeeper,2015-2016,Norwich City U18,
28,FC Basel 1893 U21,"May 9, 1988",right,"1,95m",65255,"Jan 18, 2016",€5.00m,Timm Klose,"['Switzerland', 'Germany']",Norwich-City,Centre-Back,2015-2016,VfL Wolfsburg,
30,Retired,"Jan 4, 1986",right,"1,83m",67303,"Jan 4, 2010",€3.00m,Russell Martin,"['Scotland', 'England']",Norwich-City,Centre-Back,2015-2016,Peterborough United,
29,Retired,"Jul 9, 1986",left,"1,87m",33951,"Aug 21, 2012",€3.00m,Sébastien Bassong,"['Cameroon', 'France']",Norwich-City,Centre-Back,2015-2016,Tottenham Hotspur,
32,Retired,"Nov 9, 1983",right,"1,93m",12127,"Jul 27, 2012",€2.00m,Michael Turner,['England'],Norwich-City,Centre-Back,2015-2016,Sunderland AFC,
26,Retired,"Mar 6, 1990",right,"1,88m",67252,"Jan 1, 2012",€2.00m,Ryan Bennett,['England'],Norwich-City,Centre-Back,2015-2016,Peterborough United,
28,Malmö FF,"May 17, 1988",left,"1,78m",38073,"Jul 10, 2013",€3.50m,Martin Olsson,['Sweden'],Norwich-City,Left-Back,2015-2016,Blackburn Rovers,
20,Nottingham Forest,"Aug 19, 1995",left,"1,83m",198516,"Jul 1, 2016",€250k,Harry Toffolo,"['England', 'Italy']",Norwich-City,Left-Back,2015-2016,Norwich City U21,
23,Derry City,"May 9, 1993",right,"1,86m",128912,"Jul 29, 2015",€4.00m,Andre Wisdom,"['England', 'Jamaica']",Norwich-City,Right-Back,2015-2016,: Ablöse €1.80m,
26,Fortuna Sittard,"Jan 7, 1990",right,"1,82m",82281,"Jan 8, 2016",€4.00m,Ivo Pinto,['Portugal'],Norwich-City,Right-Back,2015-2016,GNK Dinamo Zagreb,
32,Retired,"Jun 16, 1984",right,"1,85m",12704,"Jul 1, 2012",€1.50m,Steven Whittaker,['Scotland'],Norwich-City,Right-Back,2015-2016,: Ablöse free transfer,
30,Retired,"Apr 4, 1986",right,"1,81m",12384,"Aug 24, 2012",€3.50m,Alexander Tettey,['Norway'],Norwich-City,Defensive Midfield,2015-2016,Stade Rennais FC,
29,Without Club,"Jan 25, 1987",right,"1,77m",45272,"Jul 1, 2015",€3.00m,Youssouf Mulumbu,"['DR Congo', 'France']",Norwich-City,Defensive Midfield,2015-2016,West Bromwich Albion,
29,Retired,"Apr 28, 1987",left,"1,83m",49327,"Jul 1, 2011",€6.00m,Bradley Johnson,['England'],Norwich-City,Central Midfield,2015-2016,Leeds United,
27,Retired,"Feb 21, 1989",right,"1,85m",38388,"Aug 29, 2014",€4.50m,Vadis Odjidja-Ofoe,"['Belgium', 'Ghana']",Norwich-City,Central Midfield,2015-2016,Club Brugge KV,
28,Middlesbrough FC,"May 21, 1988",right,"1,80m",45395,"Jan 24, 2012",€4.00m,Jonathan Howson,['England'],Norwich-City,Central Midfield,2015-2016,Leeds United,
29,Johnstone Burgh FC,"May 5, 1987",right,"1,77m",36608,"Jul 1, 2015",€3.50m,Graham Dorrans,['Scotland'],Norwich-City,Central Midfield,2015-2016,West Bromwich Albion,
33,Retired,"May 18, 1983",right,"1,74m",3995,"Aug 5, 2014",€1.00m,Gary O'Neil,['England'],Norwich-City,Central Midfield,2015-2016,: Ablöse free transfer,
28,Retired,"May 22, 1988",both,"1,78m",87789,"Feb 2, 2015",€500k,Tony Andreu,['France'],Norwich-City,Central Midfield,2015-2016,Hamilton Academical FC,
21,Stevenage FC,"Dec 19, 1994",right,"1,80m",207771,"Sep 1, 2014",€500k,Louis Thompson,"['Wales', 'England']",Norwich-City,Central Midfield,2015-2016,Swindon Town,
20,Lincoln City,"Sep 24, 1995",right,"1,83m",203127,"Aug 28, 2014",€250k,Conor McGrandles,['Scotland'],Norwich-City,Central Midfield,2015-2016,Falkirk FC,
27,Shifnal Town,"Dec 18, 1988",right,"1,79m",43193,"Jul 1, 2011",€1.00m,Elliott Bennett,"['Jamaica', 'England']",Norwich-City,Right Midfield,2015-2016,Brighton & Hove Albion,
24,Preston North End,"Jan 14, 1992",left,"1,76m",128229,"Jul 29, 2015",€6.00m,Robbie Brady,['Ireland'],Norwich-City,Left Midfield,2015-2016,: Ablöse €9.90m,Injury to the ankle - Return unknown
34,Doncaster City,"May 20, 1982",left,"1,68m",24589,"Jul 1, 2008",€2.00m,Wes Hoolahan,['Ireland'],Norwich-City,Attacking Midfield,2015-2016,Blackpool FC,
19,Tottenham Hotspur,"Nov 23, 1996",right,"1,75m",294057,"Feb 1, 2016",€1.50m,James Maddison,['England'],Norwich-City,Attacking Midfield,2015-2016,Coventry City,
30,Retired,"May 22, 1986",,"1,73m",15921,"Jan 2, 2016",€3.00m,Matt Jarvis,['England'],Norwich-City,Left Winger,2015-2016,: Ablöse €3.40m,
21,Portsmouth FC,"Feb 24, 1995",right,"1,73m",199528,"Jul 1, 2013",€1.00m,Josh Murphy,"['England', 'Ireland']",Norwich-City,Left Winger,2015-2016,Norwich City U18,
22,Burnley FC,"Mar 6, 1994",right,"1,73m",129078,"Jul 4, 2013",€7.50m,Nathan Redmond,"['England', 'Jamaica']",Norwich-City,Right Winger,2015-2016,: Ablöse €2.30m,Hamstring injury - Return unknown
21,Newcastle United,"Feb 24, 1995",right,"1,79m",199527,"Jan 4, 2013",€300k,Jacob Murphy,"['England', 'Ireland']",Norwich-City,Right Winger,2015-2016,Norwich City U18,
29,Retired,"Sep 14, 1986",right,"1,78m",12763,"Jan 19, 2016",€6.00m,Steven Naismith,['Scotland'],Norwich-City,Second Striker,2015-2016,Everton FC,
30,Without Club,"Nov 22, 1985",right,"1,85m",44624,"Aug 31, 2015",€7.00m,Dieumerci Mbokani,['DR Congo'],Norwich-City,Centre-Forward,2015-2016,Dynamo Kyiv,
22,Leeds United,"Sep 5, 1993",left,"1,85m",183334,"Jan 30, 2016",€5.00m,Patrick Bamford,"['England', 'Ireland']",Norwich-City,Centre-Forward,2015-2016,Chelsea FC,
28,Without Club,"Jan 12, 1988",right,"1,83m",35413,"Jul 1, 2014",€4.00m,Lewis Grabban,"['Jamaica', 'England']",Norwich-City,Centre-Forward,2015-2016,AFC Bournemouth,
28,Kettering Town,"Jan 26, 1988",right,"1,77m",42513,"Jul 26, 2013",€4.00m,Gary Hooper,['England'],Norwich-City,Centre-Forward,2015-2016,Celtic FC,
29,Without Club,"Aug 14, 1986",right,"1,85m",35855,"Aug 20, 2014",€3.00m,Cameron Jerome,"['Grenada', 'England']",Norwich-City,Centre-Forward,2015-2016,Stoke City,
27,Twente Enschede FC,"Jan 27, 1989",right,"1,86m",41355,"Jul 1, 2013",€2.50m,Ricky van Wolfswinkel,['Netherlands'],Norwich-City,Centre-Forward,2015-2016,Sporting CP,
28,Johnstone Burgh FC,"Sep 16, 1987",right,"1,93m",36884,"Jul 1, 2014",€2.00m,Kyle Lafferty,['Northern Ireland'],Norwich-City,Centre-Forward,2015-2016,: Ablöse €4.50m,
22,Leiston FC,"May 10, 1994",,"1,78m",203464,"Jul 1, 2014",€250k,Jamar Loza,"['Jamaica', 'England']",Norwich-City,Centre-Forward,2015-2016,Norwich City U21,
