age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
22,Valur Reykjavík,"Sep 8, 1989",right,"1,86m",90466,"Jul 23, 2014",€8.50m,Gylfi Sigurdsson,['Iceland'],Swansea-City,Attacking Midfield,2011-2012,Tottenham Hotspur,
23,Bristol Rovers,"Mar 25, 1989",right,"1,77m",31552,"Aug 9, 2010",€8.00m,Scott Sinclair,"['England', 'Jamaica']",Swansea-City,Left Winger,2011-2012,Chelsea FC,
27,Retired,"Jan 7, 1985",right,"1,70m",14066,"Aug 4, 2011",€3.50m,Wayne Routledge,"['England', 'Jamaica']",Swansea-City,Left Winger,2011-2012,Newcastle United,
24,Retired,"Nov 29, 1987",right,"1,65m",37011,"Jan 1, 2009",€4.50m,Nathan Dyer,"['England', 'Jamaica']",Swansea-City,Right Winger,2011-2012,Southampton FC,
19,Morecambe FC,"Mar 1, 1993",right,"1,75m",192766,,,Gwion Edwards,['Wales'],Swansea-City,Right Winger,2011-2012,,
26,Retired,"Aug 12, 1985",right,"1,83m",29152,"Jul 1, 2011",€4.00m,Danny Graham,['England'],Swansea-City,Centre-Forward,2011-2012,Watford FC,
27,Barwell FC,"Dec 28, 1984",right,"1,76m",20975,"Aug 3, 2011",€1.50m,Leroy Lita,"['England', 'DR Congo']",Swansea-City,Centre-Forward,2011-2012,Middlesbrough FC,
29,Retired,"Dec 5, 1982",right,"1,78m",12693,"Jul 1, 2009",€1.25m,Stephen Dobbie,['Scotland'],Swansea-City,Centre-Forward,2011-2012,Queen of the South FC,
26,Retired,"Feb 13, 1986",,"1,80m",4075,"Jan 7, 2011",€1.00m,Luke Moore,"['England', 'Jamaica']",Swansea-City,Centre-Forward,2011-2012,West Bromwich Albion,
29,Retired,"Oct 20, 1983",right,"1,83m",26276,"Aug 7, 2011",€8.50m,Michel Vorm,"['Netherlands', 'Suriname']",Swansea-City,Goalkeeper,2012-2013,: Ablöse €1.70m,
34,Retired,"Nov 16, 1978",,,488,"Aug 1, 2011",€750k,Gerhard Tremmel,['Germany'],Swansea-City,Goalkeeper,2012-2013,: Ablöse free transfer,
22,Preston North End,"Mar 28, 1991",right,"1,86m",89648,"Jul 1, 2009",,David Cornell,['Wales'],Swansea-City,Goalkeeper,2012-2013,Swansea City U18,
28,Retired,"Aug 23, 1984",right,"1,83m",67355,"Jul 1, 2008",€6.00m,Ashley Williams,"['Wales', 'England']",Swansea-City,Centre-Back,2012-2013,: Ablöse €500k,
26,Retired,"Mar 6, 1987",right,"1,87m",51681,"Jul 10, 2012",€5.00m,Chico Flores,['Spain'],Swansea-City,Centre-Back,2012-2013,: Ablöse €2.50m,
20,Tottenham Hotspur,"Apr 24, 1993",left,"1,81m",192765,"Jul 1, 2012",€1.50m,Ben Davies,['Wales'],Swansea-City,Centre-Back,2012-2013,Swansea City U21,
22,West Bromwich Albion,"May 22, 1991",right,"1,94m",67421,"Aug 17, 2012",€1.00m,Kyle Bartley,"['England', 'Jamaica']",Swansea-City,Centre-Back,2012-2013,Arsenal FC U21,
30,Retired,"Sep 2, 1982",right,"1,85m",7337,"Feb 6, 2004",€500k,Alan Tate,['England'],Swansea-City,Centre-Back,2012-2013,Manchester United,
34,Retired,"Mar 6, 1979",right,"1,83m",4111,"Jul 1, 2004",€500k,Garry Monk,['England'],Swansea-City,Centre-Back,2012-2013,Barnsley FC,
21,Retired,"Mar 18, 1992",right,"1,87m",111059,"Aug 31, 2011",€250k,Darnel Situ,"['France', 'DR Congo']",Swansea-City,Centre-Back,2012-2013,: Ablöse €285k,
24,Retired,"Feb 7, 1989",left,"1,76m",67416,"Jul 1, 2010",€3.00m,Neil Taylor,"['Wales', 'India']",Swansea-City,Left-Back,2012-2013,Wrexham AFC,
30,Retired,"Nov 28, 1982",right,"1,88m",66550,"Jul 1, 2007",€3.00m,Ángel Rangel,['Spain'],Swansea-City,Right-Back,2012-2013,Terrassa FC,
27,Retired,"Oct 21, 1985",right,"1,76m",29356,"Sep 10, 2012",€1.00m,Dwight Tiendalli,"['Netherlands', 'Suriname']",Swansea-City,Right-Back,2012-2013,Without Club,
22,Retired,"Apr 12, 1991",right,"1,74m",120241,"Jul 1, 2009",€750k,Jazz Richards,['Wales'],Swansea-City,Right-Back,2012-2013,Swansea City U18,
21,Trefelin Boys & Girls Club,"Feb 23, 1992",right,"1,80m",130216,"Jul 1, 2010",,Daniel Alfei,['Wales'],Swansea-City,Right-Back,2012-2013,Swansea City U18,
25,Sparta Rotterdam,"Sep 13, 1987",right,"1,73m",31067,"Jul 10, 2012",€8.00m,Jonathan de Guzmán,"['Netherlands', 'Canada']",Swansea-City,Defensive Midfield,2012-2013,Villarreal CF,surgery - Return unknown
24,FC Seoul,"Jan 24, 1989",right,"1,89m",81796,"Aug 24, 2012",€7.00m,Sung-yueng Ki,"['Korea, South']",Swansea-City,Defensive Midfield,2012-2013,Celtic FC,
30,Retired,"Sep 16, 1982",right,"1,67m",40043,"Jan 19, 2011",€4.50m,Leon Britton,['England'],Swansea-City,Central Midfield,2012-2013,Sheffield United,
26,Without Club,"Aug 20, 1986",right,"1,78m",24862,"Oct 9, 2010",€1.50m,Kemy Agustien,"['Curacao', 'Netherlands']",Swansea-City,Central Midfield,2012-2013,Without Club,
34,Retired,"Oct 5, 1978",both,"1,80m",39700,"Jul 1, 2008",€500k,Mark Gower,['England'],Swansea-City,Central Midfield,2012-2013,Southend United,
21,Merthyr Town FC,"Jun 10, 1992",right,"1,75m",143851,"Jul 1, 2010",,Lee Lucas,['Wales'],Swansea-City,Central Midfield,2012-2013,Swansea City U18,
24,Bristol Rovers,"Mar 25, 1989",right,"1,77m",31552,"Aug 9, 2010",€7.50m,Scott Sinclair,"['England', 'Jamaica']",Swansea-City,Left Winger,2012-2013,Chelsea FC,
28,Retired,"Jan 7, 1985",right,"1,70m",14066,"Aug 4, 2011",€4.50m,Wayne Routledge,"['England', 'Jamaica']",Swansea-City,Left Winger,2012-2013,Newcastle United,
25,Retired,"Dec 31, 1987",left,"1,80m",35035,"Jan 15, 2013",€2.50m,Roland Lamah,"['Belgium', ""Cote d'Ivoire""]",Swansea-City,Left Winger,2012-2013,CA Osasuna,
28,Retired,"Apr 11, 1985",right,"1,73m",46220,"Aug 31, 2012",€8.00m,Pablo Hernández,['Spain'],Swansea-City,Right Winger,2012-2013,Valencia CF,
25,Retired,"Nov 29, 1987",right,"1,65m",37011,"Jan 1, 2009",€4.50m,Nathan Dyer,"['England', 'Jamaica']",Swansea-City,Right Winger,2012-2013,Southampton FC,
27,Retired,"Mar 21, 1986",left,"1,85m",70789,"Jul 20, 2012",€13.00m,Michu,['Spain'],Swansea-City,Second Striker,2012-2013,: Ablöse €2.57m,
27,Retired,"Aug 12, 1985",right,"1,83m",29152,"Jul 1, 2011",€4.00m,Danny Graham,['England'],Swansea-City,Centre-Forward,2012-2013,Watford FC,
26,Retired,"Feb 22, 1987",both,"1,78m",44760,"Aug 15, 2012",€1.50m,Itay Shechter,"['Israel', 'Romania']",Swansea-City,Centre-Forward,2012-2013,1.FC Kaiserslautern,
28,Barwell FC,"Dec 28, 1984",right,"1,76m",20975,"Aug 3, 2011",€1.50m,Leroy Lita,"['England', 'DR Congo']",Swansea-City,Centre-Forward,2012-2013,Middlesbrough FC,
30,Retired,"Dec 5, 1982",right,"1,78m",12693,"Jul 1, 2009",€1.00m,Stephen Dobbie,['Scotland'],Swansea-City,Centre-Forward,2012-2013,Queen of the South FC,
27,Retired,"Feb 13, 1986",,"1,80m",4075,"Jan 7, 2011",€1.00m,Luke Moore,"['England', 'Jamaica']",Swansea-City,Centre-Forward,2012-2013,West Bromwich Albion,
21,Cliftonville FC,"Feb 18, 1992",right,"1,88m",164389,"Jan 1, 2012",,Rory Donnelly,['Northern Ireland'],Swansea-City,Centre-Forward,2012-2013,Cliftonville FC,
30,Retired,"Oct 20, 1983",right,"1,83m",26276,"Aug 7, 2011",€7.00m,Michel Vorm,"['Netherlands', 'Suriname']",Swansea-City,Goalkeeper,2013-2014,: Ablöse €1.70m,
35,Retired,"Nov 16, 1978",,,488,"Aug 1, 2011",€1.00m,Gerhard Tremmel,['Germany'],Swansea-City,Goalkeeper,2013-2014,: Ablöse free transfer,
23,Preston North End,"Mar 28, 1991",right,"1,86m",89648,"Jul 1, 2009",€100k,David Cornell,['Wales'],Swansea-City,Goalkeeper,2013-2014,Swansea City U18,
18,Widnes FC,"Aug 18, 1995",right,"1,87m",183837,,€75k,Gregor Zabret,['Slovenia'],Swansea-City,Goalkeeper,2013-2014,,
29,Retired,"Aug 23, 1984",right,"1,83m",67355,"Jul 1, 2008",€8.00m,Ashley Williams,"['Wales', 'England']",Swansea-City,Centre-Back,2013-2014,: Ablöse €500k,
27,Retired,"Mar 6, 1987",right,"1,87m",51681,"Jul 10, 2012",€6.50m,Chico Flores,['Spain'],Swansea-City,Centre-Back,2013-2014,: Ablöse €2.50m,
21,Tottenham Hotspur,"Apr 24, 1993",left,"1,81m",192765,"Jul 1, 2012",€5.50m,Ben Davies,['Wales'],Swansea-City,Centre-Back,2013-2014,Swansea City U21,
22,Johor Darul Ta'zim,"Mar 21, 1992",right,"1,85m",85289,"Jul 1, 2013",€3.00m,Jordi Amat,"['Indonesia', 'Spain']",Swansea-City,Centre-Back,2013-2014,RCD Espanyol Barcelona,Ankle injury - Return unknown
23,West Bromwich Albion,"May 22, 1991",right,"1,94m",67421,"Aug 17, 2012",€1.00m,Kyle Bartley,"['England', 'Jamaica']",Swansea-City,Centre-Back,2013-2014,Arsenal FC U21,
31,Retired,"Sep 2, 1982",right,"1,85m",7337,"Feb 6, 2004",€1.00m,Alan Tate,['England'],Swansea-City,Centre-Back,2013-2014,Manchester United,
35,Retired,"Mar 6, 1979",right,"1,83m",4111,"Jul 1, 2004",,Garry Monk,['England'],Swansea-City,Centre-Back,2013-2014,Barnsley FC,
25,Retired,"Feb 7, 1989",left,"1,76m",67416,"Jul 1, 2010",€3.50m,Neil Taylor,"['Wales', 'India']",Swansea-City,Left-Back,2013-2014,Wrexham AFC,
31,Retired,"Nov 28, 1982",right,"1,88m",66550,"Jul 1, 2007",€3.00m,Ángel Rangel,['Spain'],Swansea-City,Right-Back,2013-2014,Terrassa FC,
28,Retired,"Oct 21, 1985",right,"1,76m",29356,"Sep 10, 2012",€2.00m,Dwight Tiendalli,"['Netherlands', 'Suriname']",Swansea-City,Right-Back,2013-2014,Without Club,
23,Retired,"Apr 12, 1991",right,"1,74m",120241,"Jul 1, 2009",€750k,Jazz Richards,['Wales'],Swansea-City,Right-Back,2013-2014,Swansea City U18,
22,Trefelin Boys & Girls Club,"Feb 23, 1992",right,"1,80m",130216,"Jul 1, 2010",,Daniel Alfei,['Wales'],Swansea-City,Right-Back,2013-2014,Swansea City U18,
26,Sparta Rotterdam,"Sep 13, 1987",right,"1,73m",31067,"Jul 10, 2012",€9.00m,Jonathan de Guzmán,"['Netherlands', 'Canada']",Swansea-City,Defensive Midfield,2013-2014,Villarreal CF,surgery - Return unknown
25,FC Seoul,"Jan 24, 1989",right,"1,89m",81796,"Aug 24, 2012",€6.50m,Sung-yueng Ki,"['Korea, South']",Swansea-City,Defensive Midfield,2013-2014,Celtic FC,
27,Manchester 62 FC,"May 27, 1987",right,"1,78m",69609,"Jul 1, 2013",€5.00m,José Alberto Cañas,['Spain'],Swansea-City,Defensive Midfield,2013-2014,Real Betis Balompié,
22,Eyüpspor,"Feb 27, 1992",right,"1,84m",71292,"Jul 3, 2013",€7.50m,Jonjo Shelvey,"['England', 'Ireland']",Swansea-City,Central Midfield,2013-2014,: Ablöse €5.80m,
31,Retired,"Sep 16, 1982",right,"1,67m",40043,"Jan 19, 2011",€3.00m,Leon Britton,['England'],Swansea-City,Central Midfield,2013-2014,Sheffield United,
20,Swansea City,"Apr 1, 1994",right,"1,85m",171260,"Jan 31, 2014",€200k,Jay Fulton,"['Scotland', 'England']",Swansea-City,Central Midfield,2013-2014,Falkirk FC,
18,Without Club,"Oct 11, 1995",right,"1,80m",169566,"Jan 28, 2014",€50k,Adam King,['Scotland'],Swansea-City,Central Midfield,2013-2014,Heart of Midlothian FC,
22,Merthyr Town FC,"Jun 10, 1992",right,"1,75m",143851,"Jul 1, 2010",,Lee Lucas,['Wales'],Swansea-City,Central Midfield,2013-2014,Swansea City U18,
22,Al-Fayha FC,"Sep 20, 1991",both,"1,72m",188853,"Jul 2, 2013",€2.00m,Alejandro Pozuelo,['Spain'],Swansea-City,Attacking Midfield,2013-2014,Real Betis Balompié,
29,Retired,"Jan 7, 1985",right,"1,70m",14066,"Aug 4, 2011",€4.50m,Wayne Routledge,"['England', 'Jamaica']",Swansea-City,Left Winger,2013-2014,Newcastle United,
26,Retired,"Dec 31, 1987",left,"1,80m",35035,"Jan 15, 2013",€2.50m,Roland Lamah,"['Belgium', ""Cote d'Ivoire""]",Swansea-City,Left Winger,2013-2014,CA Osasuna,
29,Retired,"Apr 11, 1985",right,"1,73m",46220,"Aug 31, 2012",€8.00m,Pablo Hernández,['Spain'],Swansea-City,Right Winger,2013-2014,Valencia CF,
26,Retired,"Nov 29, 1987",right,"1,65m",37011,"Jan 1, 2009",€4.50m,Nathan Dyer,"['England', 'Jamaica']",Swansea-City,Right Winger,2013-2014,Southampton FC,
28,Retired,"Mar 21, 1986",left,"1,85m",70789,"Jul 20, 2012",€12.00m,Michu,['Spain'],Swansea-City,Second Striker,2013-2014,: Ablöse €2.57m,
25,Without Club,"Dec 10, 1988",right,"1,83m",81808,"Aug 31, 2017",€15.00m,Wilfried Bony,"[""Cote d'Ivoire"", 'United Kingdom']",Swansea-City,Centre-Forward,2013-2014,Manchester City,
23,CF Badalona,"Apr 27, 1991",right,"1,82m",141835,"Sep 2, 2013",€3.00m,Álvaro Vázquez,['Spain'],Swansea-City,Centre-Forward,2013-2014,Getafe CF,
26,Without Club,"May 27, 1988",both,"1,80m",37787,"Jul 2, 2014",€1.50m,Marvin Emnes,"['Netherlands', 'Suriname']",Swansea-City,Centre-Forward,2013-2014,Middlesbrough FC,
25,Without Club,"Apr 1, 1989",right,"1,90m",41242,"Jan 27, 2014",€1.50m,David N'Gog,"['France', 'Cameroon']",Swansea-City,Centre-Forward,2013-2014,Bolton Wanderers,
29,Barwell FC,"Dec 28, 1984",right,"1,76m",20975,"Aug 3, 2011",€750k,Leroy Lita,"['England', 'DR Congo']",Swansea-City,Centre-Forward,2013-2014,Middlesbrough FC,
22,Cliftonville FC,"Feb 18, 1992",right,"1,88m",164389,"Jan 1, 2012",,Rory Donnelly,['Northern Ireland'],Swansea-City,Centre-Forward,2013-2014,Cliftonville FC,
30,West Ham United,"Apr 18, 1985",right,"1,90m",29692,"Jul 1, 2014",€4.00m,Lukasz Fabianski,['Poland'],Swansea-City,Goalkeeper,2014-2015,Arsenal FC,
36,Retired,"Nov 16, 1978",,,488,"Aug 1, 2011",€1.00m,Gerhard Tremmel,['Germany'],Swansea-City,Goalkeeper,2014-2015,: Ablöse free transfer,
24,Preston North End,"Mar 28, 1991",right,"1,86m",89648,"Jul 1, 2009",€500k,David Cornell,['Wales'],Swansea-City,Goalkeeper,2014-2015,Swansea City U18,
26,Club Estudiantes de La Plata,"Feb 21, 1989",right,"1,89m",85475,"Aug 20, 2014",€9.00m,Federico Fernández,"['Argentina', 'Italy']",Swansea-City,Centre-Back,2014-2015,: Ablöse €10.00m,
30,Retired,"Aug 23, 1984",right,"1,83m",67355,"Jul 1, 2008",€6.50m,Ashley Williams,"['Wales', 'England']",Swansea-City,Centre-Back,2014-2015,: Ablöse €500k,
23,Johor Darul Ta'zim,"Mar 21, 1992",right,"1,85m",85289,"Jul 1, 2013",€2.00m,Jordi Amat,"['Indonesia', 'Spain']",Swansea-City,Centre-Back,2014-2015,RCD Espanyol Barcelona,Ankle injury - Return unknown
24,West Bromwich Albion,"May 22, 1991",right,"1,94m",67421,"Aug 17, 2012",€1.00m,Kyle Bartley,"['England', 'Jamaica']",Swansea-City,Centre-Back,2014-2015,Arsenal FC U21,
32,Retired,"Sep 2, 1982",right,"1,85m",7337,"Feb 6, 2004",€500k,Alan Tate,['England'],Swansea-City,Centre-Back,2014-2015,Manchester United,
26,Retired,"Feb 7, 1989",left,"1,76m",67416,"Jul 1, 2010",€3.50m,Neil Taylor,"['Wales', 'India']",Swansea-City,Left-Back,2014-2015,Wrexham AFC,
20,Heart of Midlothian FC,"Jul 23, 1994",left,"1,78m",184398,"Jul 1, 2014",€500k,Stephen Kingsley,['Scotland'],Swansea-City,Left-Back,2014-2015,Falkirk FC,
21,West Didsbury & Chorlton AFC,"Feb 24, 1994",left,"1,75m",173584,,,Raheem Hanley,"['St. Kitts & Nevis', 'England']",Swansea-City,Left-Back,2014-2015,,
26,Swansea City,"Nov 17, 1988",right,"1,81m",66219,"Jan 22, 2015",€6.00m,Kyle Naughton,"['England', 'Ireland']",Swansea-City,Right-Back,2014-2015,Tottenham Hotspur,
32,Retired,"Nov 28, 1982",right,"1,88m",66550,"Jul 1, 2007",€2.00m,Ángel Rangel,['Spain'],Swansea-City,Right-Back,2014-2015,Terrassa FC,
29,Retired,"Oct 21, 1985",right,"1,76m",29356,"Sep 10, 2012",€1.00m,Dwight Tiendalli,"['Netherlands', 'Suriname']",Swansea-City,Right-Back,2014-2015,Without Club,
24,Retired,"Apr 12, 1991",right,"1,74m",120241,"Jul 1, 2009",€500k,Jazz Richards,['Wales'],Swansea-City,Right-Back,2014-2015,Swansea City U18,
20,Salford City,"Nov 22, 1994",right,"1,78m",197910,"Jul 1, 2014",,Liam Shephard,['Wales'],Swansea-City,Right-Back,2014-2015,Swansea City U21,
26,FC Seoul,"Jan 24, 1989",right,"1,89m",81796,"Aug 24, 2012",€8.00m,Sung-yueng Ki,"['Korea, South']",Swansea-City,Defensive Midfield,2014-2015,Celtic FC,
26,Burnley FC U21,"Jun 25, 1989",right,"1,85m",40613,"Jan 30, 2015",€4.00m,Jack Cork,['England'],Swansea-City,Defensive Midfield,2014-2015,Southampton FC,
19,Swansea City,"Jul 15, 1995",left,"1,78m",265471,"Jan 3, 2015",€2.00m,Matt Grimes,['England'],Swansea-City,Defensive Midfield,2014-2015,: Ablöse €2.24m,Team captain
23,Eyüpspor,"Feb 27, 1992",right,"1,84m",71292,"Jul 3, 2013",€11.00m,Jonjo Shelvey,"['England', 'Ireland']",Swansea-City,Central Midfield,2014-2015,: Ablöse €5.80m,
23,Milton Keynes Dons,"May 28, 1992",left,"1,77m",121279,"Jan 17, 2017",€3.00m,Tom Carroll,['England'],Swansea-City,Central Midfield,2014-2015,Tottenham Hotspur,
32,Retired,"Sep 16, 1982",right,"1,67m",40043,"Jan 19, 2011",€1.50m,Leon Britton,['England'],Swansea-City,Central Midfield,2014-2015,Sheffield United,
21,Swansea City,"Apr 1, 1994",right,"1,85m",171260,"Jan 31, 2014",€200k,Jay Fulton,"['Scotland', 'England']",Swansea-City,Central Midfield,2014-2015,Falkirk FC,
19,Without Club,"Oct 11, 1995",right,"1,80m",169566,"Jan 28, 2014",€50k,Adam King,['Scotland'],Swansea-City,Central Midfield,2014-2015,Heart of Midlothian FC,
20,Bolton Wanderers,"Mar 30, 1995",right,"1,84m",197830,,,Josh Sheehan,['Wales'],Swansea-City,Central Midfield,2014-2015,,
25,Valur Reykjavík,"Sep 8, 1989",right,"1,86m",90466,"Jul 23, 2014",€11.00m,Gylfi Sigurdsson,['Iceland'],Swansea-City,Attacking Midfield,2014-2015,Tottenham Hotspur,
25,Academia Antonio Valencia,"Sep 1, 1989",right,"1,70m",77932,"Jul 24, 2014",€5.00m,Jefferson Montero,['Ecuador'],Swansea-City,Left Winger,2014-2015,: Ablöse €5.00m,
30,Retired,"Jan 7, 1985",right,"1,70m",14066,"Aug 4, 2011",€3.00m,Wayne Routledge,"['England', 'Jamaica']",Swansea-City,Left Winger,2014-2015,Newcastle United,
22,Abha Club,"Oct 13, 1992",left,"1,76m",189070,"Sep 1, 2014",€1.00m,Modou Barrow,"['The Gambia', 'Sweden']",Swansea-City,Left Winger,2014-2015,Östersunds FK,
20,Umm Salal SC,"Sep 29, 1994",right,"1,78m",374889,"Jul 1, 2013",,Kenji Gorré,"['Curacao', 'Netherlands']",Swansea-City,Left Winger,2014-2015,Without Club,
27,Retired,"Nov 29, 1987",right,"1,65m",37011,"Jan 1, 2009",€4.50m,Nathan Dyer,"['England', 'Jamaica']",Swansea-City,Right Winger,2014-2015,Southampton FC,
26,Without Club,"Dec 10, 1988",right,"1,83m",81808,"Aug 31, 2017",€25.00m,Wilfried Bony,"[""Cote d'Ivoire"", 'United Kingdom']",Swansea-City,Centre-Forward,2014-2015,Manchester City,
29,Retired,"Aug 6, 1985",right,"1,84m",22388,"Jul 1, 2014",€8.00m,Bafétimbi Gomis,"['France', 'Senegal']",Swansea-City,Centre-Forward,2014-2015,: Ablöse free transfer,"No eligibility - until Dec 31, 2024 - AFC Champions League Elite - 6 matchdays"
23,Vitória Guimarães SC,"Aug 8, 1991",right,"1,86m",72768,"Jan 1, 2015",€4.00m,Nélson Oliveira,['Portugal'],Swansea-City,Centre-Forward,2014-2015,SL Benfica,
27,Without Club,"May 27, 1988",both,"1,80m",37787,"Jul 2, 2014",€1.50m,Marvin Emnes,"['Netherlands', 'Suriname']",Swansea-City,Centre-Forward,2014-2015,Middlesbrough FC,
23,Cliftonville FC,"Feb 18, 1992",right,"1,88m",164389,"Jan 1, 2012",,Rory Donnelly,['Northern Ireland'],Swansea-City,Centre-Forward,2014-2015,Cliftonville FC,
31,West Ham United,"Apr 18, 1985",right,"1,90m",29692,"Jul 1, 2014",€7.00m,Lukasz Fabianski,['Poland'],Swansea-City,Goalkeeper,2015-2016,Arsenal FC,
27,AIK,"Jun 23, 1989",right,"1,90m",75890,"Jul 1, 2015",€2.50m,Kristoffer Nordfeldt,['Sweden'],Swansea-City,Goalkeeper,2015-2016,: Ablöse €850k,
37,Retired,"Nov 16, 1978",,,488,"Aug 1, 2011",€500k,Gerhard Tremmel,['Germany'],Swansea-City,Goalkeeper,2015-2016,: Ablöse free transfer,
20,Derby County,"Dec 1, 1995",,"1,93m",242681,,,Josh Vickers,['England'],Swansea-City,Goalkeeper,2015-2016,,
27,Club Estudiantes de La Plata,"Feb 21, 1989",right,"1,89m",85475,"Aug 20, 2014",€9.00m,Federico Fernández,"['Argentina', 'Italy']",Swansea-City,Centre-Back,2015-2016,: Ablöse €10.00m,
31,Retired,"Aug 23, 1984",right,"1,83m",67355,"Jul 1, 2008",€6.50m,Ashley Williams,"['Wales', 'England']",Swansea-City,Centre-Back,2015-2016,: Ablöse €500k,
24,Johor Darul Ta'zim,"Mar 21, 1992",right,"1,85m",85289,"Jul 1, 2013",€3.00m,Jordi Amat,"['Indonesia', 'Spain']",Swansea-City,Centre-Back,2015-2016,RCD Espanyol Barcelona,Ankle injury - Return unknown
25,West Bromwich Albion,"May 22, 1991",right,"1,94m",67421,"Aug 17, 2012",€1.00m,Kyle Bartley,"['England', 'Jamaica']",Swansea-City,Centre-Back,2015-2016,Arsenal FC U21,
