age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
19,Retired,"Feb 19, 1989",left,"1,73m",42198,"Jul 1, 2007",€50k,Sone Aluko,"['Nigeria', 'England']",Birmingham-City,Right Winger,2007-2008,Birmingham City U18,
25,Retired,"Apr 14, 1983",left,"1,78m",9956,"Jan 18, 2008",€8.00m,James McFadden,['Scotland'],Birmingham-City,Second Striker,2007-2008,: Ablöse €7.50m,
21,Without Club,"Aug 14, 1986",right,"1,85m",35855,"Jul 1, 2006",€5.50m,Cameron Jerome,"['Grenada', 'England']",Birmingham-City,Centre-Forward,2007-2008,: Ablöse €4.45m,
27,Retired,"Mar 15, 1981",right,"1,84m",3127,"Jul 1, 2005",€4.75m,Mikael Forssell,"['Finland', 'Germany']",Birmingham-City,Centre-Forward,2007-2008,Chelsea FC,
21,Without Club,"Mar 18, 1987",right,"1,75m",26456,"Jan 21, 2008",€4.00m,Mauro Zárate,"['Argentina', 'Chile']",Birmingham-City,Centre-Forward,2007-2008,: Ablöse free transfer,
25,Retired,"May 7, 1983",right,"1,86m",15708,"Jul 1, 2007",€3.25m,Garry O'Connor,['Scotland'],Birmingham-City,Centre-Forward,2007-2008,: Ablöse €4.00m,
25,Southall United,"Sep 21, 1982",right,"1,85m",7930,"Jan 1, 2007",€1.25m,Rowan Vine,['England'],Birmingham-City,Centre-Forward,2007-2008,: Ablöse €2.50m,
23,Retired,"Apr 19, 1987",right,"1,96m",40204,"Jul 1, 2009",€7.00m,Joe Hart,['England'],Birmingham-City,Goalkeeper,2009-2010,: Ablöse €1.15m,
38,Retired,"Sep 4, 1971",right,"1,93m",3723,"Mar 22, 2004",€750k,Maik Taylor,"['Northern Ireland', 'Germany']",Birmingham-City,Goalkeeper,2009-2010,Fulham FC,
25,Bradford City,"Jun 12, 1985",right,"1,96m",28728,"Jul 1, 2003",€300k,Colin Doyle,['Ireland'],Birmingham-City,Goalkeeper,2009-2010,Birmingham City U18,
20,Retired,"Aug 11, 1989",right,"1,93m",44054,"Jul 1, 2007",€125k,Artur Krysiak,['Poland'],Birmingham-City,Goalkeeper,2009-2010,Birmingham City U18,
27,Retired,"Apr 28, 1983",right,"1,91m",42751,"Jul 1, 2009",€4.00m,Roger Johnson,['England'],Birmingham-City,Centre-Back,2009-2010,: Ablöse €5.90m,
25,Retired,"Jul 21, 1984",both,"1,88m",4070,"Aug 3, 2007",€3.00m,Liam Ridgewell,['England'],Birmingham-City,Centre-Back,2009-2010,: Ablöse €3.00m,
23,Without Club,"Feb 14, 1987",right,"1,94m",62688,"Jul 1, 2009",€2.50m,Scott Dann,['England'],Birmingham-City,Centre-Back,2009-2010,Coventry City,
30,Retired,"Nov 9, 1979",right,"1,95m",3822,"Jan 1, 2004",€750k,Martin Taylor,['England'],Birmingham-City,Centre-Back,2009-2010,Blackburn Rovers,
33,Retired,"Apr 12, 1977",right,"1,88m",28079,"Jul 9, 2009",€450k,Giovanny Espinoza,['Ecuador'],Birmingham-City,Centre-Back,2009-2010,Deportivo del Valle,
18,Without Club,"Sep 26, 1991",right,"1,80m",128411,"Jul 1, 2009",€100k,Dan Preston,['England'],Birmingham-City,Centre-Back,2009-2010,Birmingham City U18,
31,Retired,"Aug 27, 1978",left,"1,83m",3711,"Aug 3, 2007",€1.48m,Franck Queudrue,['France'],Birmingham-City,Left-Back,2009-2010,Fulham FC,
26,Retired,"Mar 1, 1984",left,"1,85m",3868,"Jan 1, 2008",€1.00m,David Murphy,['England'],Birmingham-City,Left-Back,2009-2010,Hibernian FC,
28,Retired,"Jul 19, 1981",left,"1,80m",4755,"Aug 1, 2009",€600k,Grégory Vignal,['France'],Birmingham-City,Left-Back,2009-2010,: Ablöse free transfer,
33,Retired,"Aug 29, 1976",right,"1,75m",4046,"Jan 1, 2009",€1.50m,Stephen Carr,['Ireland'],Birmingham-City,Right-Back,2009-2010,,
27,Retired,"Jul 19, 1982",right,"1,78m",3866,"Jul 1, 2007",€1.25m,Stuart Parnaby,['England'],Birmingham-City,Right-Back,2009-2010,Middlesbrough FC,
32,Retired,"Feb 2, 1978",right,"1,78m",10251,"Jul 17, 2009",€5.00m,Barry Ferguson,['Scotland'],Birmingham-City,Defensive Midfield,2009-2010,: Ablöse €1.20m,
30,Retired,"Nov 27, 1979",right,"1,75m",4741,"Sep 1, 2009",€2.50m,Teemu Tainio,['Finland'],Birmingham-City,Defensive Midfield,2009-2010,Sunderland AFC,
36,Retired,"Feb 28, 1974",right,"1,78m",3618,"Jul 1, 2008",€1.25m,Lee Carsley,"['Ireland', 'England']",Birmingham-City,Defensive Midfield,2009-2010,: Ablöse free transfer,
25,Retired,"Jun 6, 1985",right,"1,78m",31720,"Jan 31, 2007",€4.50m,Sebastian Larsson,['Sweden'],Birmingham-City,Central Midfield,2009-2010,: Ablöse €1.50m,
33,Retired,"Jan 3, 1977",right,"1,75m",3877,"Jul 8, 2009",€3.00m,Lee Bowyer,['England'],Birmingham-City,Central Midfield,2009-2010,: Ablöse free transfer,
24,Retired,"Nov 8, 1985",right,"1,83m",57818,"Jan 11, 2010",€3.00m,Míchel Madera,['Spain'],Birmingham-City,Central Midfield,2009-2010,Sporting Gijón,
27,Retired,"Jan 15, 1983",right,"1,79m",29878,"Jan 1, 2009",€2.00m,Keith Fahey,['Ireland'],Birmingham-City,Central Midfield,2009-2010,St. Patrick's Athletic,
23,Retired,"Nov 25, 1986",right,"1,76m",37171,"Jul 1, 2017",€2.00m,Craig Gardner,['England'],Birmingham-City,Central Midfield,2009-2010,West Bromwich Albion,
31,Retired,"Nov 18, 1978",right,"1,73m",3940,"Mar 8, 2002",€1.00m,Damien Johnson,['Northern Ireland'],Birmingham-City,Central Midfield,2009-2010,Blackburn Rovers,
21,Brisbane Roar,"Aug 10, 1988",right,"1,83m",68327,"Jul 1, 2009",€700k,Jay O'Shea,['Ireland'],Birmingham-City,Central Midfield,2009-2010,Galway United FC,
18,Gold Coast Knights,"Dec 2, 1991",right,"1,84m",57207,"Jul 1, 2009",€300k,Jordon Mutch,['England'],Birmingham-City,Central Midfield,2009-2010,Birmingham City U18,
18,Racing Club Warwick FC,"Nov 10, 1991",right,"1,74m",99251,,€100k,Ashley Sammons,['England'],Birmingham-City,Central Midfield,2009-2010,,
27,Retired,"Aug 13, 1982",left,"1,73m",25383,"Aug 16, 2006",€1.30m,Gary McSheffrey,['England'],Birmingham-City,Left Winger,2009-2010,Coventry City,
16,Burnley FC,"Mar 6, 1994",right,"1,73m",129078,"Jul 1, 2011",,Nathan Redmond,"['England', 'Jamaica']",Birmingham-City,Right Winger,2009-2010,Birmingham City U18,Hamstring injury - Return unknown
27,Retired,"Apr 14, 1983",left,"1,78m",9956,"Jan 18, 2008",€3.50m,James McFadden,['Scotland'],Birmingham-City,Second Striker,2009-2010,: Ablöse €7.50m,
24,---,"May 1, 1986",right,"1,70m",30916,"Jul 1, 2009",€6.00m,Christian Benítez,['Ecuador'],Birmingham-City,Centre-Forward,2009-2010,: Ablöse €900k,
23,Without Club,"Aug 14, 1986",right,"1,85m",35855,"Jul 1, 2006",€3.70m,Cameron Jerome,"['Grenada', 'England']",Birmingham-City,Centre-Forward,2009-2010,: Ablöse €4.45m,
27,Retired,"May 7, 1983",right,"1,86m",15708,"Jul 1, 2007",€2.00m,Garry O'Connor,['Scotland'],Birmingham-City,Centre-Forward,2009-2010,: Ablöse €4.00m,
36,Retired,"Jul 25, 1973",right,"1,70m",3131,"Jul 9, 2008",€1.50m,Kevin Phillips,['England'],Birmingham-City,Centre-Forward,2009-2010,West Bromwich Albion,
32,Cornard United FC,"May 19, 1978",right,"1,88m",9958,"Jul 1, 2008",€1.50m,Marcus Bent,"['England', 'Jamaica']",Birmingham-City,Centre-Forward,2009-2010,Charlton Athletic,
18,Hednesford Town,"Sep 17, 1991",right,"1,91m",129074,"Jul 1, 2009",,Jake Jervis,['England'],Birmingham-City,Centre-Forward,2009-2010,Birmingham City U18,
28,Retired,"Apr 3, 1983",left,"1,93m",13572,"Jul 1, 2010",€5.00m,Ben Foster,['England'],Birmingham-City,Goalkeeper,2010-2011,Manchester United,
26,Bradford City,"Jun 12, 1985",right,"1,96m",28728,"Jul 1, 2003",€250k,Colin Doyle,['Ireland'],Birmingham-City,Goalkeeper,2010-2011,Birmingham City U18,
39,Retired,"Sep 4, 1971",right,"1,93m",3723,"Mar 22, 2004",,Maik Taylor,"['Northern Ireland', 'Germany']",Birmingham-City,Goalkeeper,2010-2011,Fulham FC,
28,Retired,"Apr 28, 1983",right,"1,91m",42751,"Jul 1, 2009",€5.00m,Roger Johnson,['England'],Birmingham-City,Centre-Back,2010-2011,: Ablöse €5.90m,
26,Retired,"Jul 21, 1984",both,"1,88m",4070,"Aug 3, 2007",€4.50m,Liam Ridgewell,['England'],Birmingham-City,Centre-Back,2010-2011,: Ablöse €3.00m,
24,Without Club,"Feb 14, 1987",right,"1,94m",62688,"Jul 1, 2009",€4.50m,Scott Dann,['England'],Birmingham-City,Centre-Back,2010-2011,Coventry City,
26,Retired,"Mar 15, 1985",right,"1,88m",18227,"Jan 28, 2011",€4.50m,Curtis Davies,"['Sierra Leone', 'England']",Birmingham-City,Centre-Back,2010-2011,: Ablöse €4.00m,
32,Retired,"May 25, 1979",right,"1,90m",6065,"Aug 30, 2010",€2.00m,Martin Jiranek,['Czech Republic'],Birmingham-City,Centre-Back,2010-2011,: Ablöse €600k,
17,Pendikspor,"Jul 16, 1993",right,"1,86m",138736,,,Alpaslan Öztürk,"['Türkiye', 'Belgium']",Birmingham-City,Centre-Back,2010-2011,,
18,AFC Telford United,"Jan 17, 1993",right,"1,91m",120967,,,Fraser Kerr,['Scotland'],Birmingham-City,Centre-Back,2010-2011,,
27,Retired,"Jun 1, 1984",left,"1,78m",18871,"Aug 30, 2010",€2.50m,Jean Beausejour,"['Chile', 'Haiti']",Birmingham-City,Left-Back,2010-2011,CF América,
27,Retired,"Mar 1, 1984",left,"1,85m",3868,"Jan 1, 2008",€750k,David Murphy,['England'],Birmingham-City,Left-Back,2010-2011,Hibernian FC,
34,Retired,"Aug 29, 1976",right,"1,75m",4046,"Jan 1, 2009",€1.50m,Stephen Carr,['Ireland'],Birmingham-City,Right-Back,2010-2011,,
28,Retired,"Jul 19, 1982",right,"1,78m",3866,"Jul 1, 2007",€1.00m,Stuart Parnaby,['England'],Birmingham-City,Right-Back,2010-2011,Middlesbrough FC,
33,Retired,"Feb 2, 1978",right,"1,78m",10251,"Jul 17, 2009",€4.50m,Barry Ferguson,['Scotland'],Birmingham-City,Defensive Midfield,2010-2011,: Ablöse €1.20m,
26,Retired,"Jun 6, 1985",right,"1,78m",31720,"Jan 31, 2007",€6.00m,Sebastian Larsson,['Sweden'],Birmingham-City,Central Midfield,2010-2011,: Ablöse €1.50m,
24,Retired,"Nov 25, 1986",right,"1,76m",37171,"Jul 1, 2017",€4.00m,Craig Gardner,['England'],Birmingham-City,Central Midfield,2010-2011,West Bromwich Albion,
34,Retired,"Jan 3, 1977",right,"1,75m",3877,"Jul 8, 2009",€2.50m,Lee Bowyer,['England'],Birmingham-City,Central Midfield,2010-2011,: Ablöse free transfer,
25,Retired,"Nov 8, 1985",right,"1,83m",57818,"Jan 11, 2010",€2.50m,Míchel Madera,['Spain'],Birmingham-City,Central Midfield,2010-2011,Sporting Gijón,
28,Retired,"Jan 15, 1983",right,"1,79m",29878,"Jan 1, 2009",€2.50m,Keith Fahey,['Ireland'],Birmingham-City,Central Midfield,2010-2011,St. Patrick's Athletic,
19,Gold Coast Knights,"Dec 2, 1991",right,"1,84m",57207,"Jul 1, 2009",€500k,Jordon Mutch,['England'],Birmingham-City,Central Midfield,2010-2011,Birmingham City U18,
21,Unknown,"Mar 1, 1990",right,"1,90m",65305,"Jul 1, 2010",€75k,Enric Vallès,['Spain'],Birmingham-City,Central Midfield,2010-2011,: Ablöse free transfer,
26,Retired,"Aug 27, 1984",right,"1,78m",3205,"Jan 12, 2011",€7.00m,David Bentley,['England'],Birmingham-City,Right Midfield,2010-2011,Tottenham Hotspur,
30,Retired,"May 1, 1981",,,597,"Aug 31, 2010",€5.00m,Aleksandr Hleb,['Belarus'],Birmingham-City,Attacking Midfield,2010-2011,FC Barcelona,
17,Burnley FC,"Mar 6, 1994",right,"1,73m",129078,"Jul 1, 2011",€50k,Nathan Redmond,"['England', 'Jamaica']",Birmingham-City,Right Winger,2010-2011,Birmingham City U18,Hamstring injury - Return unknown
28,Retired,"Apr 14, 1983",left,"1,78m",9956,"Jan 18, 2008",€4.00m,James McFadden,['Scotland'],Birmingham-City,Second Striker,2010-2011,: Ablöse €7.50m,
26,Retired,"Oct 28, 1984",,,5794,"Jan 31, 2011",€7.00m,Obafemi Martins,"['Nigeria', 'Italy']",Birmingham-City,Centre-Forward,2010-2011,: Ablöse €400k,
30,Retired,"Sep 25, 1980",right,"2,02m",19729,"Dec 5, 2014",€6.00m,Nikola Zigic,['Serbia'],Birmingham-City,Centre-Forward,2010-2011,Without Club,
24,Without Club,"Aug 14, 1986",right,"1,85m",35855,"Jul 1, 2006",€5.50m,Cameron Jerome,"['Grenada', 'England']",Birmingham-City,Centre-Forward,2010-2011,: Ablöse €4.45m,
25,Retired,"Apr 14, 1986",right,"1,80m",15175,"Aug 16, 2010",€3.50m,Matt Derbyshire,['England'],Birmingham-City,Centre-Forward,2010-2011,: Ablöse €600k,
28,Retired,"May 7, 1983",right,"1,86m",15708,"Jul 1, 2007",€1.50m,Garry O'Connor,['Scotland'],Birmingham-City,Centre-Forward,2010-2011,: Ablöse €4.00m,
33,Cornard United FC,"May 19, 1978",right,"1,88m",9958,"Jul 1, 2008",€1.00m,Marcus Bent,"['England', 'Jamaica']",Birmingham-City,Centre-Forward,2010-2011,Charlton Athletic,
37,Retired,"Jul 25, 1973",right,"1,70m",3131,"Jul 9, 2008",€750k,Kevin Phillips,['England'],Birmingham-City,Centre-Forward,2010-2011,West Bromwich Albion,
18,Without Club,"Sep 6, 1992",right,"1,83m",129552,"Jul 1, 2011",,Akwasi Asante,"['Netherlands', 'Ghana']",Birmingham-City,Centre-Forward,2010-2011,Birmingham City U18,
