age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
31,Retired,"Jan 19, 1976",left,"1,78m",13530,"Jul 1, 2002",€650k,Steve McMillan,['Scotland'],Wigan-Athletic,Left-Back,2006-2007,Motherwell FC,
28,Skelmersdale United,"Feb 21, 1979",right,"1,82m",18875,"Jul 8, 2005",€7.90m,Pascal Chimbonda,"['Guadeloupe', 'France']",Wigan-Athletic,Right-Back,2006-2007,: Ablöse free transfer,
21,Retired,"Aug 4, 1985",right,"1,80m",33544,"Jan 18, 2008",€2.25m,Antonio Valencia,['Ecuador'],Wigan-Athletic,Right-Back,2006-2007,: Ablöse €2.00m,
27,Retired,"Sep 24, 1979",right,"1,80m",19641,"Aug 1, 2006",€1.60m,Emmerson Boyce,"['Barbados', 'England']",Wigan-Athletic,Right-Back,2006-2007,: Ablöse €1.50m,
22,Without Club,"Aug 19, 1984",right,"1,79m",33785,"Jul 1, 2005",€850k,Ryan Taylor,['England'],Wigan-Athletic,Right-Back,2006-2007,: Ablöse €100k,
27,Retired,"Mar 11, 1980",,,2953,"Jan 31, 2013",€3.50m,Paul Scharner,['Austria'],Wigan-Athletic,Defensive Midfield,2006-2007,: Ablöse €100k,
27,Retired,"May 1, 1980",right,"1,80m",14165,"Jul 1, 2004",€600k,David Wright,['England'],Wigan-Athletic,Defensive Midfield,2006-2007,Crewe Alexandra,
19,Retired,"Jun 27, 1988",both,"1,80m",38558,"Jul 1, 2006",€200k,Tomasz Cywka,['Poland'],Wigan-Athletic,Defensive Midfield,2006-2007,Gwarek Zabrze,
18,Retired,"Oct 10, 1988",right,,105043,,,David Owens,['England'],Wigan-Athletic,Midfielder,2006-2007,,
31,Retired,"May 6, 1976",right,"1,78m",4570,"Jul 1, 2006",€4.50m,Denny Landzaat,['Netherlands'],Wigan-Athletic,Central Midfield,2006-2007,AZ Alkmaar,
31,Retired,"Dec 10, 1975",right,"1,75m",7266,"Aug 17, 2005",€2.60m,Josip Skoko,"['Australia', 'Croatia']",Wigan-Athletic,Central Midfield,2006-2007,Genclerbirligi Ankara,
33,Retired,"Dec 2, 1973",,,12712,"Mar 1, 2005",€1.75m,Graham Kavanagh,['Ireland'],Wigan-Athletic,Central Midfield,2006-2007,: Ablöse free transfer,
28,Retired,"Jul 5, 1978",left,"1,81m",15209,"Jan 1, 2005",€850k,Andreas Johansson,['Sweden'],Wigan-Athletic,Central Midfield,2006-2007,Djurgårdens IF,
23,Retired,"Dec 9, 1983",left,"1,72m",35592,"Jan 1, 2007",€500k,Kristofer Haestad,['Norway'],Wigan-Athletic,Central Midfield,2006-2007,: Ablöse €250k,
18,Retired,"Nov 17, 1988",right,"1,83m",57493,"Jul 1, 2007",,Lewis Montrose,"['England', 'Barbados']",Wigan-Athletic,Central Midfield,2006-2007,Wigan Athletic U18,
30,Retired,"Feb 1, 1977",left,"1,83m",4135,"Aug 31, 2006",€4.50m,Kevin Kilbane,"['Ireland', 'England']",Wigan-Athletic,Left Midfield,2006-2007,: Ablöse €2.50m,
19,Retired,"Dec 4, 1987",right,"1,75m",40207,"Aug 1, 2006",€3.20m,David Cotterill,['Wales'],Wigan-Athletic,Right Winger,2006-2007,: Ablöse €3.20m,
28,Retired,"Jul 21, 1978",,,13543,"Dec 1, 2001",€500k,Gary Teale,['Scotland'],Wigan-Athletic,Right Winger,2006-2007,: Ablöse €300k,
17,Hutnik Warszawa,"Jan 2, 1990",right,"1,80m",45185,"Jul 1, 2006",€50k,Tomasz Kupisz,['Poland'],Wigan-Athletic,Right Winger,2006-2007,MKS Piaseczno,
30,Retired,"May 10, 1977",both,"1,78m",3900,"Jul 1, 2005",€6.30m,Henri Camara,"['Senegal', 'France']",Wigan-Athletic,Centre-Forward,2006-2007,Wolverhampton Wanderers,
29,Retired,"Jan 11, 1978",right,"1,88m",3142,"Jul 9, 2006",€6.00m,Emile Heskey,"['England', 'Antigua and Barbuda']",Wigan-Athletic,Centre-Forward,2006-2007,: Ablöse €7.50m,
30,Retired,"Jun 6, 1977",right,"1,75m",9051,"Aug 1, 2005",€2.00m,David Connolly,['Ireland'],Wigan-Athletic,Centre-Forward,2006-2007,: Ablöse €3.00m,
25,Retired,"Feb 12, 1982",right,"1,79m",14925,"Jan 1, 2007",€2.00m,Julius Aghahowa,['Nigeria'],Wigan-Athletic,Centre-Forward,2006-2007,: Ablöse free transfer,
28,Retired,"Aug 30, 1978",right,"1,83m",3978,"Aug 1, 2006",€1.90m,Svetoslav Todorov,"['Bulgaria', 'England']",Wigan-Athletic,Centre-Forward,2006-2007,: Ablöse ?,
24,Retired,"Oct 26, 1982",right,"1,88m",46816,"Jan 1, 2007",,Caleb Folan,"['Ireland', 'England']",Wigan-Athletic,Centre-Forward,2006-2007,: Ablöse €750k,
27,Retired,"May 2, 1981",right,"1,98m",3219,"Oct 27, 2006",€4.00m,Chris Kirkland,['England'],Wigan-Athletic,Goalkeeper,2007-2008,: Ablöse €3.73m,
36,Retired,"Feb 29, 1972",right,"1,93m",32217,"Jul 1, 2005",€600k,Mike Pollitt,['England'],Wigan-Athletic,Goalkeeper,2007-2008,Rotherham United,
34,Retired,"Sep 13, 1973",right,"1,97m",3804,"Feb 1, 2007",€300k,Carlo Nash,['England'],Wigan-Athletic,Goalkeeper,2007-2008,: Ablöse €450k,
19,Prestwich Heys AFC,"Jan 3, 1989",,"1,88m",57498,"Jul 1, 2007",€100k,Russell Saunders,['England'],Wigan-Athletic,Goalkeeper,2007-2008,Wigan Athletic U18,
27,Retired,"Dec 20, 1980",right,"1,93m",6580,"Jul 1, 2006",€4.50m,Fitz Hall,['England'],Wigan-Athletic,Centre-Back,2007-2008,: Ablöse €4.50m,
26,Retired,"Jul 31, 1981",right,"1,92m",3130,"Jul 1, 2007",€2.75m,Titus Bramble,"['England', 'Montserrat']",Wigan-Athletic,Centre-Back,2007-2008,Newcastle United,
23,Retired,"Apr 16, 1985",right,"1,92m",29213,"Jul 1, 2007",€2.00m,Andreas Granqvist,['Sweden'],Wigan-Athletic,Centre-Back,2007-2008,Helsingborgs IF,
32,Retired,"Jul 20, 1975",right,"1,85m",26409,"Jan 1, 2008",€1.00m,Erik Hagen,['Norway'],Wigan-Athletic,Centre-Back,2007-2008,: Ablöse €250k,
19,Northwich Victoria,"Sep 13, 1988",right,,57494,"Jul 1, 2007",,Peter Moore,['England'],Wigan-Athletic,Centre-Back,2007-2008,Wigan Athletic U18,
29,Retired,"Nov 11, 1978",left,"1,79m",4394,"Jan 1, 2008",€3.00m,Erik Edman,['Sweden'],Wigan-Athletic,Left-Back,2007-2008,Stade Rennais FC,
25,Retired,"May 2, 1983",left,"1,82m",62240,"Oct 21, 2014",€500k,Maynor Figueroa,['Honduras'],Wigan-Athletic,Left-Back,2007-2008,: Ablöse free transfer,
31,Retired,"Nov 4, 1976",right,"1,87m",3158,"Jul 1, 2007",€3.25m,Mario Melchiot,"['Netherlands', 'Suriname']",Wigan-Athletic,Right-Back,2007-2008,Stade Rennais FC,
22,Retired,"Aug 4, 1985",right,"1,80m",33544,"Jan 18, 2008",€2.50m,Antonio Valencia,['Ecuador'],Wigan-Athletic,Right-Back,2007-2008,: Ablöse €2.00m,
28,Retired,"Sep 24, 1979",right,"1,80m",19641,"Aug 1, 2006",€1.75m,Emmerson Boyce,"['Barbados', 'England']",Wigan-Athletic,Right-Back,2007-2008,: Ablöse €1.50m,
23,Without Club,"Aug 19, 1984",right,"1,79m",33785,"Jul 1, 2005",€1.25m,Ryan Taylor,['England'],Wigan-Athletic,Right-Back,2007-2008,: Ablöse €100k,
28,Retired,"Mar 11, 1980",,,2953,"Jan 31, 2013",€4.75m,Paul Scharner,['Austria'],Wigan-Athletic,Defensive Midfield,2007-2008,: Ablöse €100k,
23,Retired,"Jul 29, 1984",right,"1,81m",58361,"Jan 1, 2008",€1.00m,Wilson Palacios,['Honduras'],Wigan-Athletic,Defensive Midfield,2007-2008,CD Olimpia,
20,Retired,"Jun 27, 1988",both,"1,80m",38558,"Jul 1, 2006",€200k,Tomasz Cywka,['Poland'],Wigan-Athletic,Defensive Midfield,2007-2008,Gwarek Zabrze,
32,Retired,"May 6, 1976",right,"1,78m",4570,"Jul 1, 2006",€3.75m,Denny Landzaat,['Netherlands'],Wigan-Athletic,Central Midfield,2007-2008,AZ Alkmaar,
31,Retired,"Jan 25, 1977",,,13509,"Jul 1, 2007",€2.50m,Michael Brown,['England'],Wigan-Athletic,Central Midfield,2007-2008,Fulham FC,
32,Retired,"Dec 10, 1975",right,"1,75m",7266,"Aug 17, 2005",€1.75m,Josip Skoko,"['Australia', 'Croatia']",Wigan-Athletic,Central Midfield,2007-2008,Genclerbirligi Ankara,
19,Retired,"Nov 17, 1988",right,"1,83m",57493,"Jul 1, 2007",€100k,Lewis Montrose,"['England', 'Barbados']",Wigan-Athletic,Central Midfield,2007-2008,Wigan Athletic U18,
31,Retired,"Feb 1, 1977",left,"1,83m",4135,"Aug 31, 2006",€4.00m,Kevin Kilbane,"['Ireland', 'England']",Wigan-Athletic,Left Midfield,2007-2008,: Ablöse €2.50m,
27,Retired,"Dec 8, 1980",left,"1,71m",5326,"Sep 4, 2007",€1.25m,Salomon Olembé,"['Cameroon', 'France']",Wigan-Athletic,Left Midfield,2007-2008,Olympique Marseille,
24,Retired,"Feb 20, 1984",left,"1,70m",21567,"Aug 1, 2007",€450k,Rachid Bouaouzan,"['Morocco', 'Netherlands']",Wigan-Athletic,Left Midfield,2007-2008,: Ablöse €450k,
28,Retired,"Sep 25, 1979",left,"1,77m",3661,"Jul 10, 2007",€5.25m,Jason Koumas,"['Wales', 'Cyprus']",Wigan-Athletic,Attacking Midfield,2007-2008,West Bromwich Albion,
33,Retired,"Aug 5, 1974",right,"1,87m",5489,"Jul 1, 2007",€2.75m,Antoine Sibierski,"['France', 'Poland']",Wigan-Athletic,Attacking Midfield,2007-2008,Newcastle United,
20,Retired,"Dec 4, 1987",right,"1,75m",40207,"Aug 1, 2006",€2.00m,David Cotterill,['Wales'],Wigan-Athletic,Right Winger,2007-2008,: Ablöse €3.20m,
18,Hutnik Warszawa,"Jan 2, 1990",right,"1,80m",45185,"Jul 1, 2006",€100k,Tomasz Kupisz,['Poland'],Wigan-Athletic,Right Winger,2007-2008,MKS Piaseczno,
30,Retired,"Jan 11, 1978",right,"1,88m",3142,"Jul 9, 2006",€6.50m,Emile Heskey,"['England', 'Antigua and Barbuda']",Wigan-Athletic,Centre-Forward,2007-2008,: Ablöse €7.50m,
30,Cornard United FC,"May 19, 1978",right,"1,88m",9958,"Aug 1, 2007",€4.25m,Marcus Bent,"['England', 'Jamaica']",Wigan-Athletic,Centre-Forward,2007-2008,Charlton Athletic,
31,Retired,"May 10, 1977",both,"1,78m",3900,"Jul 1, 2005",€4.00m,Henri Camara,"['Senegal', 'France']",Wigan-Athletic,Centre-Forward,2007-2008,Wolverhampton Wanderers,
28,Retired,"Apr 26, 1980",right,"1,85m",14037,"Jan 1, 2008",€3.50m,Marlon King,"['Jamaica', 'England']",Wigan-Athletic,Centre-Forward,2007-2008,Watford FC,
26,Retired,"Feb 12, 1982",right,"1,79m",14925,"Jan 1, 2007",€1.50m,Julius Aghahowa,['Nigeria'],Wigan-Athletic,Centre-Forward,2007-2008,: Ablöse free transfer,
25,Retired,"Oct 26, 1982",right,"1,88m",46816,"Jan 1, 2007",€650k,Caleb Folan,"['Ireland', 'England']",Wigan-Athletic,Centre-Forward,2007-2008,: Ablöse €750k,
28,Retired,"May 2, 1981",right,"1,98m",3219,"Oct 27, 2006",€5.50m,Chris Kirkland,['England'],Wigan-Athletic,Goalkeeper,2008-2009,: Ablöse €3.73m,
31,Retired,"Jun 13, 1978",right,"1,83m",7125,"Jul 1, 2008",€500k,Richard Kingson,"['Ghana', 'Türkiye']",Wigan-Athletic,Goalkeeper,2008-2009,: Ablöse free transfer,
35,Retired,"Sep 13, 1973",right,"1,97m",3804,"Feb 1, 2007",€300k,Carlo Nash,['England'],Wigan-Athletic,Goalkeeper,2008-2009,: Ablöse €450k,
37,Retired,"Feb 29, 1972",right,"1,93m",32217,"Jul 1, 2005",€300k,Mike Pollitt,['England'],Wigan-Athletic,Goalkeeper,2008-2009,Rotherham United,
27,Retired,"Jul 31, 1981",right,"1,92m",3130,"Jul 1, 2007",€3.70m,Titus Bramble,"['England', 'Montserrat']",Wigan-Athletic,Centre-Back,2008-2009,Newcastle United,
26,Retired,"May 2, 1983",left,"1,82m",62240,"Oct 21, 2014",€3.70m,Maynor Figueroa,['Honduras'],Wigan-Athletic,Left-Back,2008-2009,: Ablöse free transfer,
30,Retired,"Nov 11, 1978",left,"1,79m",4394,"Jan 1, 2008",€1.80m,Erik Edman,['Sweden'],Wigan-Athletic,Left-Back,2008-2009,Stade Rennais FC,
23,Retired,"Aug 4, 1985",right,"1,80m",33544,"Jan 18, 2008",€11.00m,Antonio Valencia,['Ecuador'],Wigan-Athletic,Right-Back,2008-2009,: Ablöse €2.00m,
32,Retired,"Nov 4, 1976",right,"1,87m",3158,"Jul 1, 2007",€3.60m,Mario Melchiot,"['Netherlands', 'Suriname']",Wigan-Athletic,Right-Back,2008-2009,Stade Rennais FC,
29,Retired,"Sep 24, 1979",right,"1,80m",19641,"Aug 1, 2006",€2.80m,Emmerson Boyce,"['Barbados', 'England']",Wigan-Athletic,Right-Back,2008-2009,: Ablöse €1.50m,
24,Without Club,"Aug 19, 1984",right,"1,79m",33785,"Jul 1, 2005",€2.00m,Ryan Taylor,['England'],Wigan-Athletic,Right-Back,2008-2009,: Ablöse €100k,
24,Retired,"Jul 29, 1984",right,"1,81m",58361,"Jan 1, 2008",€13.50m,Wilson Palacios,['Honduras'],Wigan-Athletic,Defensive Midfield,2008-2009,CD Olimpia,
29,Retired,"Mar 11, 1980",,,2953,"Jan 31, 2013",€4.50m,Paul Scharner,['Austria'],Wigan-Athletic,Defensive Midfield,2008-2009,: Ablöse €100k,
21,Retired,"Mar 21, 1988",right,"1,78m",37363,"Jul 29, 2008",€3.70m,Lee Cattermole,['England'],Wigan-Athletic,Defensive Midfield,2008-2009,Middlesbrough FC,
26,Retired,"Apr 17, 1983",right,"1,77m",35185,"Mar 1, 2009",€1.50m,Won-hee Cho,"['Korea, South']",Wigan-Athletic,Defensive Midfield,2008-2009,Suwon Samsung Bluewings,
21,Retired,"Jun 27, 1988",both,"1,80m",38558,"Jul 1, 2006",€200k,Tomasz Cywka,['Poland'],Wigan-Athletic,Defensive Midfield,2008-2009,Gwarek Zabrze,
19,Flint Mountain,"Feb 1, 1990",,"1,78m",61700,,,Joe Holt,['England'],Wigan-Athletic,Defensive Midfield,2008-2009,,
23,Retired,"Jul 9, 1985",right,"1,78m",14081,"Jan 26, 2009",€2.20m,Ben Watson,['England'],Wigan-Athletic,Central Midfield,2008-2009,: Ablöse €2.10m,
32,Retired,"Jan 25, 1977",,,13509,"Jul 1, 2007",€2.20m,Michael Brown,['England'],Wigan-Athletic,Central Midfield,2008-2009,Fulham FC,
20,Retired,"Nov 17, 1988",right,"1,83m",57493,"Jul 1, 2007",€100k,Lewis Montrose,"['England', 'Barbados']",Wigan-Athletic,Central Midfield,2008-2009,Wigan Athletic U18,
19,Without Club,"Nov 23, 1989",right,"1,81m",98063,,,Jon Routledge,['England'],Wigan-Athletic,Central Midfield,2008-2009,,
32,Retired,"Feb 1, 1977",left,"1,83m",4135,"Aug 31, 2006",€3.00m,Kevin Kilbane,"['Ireland', 'England']",Wigan-Athletic,Left Midfield,2008-2009,: Ablöse €2.50m,
25,Retired,"Feb 20, 1984",left,"1,70m",21567,"Aug 1, 2007",€850k,Rachid Bouaouzan,"['Morocco', 'Netherlands']",Wigan-Athletic,Left Midfield,2008-2009,: Ablöse €450k,
29,Retired,"Sep 25, 1979",left,"1,77m",3661,"Jul 10, 2007",€3.00m,Jason Koumas,"['Wales', 'Cyprus']",Wigan-Athletic,Attacking Midfield,2008-2009,West Bromwich Albion,
28,Retired,"Sep 27, 1980",left,"1,84m",5438,"Jul 16, 2008",€2.90m,Olivier Kapo,"['France', ""Cote d'Ivoire""]",Wigan-Athletic,Attacking Midfield,2008-2009,: Ablöse €4.40m,
34,Retired,"Aug 5, 1974",right,"1,87m",5489,"Jul 1, 2007",€800k,Antoine Sibierski,"['France', 'Poland']",Wigan-Athletic,Attacking Midfield,2008-2009,Newcastle United,
25,Retired,"Mar 6, 1984",right,"1,80m",15894,"Jul 1, 2008",€1.80m,Daniël de Ridder,"['Netherlands', 'Israel']",Wigan-Athletic,Left Winger,2008-2009,: Ablöse free transfer,
23,Retired,"May 28, 1986",left,"1,71m",22165,"Feb 2, 2009",€5.50m,Charles N'Zogbia,"['France', 'DR Congo']",Wigan-Athletic,Right Winger,2008-2009,Newcastle United,heart problems - Return unknown
19,Hutnik Warszawa,"Jan 2, 1990",right,"1,80m",45185,"Jul 1, 2006",€100k,Tomasz Kupisz,['Poland'],Wigan-Athletic,Right Winger,2008-2009,MKS Piaseczno,
18,Wigan Athletic,"Apr 25, 1991",right,"1,74m",61711,"Jul 1, 2023",,Callum McManaman,"['England', 'Ireland']",Wigan-Athletic,Right Winger,2008-2009,Without Club,"Muscle injury - Return expected on Nov 24, 2024"
26,Retired,"Apr 1, 1983",both,"1,86m",38178,"Jul 1, 2008",€6.50m,Amr Zaki,['Egypt'],Wigan-Athletic,Centre-Forward,2008-2009,Zamalek SC,
31,Retired,"Jan 11, 1978",right,"1,88m",3142,"Jul 9, 2006",€5.50m,Emile Heskey,"['England', 'Antigua and Barbuda']",Wigan-Athletic,Centre-Forward,2008-2009,: Ablöse €7.50m,
23,Independiente Santa Fe,"Jul 25, 1985",right,"1,81m",37934,"Jan 26, 2009",€4.50m,Hugo Rodallega,['Colombia'],Wigan-Athletic,Centre-Forward,2008-2009,Club Necaxa,
26,Retired,"Feb 23, 1983",both,"1,88m",4329,"Jan 1, 2009",€4.20m,Mido,['Egypt'],Wigan-Athletic,Centre-Forward,2008-2009,Middlesbrough FC,
32,Retired,"May 10, 1977",both,"1,78m",3900,"Jul 1, 2005",€2.00m,Henri Camara,"['Senegal', 'France']",Wigan-Athletic,Centre-Forward,2008-2009,Wolverhampton Wanderers,
29,Retired,"May 2, 1981",right,"1,98m",3219,"Oct 27, 2006",€5.50m,Chris Kirkland,['England'],Wigan-Athletic,Goalkeeper,2009-2010,: Ablöse €3.73m,
26,Without Club,"Jul 28, 1983",right,"1,96m",34400,"Jan 1, 2010",€1.00m,Vladimir Stojkovic,['Serbia'],Wigan-Athletic,Goalkeeper,2009-2010,Sporting CP,
32,Retired,"Jun 13, 1978",right,"1,83m",7125,"Jul 1, 2008",€500k,Richard Kingson,"['Ghana', 'Türkiye']",Wigan-Athletic,Goalkeeper,2009-2010,: Ablöse free transfer,
38,Retired,"Feb 29, 1972",right,"1,93m",32217,"Jul 1, 2005",€250k,Mike Pollitt,['England'],Wigan-Athletic,Goalkeeper,2009-2010,Rotherham United,
17,Huddersfield Town,"Oct 5, 1992",right,"1,91m",126258,"Jul 1, 2010",,Lee Nicholls,['England'],Wigan-Athletic,Goalkeeper,2009-2010,Wigan Athletic U18,
28,Retired,"Apr 12, 1982",right,"1,85m",3791,"Jan 13, 2010",€4.00m,Gary Caldwell,['Scotland'],Wigan-Athletic,Centre-Back,2009-2010,Celtic FC,
28,Retired,"Jul 31, 1981",right,"1,92m",3130,"Jul 1, 2007",€4.00m,Titus Bramble,"['England', 'Montserrat']",Wigan-Athletic,Centre-Back,2009-2010,Newcastle United,
29,---,"Feb 8, 1981",,,19857,"Jan 1, 2010",€750k,Steve Gohouri,"[""Cote d'Ivoire"", 'France']",Wigan-Athletic,Centre-Back,2009-2010,Borussia Mönchengladbach,
27,Retired,"May 31, 1983",right,"1,92m",71904,"Aug 1, 2009",€750k,Antonio Amaya,['Spain'],Wigan-Athletic,Centre-Back,2009-2010,: Ablöse €800k,
27,Retired,"May 2, 1983",left,"1,82m",62240,"Oct 21, 2014",€5.00m,Maynor Figueroa,['Honduras'],Wigan-Athletic,Left-Back,2009-2010,: Ablöse free transfer,
31,Retired,"Nov 11, 1978",left,"1,79m",4394,"Jan 1, 2008",€1.00m,Erik Edman,['Sweden'],Wigan-Athletic,Left-Back,2009-2010,Stade Rennais FC,
19,Without Club,"Jan 28, 1991",left,"1,79m",61715,"Jul 1, 2009",,Jordan Mustoe,['England'],Wigan-Athletic,Left-Back,2009-2010,Wigan Athletic U18,
33,Retired,"Nov 4, 1976",right,"1,87m",3158,"Jul 1, 2007",€3.50m,Mario Melchiot,"['Netherlands', 'Suriname']",Wigan-Athletic,Right-Back,2009-2010,Stade Rennais FC,
30,Retired,"Sep 24, 1979",right,"1,80m",19641,"Aug 1, 2006",€3.00m,Emmerson Boyce,"['Barbados', 'England']",Wigan-Athletic,Right-Back,2009-2010,: Ablöse €1.50m,
30,Retired,"Mar 11, 1980",,,2953,"Jan 31, 2013",€4.50m,Paul Scharner,['Austria'],Wigan-Athletic,Defensive Midfield,2009-2010,: Ablöse €100k,
25,Retired,"Feb 23, 1985",right,"1,80m",62275,"Jul 1, 2009",€2.50m,Hendry Thomas,['Honduras'],Wigan-Athletic,Defensive Midfield,2009-2010,CD Olimpia,
27,Retired,"Apr 17, 1983",right,"1,77m",35185,"Mar 1, 2009",€1.50m,Won-hee Cho,"['Korea, South']",Wigan-Athletic,Defensive Midfield,2009-2010,Suwon Samsung Bluewings,
22,Retired,"Jun 27, 1988",both,"1,80m",38558,"Jul 1, 2006",€250k,Tomasz Cywka,['Poland'],Wigan-Athletic,Defensive Midfield,2009-2010,Gwarek Zabrze,
23,Al-Sailiya SC,"Jun 14, 1987",right,"1,84m",70950,"Aug 22, 2009",€3.00m,Mohamed Diamé,"['Senegal', 'France']",Wigan-Athletic,Central Midfield,2009-2010,: Ablöse €3.00m,
33,Retired,"Jan 25, 1977",,,13509,"Jul 1, 2007",€2.50m,Michael Brown,['England'],Wigan-Athletic,Central Midfield,2009-2010,Fulham FC,
24,Retired,"Jul 9, 1985",right,"1,78m",14081,"Jan 26, 2009",€2.00m,Ben Watson,['England'],Wigan-Athletic,Central Midfield,2009-2010,: Ablöse €2.10m,
25,Retired,"May 24, 1985",left,"1,78m",39010,"Aug 17, 2016",€2.00m,Jordi Gómez,['Spain'],Wigan-Athletic,Central Midfield,2009-2010,Sunderland AFC,
19,Celtic FC,"Nov 12, 1990",right,"1,80m",45333,"Jul 16, 2009",€1.50m,James McCarthy,"['Ireland', 'Scotland']",Wigan-Athletic,Central Midfield,2009-2010,Hamilton Academical FC,
26,Retired,"Feb 20, 1984",left,"1,70m",21567,"Aug 1, 2007",€500k,Rachid Bouaouzan,"['Morocco', 'Netherlands']",Wigan-Athletic,Left Midfield,2009-2010,: Ablöse €450k,
30,Retired,"Sep 25, 1979",left,"1,77m",3661,"Jul 10, 2007",€2.00m,Jason Koumas,"['Wales', 'Cyprus']",Wigan-Athletic,Attacking Midfield,2009-2010,West Bromwich Albion,
29,Retired,"Sep 27, 1980",left,"1,84m",5438,"Jul 16, 2008",€1.80m,Olivier Kapo,"['France', ""Cote d'Ivoire""]",Wigan-Athletic,Attacking Midfield,2009-2010,: Ablöse €4.40m,
21,Bristol Rovers,"Mar 25, 1989",right,"1,77m",31552,"Aug 6, 2009",€1.50m,Scott Sinclair,"['England', 'Jamaica']",Wigan-Athletic,Left Winger,2009-2010,Chelsea FC,
26,Retired,"Mar 6, 1984",right,"1,80m",15894,"Jul 1, 2008",€1.25m,Daniël de Ridder,"['Netherlands', 'Israel']",Wigan-Athletic,Left Winger,2009-2010,: Ablöse free transfer,
24,Retired,"May 28, 1986",left,"1,71m",22165,"Feb 2, 2009",€6.50m,Charles N'Zogbia,"['France', 'DR Congo']",Wigan-Athletic,Right Winger,2009-2010,Newcastle United,heart problems - Return unknown
19,Luton Town,"Dec 12, 1990",right,"1,77m",59866,"Jan 31, 2010",€1.25m,Victor Moses,"['Nigeria', 'England']",Wigan-Athletic,Right Winger,2009-2010,: Ablöse €3.00m,
20,Hutnik Warszawa,"Jan 2, 1990",right,"1,80m",45185,"Jul 1, 2006",€250k,Tomasz Kupisz,['Poland'],Wigan-Athletic,Right Winger,2009-2010,MKS Piaseczno,
19,Wigan Athletic,"Apr 25, 1991",right,"1,74m",61711,"Jul 1, 2023",€50k,Callum McManaman,"['England', 'Ireland']",Wigan-Athletic,Right Winger,2009-2010,Without Club,"Muscle injury - Return expected on Nov 24, 2024"
24,Independiente Santa Fe,"Jul 25, 1985",right,"1,81m",37934,"Jan 26, 2009",€6.50m,Hugo Rodallega,['Colombia'],Wigan-Athletic,Centre-Forward,2009-2010,Club Necaxa,
23,Retired,"Jun 18, 1987",both,"1,83m",54162,"Feb 1, 2010",€3.50m,Marcelo Moreno,"['Bolivia', 'Brazil']",Wigan-Athletic,Centre-Forward,2009-2010,Shakhtar Donetsk,
31,Retired,"Feb 18, 1979",,"1,75m",12807,"Jul 18, 2009",€2.00m,Jason Scotland,['Trinidad and Tobago'],Wigan-Athletic,Centre-Forward,2009-2010,: Ablöse €2.30m,
30,Retired,"Apr 26, 1980",right,"1,85m",14037,"Jan 1, 2008",€1.50m,Marlon King,"['Jamaica', 'England']",Wigan-Athletic,Centre-Forward,2009-2010,Watford FC,
30,Retired,"May 2, 1981",right,"1,98m",3219,"Oct 27, 2006",€4.00m,Chris Kirkland,['England'],Wigan-Athletic,Goalkeeper,2010-2011,: Ablöse €3.73m,
