age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
27,Retired,"Jul 2, 1981",,,5652,"Aug 27, 2010",€3.60m,Marc-Antoine Fortuné,"['French Guiana', 'France']",West-Bromwich-Albion,Centre-Forward,2008-2009,Celtic FC,
22,Retired,"Mar 5, 1987",left,"1,92m",38776,"Aug 15, 2007",€3.10m,Ishmael Miller,['England'],West-Bromwich-Albion,Centre-Forward,2008-2009,: Ablöse €1.50m,
26,SK Hovorcovice,"Mar 26, 1983",right,"1,88m",26898,"Jul 1, 2007",€2.20m,Roman Bednar,['Czech Republic'],West-Bromwich-Albion,Centre-Forward,2008-2009,Heart of Midlothian FC,
25,Retired,"Jan 16, 1984",right,"1,83m",9506,"Jul 3, 2007",€2.00m,Craig Beattie,['Scotland'],West-Bromwich-Albion,Centre-Forward,2008-2009,Celtic FC,
23,Retired,"Feb 13, 1986",,"1,80m",4075,"Jul 1, 2008",€2.00m,Luke Moore,"['England', 'Jamaica']",West-Bromwich-Albion,Centre-Forward,2008-2009,: Ablöse €3.75m,
20,Retired,"Dec 1, 1988",right,"1,78m",44801,"Jan 1, 2009",€900k,Jay Simpson,"['England', 'Grenada']",West-Bromwich-Albion,Centre-Forward,2008-2009,Arsenal FC Reserves,
27,Retired,"Dec 11, 1981",left,"1,86m",24572,"Aug 24, 2007",€750k,Bartosz Slusarski,['Poland'],West-Bromwich-Albion,Centre-Forward,2008-2009,Dyskobolia Grodzisk Wielkopolski,
24,KV Hooikt,"Nov 20, 1984",right,"1,83m",9604,"Jan 1, 2007",€600k,Sherjill MacDonald,"['Netherlands', 'Suriname']",West-Bromwich-Albion,Centre-Forward,2008-2009,: Ablöse €300k,
17,Nottingham Forest,"Dec 7, 1991",right,"1,91m",108725,"Jul 1, 2009",,Chris Wood,['New Zealand'],West-Bromwich-Albion,Centre-Forward,2008-2009,West Bromwich Albion U18,
25,Manchester City,"Sep 3, 1985",right,"1,88m",14555,"Jul 18, 2008",€3.50m,Scott Carson,['England'],West-Bromwich-Albion,Goalkeeper,2010-2011,: Ablöse €4.00m,
28,Retired,"Nov 9, 1982",right,"1,91m",3838,"Jul 30, 2010",€2.00m,Boaz Myhill,"['Wales', 'United States']",West-Bromwich-Albion,Goalkeeper,2010-2011,: Ablöse €1.80m,
40,Retired,"Oct 10, 1970",left,"1,85m",3748,"Feb 1, 2007",€250k,Dean Kiely,"['Ireland', 'England']",West-Bromwich-Albion,Goalkeeper,2010-2011,: Ablöse free transfer,
23,Retired,"Jan 5, 1988",right,"1,95m",45921,"Jul 1, 2006",€125k,Luke Daniels,['England'],West-Bromwich-Albion,Goalkeeper,2010-2011,West Bromwich Albion U18,
24,Retired,"Dec 30, 1986",right,"1,78m",27304,"Jul 1, 2008",€4.00m,Gianni Zuiverloon,"['Netherlands', 'Suriname']",West-Bromwich-Albion,Centre-Back,2010-2011,: Ablöse €4.00m,
27,Retired,"Nov 9, 1983",right,"1,88m",6893,"Aug 1, 2010",€4.00m,Gabriel Tamaș,['Romania'],West-Bromwich-Albion,Centre-Back,2010-2011,AJ Auxerre,
25,Retired,"Aug 29, 1985",right,"1,78m",40429,"Aug 25, 2009",€3.00m,Gonzalo Jara,['Chile'],West-Bromwich-Albion,Centre-Back,2010-2011,CSD Colo-Colo,
25,Retired,"Nov 30, 1985",right,"1,85m",33484,"Jul 26, 2007",€2.50m,Leon Barnett,"['England', 'Jamaica']",West-Bromwich-Albion,Centre-Back,2010-2011,: Ablöse €3.75m,
28,Retired,"Mar 10, 1983",left,"1,93m",25248,"Aug 1, 2008",€2.50m,Jonas Olsson,['Sweden'],West-Bromwich-Albion,Centre-Back,2010-2011,NEC Nijmegen,
29,Retired,"Aug 3, 1981",right,"1,92m",8116,"Jul 1, 2010",€2.50m,Pablo Ibáñez,['Spain'],West-Bromwich-Albion,Centre-Back,2010-2011,: Ablöse free transfer,
30,Retired,"Oct 6, 1980",right,"1,85m",5315,"Aug 10, 2008",€2.00m,Abdoulaye Méïté,"[""Cote d'Ivoire"", 'France']",West-Bromwich-Albion,Centre-Back,2010-2011,: Ablöse €2.60m,
21,Wolverhampton Wanderers,"May 6, 1990",right,"1,88m",121477,"Aug 31, 2010",€200k,Craig Dawson,['England'],West-Bromwich-Albion,Centre-Back,2010-2011,Rochdale AFC,
19,Kidderminster Harriers,"Oct 26, 1991",right,"1,85m",113034,,€50k,Paul Downing,['England'],West-Bromwich-Albion,Centre-Back,2010-2011,,
19,Career break,"Jan 31, 1992",right,"1,83m",110863,,,James Hurst,['England'],West-Bromwich-Albion,Centre-Back,2010-2011,,
30,Retired,"Feb 19, 1981",left,"1,75m",13426,"Aug 1, 2010",€3.00m,Nicky Shorey,['England'],West-Bromwich-Albion,Left-Back,2010-2011,: Ablöse €1.80m,
28,Retired,"Jan 26, 1983",left,"1,83m",21354,"Jul 1, 2008",€2.00m,Marek Cech,['Slovakia'],West-Bromwich-Albion,Left-Back,2010-2011,FC Porto,
21,Marine FC,"May 15, 1990",left,"1,81m",49611,"Aug 1, 2009",€1.00m,Joe Mattock,['England'],West-Bromwich-Albion,Left-Back,2010-2011,: Ablöse €1.20m,
30,Retired,"Mar 10, 1981",right,"1,85m",7330,"Jul 1, 2010",€2.50m,Steven Reid,"['Ireland', 'England']",West-Bromwich-Albion,Right-Back,2010-2011,Blackburn Rovers,
31,Retired,"Mar 11, 1980",,,2953,"Aug 29, 2010",€4.50m,Paul Scharner,['Austria'],West-Bromwich-Albion,Defensive Midfield,2010-2011,Wigan Athletic,
24,Without Club,"Jan 25, 1987",right,"1,77m",45272,"Jul 10, 2009",€3.50m,Youssouf Mulumbu,"['DR Congo', 'France']",West-Bromwich-Albion,Defensive Midfield,2010-2011,: Ablöse €200k,
26,Retired,"Dec 14, 1984",left,"1,87m",36814,"Aug 15, 2007",€6.50m,Chris Brunt,['Northern Ireland'],West-Bromwich-Albion,Central Midfield,2010-2011,: Ablöse €3.75m,
25,Retired,"May 25, 1986",right,"1,83m",27614,"Aug 7, 2007",€3.50m,James Morrison,"['Scotland', 'England']",West-Bromwich-Albion,Central Midfield,2010-2011,Middlesbrough FC,
24,Johnstone Burgh FC,"May 5, 1987",right,"1,77m",36608,"Jul 1, 2008",€3.00m,Graham Dorrans,['Scotland'],West-Bromwich-Albion,Central Midfield,2010-2011,Livingston FC,
19,Rushall Olympic,"Feb 20, 1992",left,"1,75m",141347,,,Sam Mantom,['England'],West-Bromwich-Albion,Central Midfield,2010-2011,,
18,St. Neots Town,"Jan 4, 1993",right,"1,88m",128910,"Jul 1, 2011",,George Thorne,['England'],West-Bromwich-Albion,Central Midfield,2010-2011,West Bromwich Albion Reserves,
28,Sportfreunde Owingen/Billafingen,"Mar 29, 1983",both,"1,90m",37058,"Aug 20, 2010",€3.50m,Somen Tchoyi,['Cameroon'],West-Bromwich-Albion,Attacking Midfield,2010-2011,: Ablöse €3.00m,
28,Retired,"Mar 23, 1983",left,"1,77m",3560,"Aug 13, 2009",€2.50m,Jerome Thomas,"['England', 'Guyana']",West-Bromwich-Albion,Left Winger,2010-2011,: Ablöse free transfer,
22,Los Angeles FC,"Mar 1, 1989",left,"1,77m",35773,"Jan 30, 2011",€5.00m,Carlos Vela,"['Mexico', 'Spain']",West-Bromwich-Albion,Right Winger,2010-2011,: Ablöse ?,
29,Retired,"Jul 15, 1981",right,"1,81m",12516,"Aug 20, 2010",€6.50m,Peter Odemwingie,"['Nigeria', 'Russia']",West-Bromwich-Albion,Centre-Forward,2010-2011,: Ablöse €3.00m,
29,Retired,"Jul 2, 1981",,,5652,"Aug 27, 2010",€3.50m,Marc-Antoine Fortuné,"['French Guiana', 'France']",West-Bromwich-Albion,Centre-Forward,2010-2011,Celtic FC,
24,Retired,"Mar 5, 1987",left,"1,92m",38776,"Aug 15, 2007",€3.00m,Ishmael Miller,['England'],West-Bromwich-Albion,Centre-Forward,2010-2011,: Ablöse €1.50m,
25,Retired,"Feb 13, 1986",,"1,80m",4075,"Jul 1, 2008",€1.50m,Luke Moore,"['England', 'Jamaica']",West-Bromwich-Albion,Centre-Forward,2010-2011,: Ablöse €3.75m,
28,SK Hovorcovice,"Mar 26, 1983",right,"1,88m",26898,"Jul 1, 2007",€1.50m,Roman Bednar,['Czech Republic'],West-Bromwich-Albion,Centre-Forward,2010-2011,Heart of Midlothian FC,
22,Retired,"Aug 5, 1988",right,"1,83m",37236,"Jan 1, 2010",€1.50m,Giles Barnes,"['Jamaica', 'England']",West-Bromwich-Albion,Centre-Forward,2010-2011,: Ablöse free transfer,
24,Retired,"Apr 28, 1987",left,"1,80m",37150,"Jul 8, 2009",€1.50m,Simon Cox,"['Ireland', 'England']",West-Bromwich-Albion,Centre-Forward,2010-2011,Swindon Town,
19,Nottingham Forest,"Dec 7, 1991",right,"1,91m",108725,"Jul 1, 2009",€750k,Chris Wood,['New Zealand'],West-Bromwich-Albion,Centre-Forward,2010-2011,West Bromwich Albion U18,
17,Rajasthan United,"Aug 4, 1993",right,"1,80m",128897,"Jul 1, 2013",,Saido Berahino,"['Burundi', 'England']",West-Bromwich-Albion,Centre-Forward,2010-2011,West Bromwich Albion U21,
29,Retired,"Apr 3, 1983",left,"1,93m",13572,"Jul 1, 2012",€5.00m,Ben Foster,['England'],West-Bromwich-Albion,Goalkeeper,2011-2012,: Ablöse €5.00m,
29,---,"May 3, 1983",right,"1,98m",17879,"Aug 6, 2011",€1.00m,Márton Fülöp,['Hungary'],West-Bromwich-Albion,Goalkeeper,2011-2012,Ipswich Town,
24,Retired,"Jan 5, 1988",right,"1,95m",45921,"Jul 1, 2006",€250k,Luke Daniels,['England'],West-Bromwich-Albion,Goalkeeper,2011-2012,West Bromwich Albion U18,
29,Retired,"Mar 10, 1983",left,"1,93m",25248,"Aug 1, 2008",€3.50m,Jonas Olsson,['Sweden'],West-Bromwich-Albion,Centre-Back,2011-2012,NEC Nijmegen,
27,Retired,"Jul 21, 1984",both,"1,88m",4070,"Jan 31, 2012",€2.50m,Liam Ridgewell,['England'],West-Bromwich-Albion,Centre-Back,2011-2012,: Ablöse €2.40m,
28,Retired,"Nov 9, 1983",right,"1,88m",6893,"Aug 1, 2010",€2.00m,Gabriel Tamaș,['Romania'],West-Bromwich-Albion,Centre-Back,2011-2012,AJ Auxerre,
26,Retired,"Aug 29, 1985",right,"1,78m",40429,"Aug 25, 2009",€1.75m,Gonzalo Jara,['Chile'],West-Bromwich-Albion,Centre-Back,2011-2012,CSD Colo-Colo,
32,Retired,"Dec 5, 1979",right,"1,91m",40567,"Jul 1, 2011",€1.50m,Gareth McAuley,['Northern Ireland'],West-Bromwich-Albion,Centre-Back,2011-2012,Ipswich Town,
22,Wolverhampton Wanderers,"May 6, 1990",right,"1,88m",121477,"Aug 31, 2010",€1.50m,Craig Dawson,['England'],West-Bromwich-Albion,Centre-Back,2011-2012,Rochdale AFC,
20,Career break,"Jan 31, 1992",right,"1,83m",110863,,€50k,James Hurst,['England'],West-Bromwich-Albion,Centre-Back,2011-2012,,
20,Kidderminster Harriers,"Oct 26, 1991",right,"1,85m",113034,,,Paul Downing,['England'],West-Bromwich-Albion,Centre-Back,2011-2012,,
29,Retired,"Jan 26, 1983",left,"1,83m",21354,"Jul 1, 2008",€3.00m,Marek Cech,['Slovakia'],West-Bromwich-Albion,Left-Back,2011-2012,FC Porto,
31,Retired,"Feb 19, 1981",left,"1,75m",13426,"Aug 1, 2010",€2.00m,Nicky Shorey,['England'],West-Bromwich-Albion,Left-Back,2011-2012,: Ablöse €1.80m,
22,Marine FC,"May 15, 1990",left,"1,81m",49611,"Aug 1, 2009",€500k,Joe Mattock,['England'],West-Bromwich-Albion,Left-Back,2011-2012,: Ablöse €1.20m,
31,Retired,"Mar 10, 1981",right,"1,85m",7330,"Jul 1, 2010",€1.50m,Steven Reid,"['Ireland', 'England']",West-Bromwich-Albion,Right-Back,2011-2012,Blackburn Rovers,
25,Retired,"Mar 24, 1987",right,"1,82m",36866,"Jul 1, 2011",€1.50m,Billy Jones,['England'],West-Bromwich-Albion,Right-Back,2011-2012,: Ablöse free transfer,
25,Without Club,"Jan 25, 1987",right,"1,77m",45272,"Jul 10, 2009",€3.50m,Youssouf Mulumbu,"['DR Congo', 'France']",West-Bromwich-Albion,Defensive Midfield,2011-2012,: Ablöse €200k,
32,Retired,"Mar 11, 1980",,,2953,"Aug 29, 2010",€2.00m,Paul Scharner,['Austria'],West-Bromwich-Albion,Defensive Midfield,2011-2012,Wigan Athletic,
27,Retired,"Dec 14, 1984",left,"1,87m",36814,"Aug 15, 2007",€6.50m,Chris Brunt,['Northern Ireland'],West-Bromwich-Albion,Central Midfield,2011-2012,: Ablöse €3.75m,
26,Retired,"May 25, 1986",right,"1,83m",27614,"Aug 7, 2007",€4.50m,James Morrison,"['Scotland', 'England']",West-Bromwich-Albion,Central Midfield,2011-2012,Middlesbrough FC,
25,Johnstone Burgh FC,"May 5, 1987",right,"1,77m",36608,"Jul 1, 2008",€2.50m,Graham Dorrans,['Scotland'],West-Bromwich-Albion,Central Midfield,2011-2012,Livingston FC,
31,Retired,"Sep 13, 1980",right,"1,83m",8035,"Jan 31, 2012",€1.00m,Keith Andrews,"['Ireland', 'England']",West-Bromwich-Albion,Central Midfield,2011-2012,Blackburn Rovers,
19,St. Neots Town,"Jan 4, 1993",right,"1,88m",128910,"Jul 1, 2011",,George Thorne,['England'],West-Bromwich-Albion,Central Midfield,2011-2012,West Bromwich Albion Reserves,
20,Rushall Olympic,"Feb 20, 1992",left,"1,75m",141347,,,Sam Mantom,['England'],West-Bromwich-Albion,Central Midfield,2011-2012,,
29,Sportfreunde Owingen/Billafingen,"Mar 29, 1983",both,"1,90m",37058,"Aug 20, 2010",€2.50m,Somen Tchoyi,['Cameroon'],West-Bromwich-Albion,Attacking Midfield,2011-2012,: Ablöse €3.00m,
33,Retired,"Apr 22, 1979",right,"1,83m",18324,"Aug 2, 2011",€1.00m,Zoltán Gera,['Hungary'],West-Bromwich-Albion,Attacking Midfield,2011-2012,Fulham FC,
20,Kelty Hearts FC,"Nov 28, 1991",right,"1,75m",60904,"Jan 9, 2012",€500k,Scott Allan,['Scotland'],West-Bromwich-Albion,Attacking Midfield,2011-2012,: Ablöse €480k,
29,Retired,"Mar 23, 1983",left,"1,77m",3560,"Aug 13, 2009",€3.00m,Jerome Thomas,"['England', 'Guyana']",West-Bromwich-Albion,Left Winger,2011-2012,: Ablöse free transfer,
30,Retired,"Jul 15, 1981",right,"1,81m",12516,"Aug 20, 2010",€5.50m,Peter Odemwingie,"['Nigeria', 'Russia']",West-Bromwich-Albion,Centre-Forward,2011-2012,: Ablöse €3.00m,
25,Retired,"Jan 22, 1987",both,"1,80m",37304,"Aug 1, 2011",€4.50m,Shane Long,['Ireland'],West-Bromwich-Albion,Centre-Forward,2011-2012,Reading FC,
25,Retired,"Apr 28, 1987",left,"1,80m",37150,"Jul 8, 2009",€2.00m,Simon Cox,"['Ireland', 'England']",West-Bromwich-Albion,Centre-Forward,2011-2012,Swindon Town,
30,Retired,"Jul 2, 1981",,,5652,"Aug 27, 2010",€1.50m,Marc-Antoine Fortuné,"['French Guiana', 'France']",West-Bromwich-Albion,Centre-Forward,2011-2012,Celtic FC,
20,Nottingham Forest,"Dec 7, 1991",right,"1,91m",108725,"Jul 1, 2009",€1.00m,Chris Wood,['New Zealand'],West-Bromwich-Albion,Centre-Forward,2011-2012,West Bromwich Albion U18,
29,SK Hovorcovice,"Mar 26, 1983",right,"1,88m",26898,"Jul 1, 2007",€500k,Roman Bednar,['Czech Republic'],West-Bromwich-Albion,Centre-Forward,2011-2012,Heart of Midlothian FC,
18,Rajasthan United,"Aug 4, 1993",right,"1,80m",128897,"Jul 1, 2013",,Saido Berahino,"['Burundi', 'England']",West-Bromwich-Albion,Centre-Forward,2011-2012,West Bromwich Albion U21,
19,Without Club,"Jan 6, 1993",right,"1,78m",141350,,,Kemar Roofe,"['Jamaica', 'England']",West-Bromwich-Albion,Centre-Forward,2011-2012,,
30,Retired,"Apr 3, 1983",left,"1,93m",13572,"Jul 1, 2012",€5.00m,Ben Foster,['England'],West-Bromwich-Albion,Goalkeeper,2012-2013,: Ablöse €5.00m,
30,Retired,"Nov 9, 1982",right,"1,91m",3838,"Jul 30, 2010",€2.00m,Boaz Myhill,"['Wales', 'United States']",West-Bromwich-Albion,Goalkeeper,2012-2013,: Ablöse €1.80m,
25,Retired,"Jan 5, 1988",right,"1,95m",45921,"Jul 1, 2006",€250k,Luke Daniels,['England'],West-Bromwich-Albion,Goalkeeper,2012-2013,West Bromwich Albion U18,
30,Retired,"Mar 10, 1983",left,"1,93m",25248,"Aug 1, 2008",€5.00m,Jonas Olsson,['Sweden'],West-Bromwich-Albion,Centre-Back,2012-2013,NEC Nijmegen,
28,Retired,"Jul 21, 1984",both,"1,88m",4070,"Jan 31, 2012",€2.50m,Liam Ridgewell,['England'],West-Bromwich-Albion,Centre-Back,2012-2013,: Ablöse €2.40m,
29,Retired,"Nov 9, 1983",right,"1,88m",6893,"Aug 1, 2010",€2.00m,Gabriel Tamaș,['Romania'],West-Bromwich-Albion,Centre-Back,2012-2013,AJ Auxerre,
27,Retired,"Aug 29, 1985",right,"1,78m",40429,"Aug 25, 2009",€1.75m,Gonzalo Jara,['Chile'],West-Bromwich-Albion,Centre-Back,2012-2013,CSD Colo-Colo,
33,Retired,"Dec 5, 1979",right,"1,91m",40567,"Jul 1, 2011",€1.50m,Gareth McAuley,['Northern Ireland'],West-Bromwich-Albion,Centre-Back,2012-2013,Ipswich Town,
23,Wolverhampton Wanderers,"May 6, 1990",right,"1,88m",121477,"Aug 31, 2010",€1.50m,Craig Dawson,['England'],West-Bromwich-Albion,Centre-Back,2012-2013,Rochdale AFC,
21,Career break,"Jan 31, 1992",right,"1,83m",110863,,,James Hurst,['England'],West-Bromwich-Albion,Centre-Back,2012-2013,,
19,Walsall FC,"Nov 24, 1993",right,"1,86m",199522,,,Donervon Daniels,"['Montserrat', 'England']",West-Bromwich-Albion,Centre-Back,2012-2013,,
28,Retired,"Oct 2, 1984",left,"1,88m",19721,"Aug 31, 2012",€3.00m,Goran Popov,['North Macedonia'],West-Bromwich-Albion,Left-Back,2012-2013,Dynamo Kyiv,
26,Retired,"Mar 24, 1987",right,"1,82m",36866,"Jul 1, 2011",€2.50m,Billy Jones,['England'],West-Bromwich-Albion,Right-Back,2012-2013,: Ablöse free transfer,
32,Retired,"Mar 10, 1981",right,"1,85m",7330,"Jul 1, 2010",€1.00m,Steven Reid,"['Ireland', 'England']",West-Bromwich-Albion,Right-Back,2012-2013,Blackburn Rovers,
26,Without Club,"Jan 25, 1987",right,"1,77m",45272,"Jul 10, 2009",€6.00m,Youssouf Mulumbu,"['DR Congo', 'France']",West-Bromwich-Albion,Defensive Midfield,2012-2013,: Ablöse €200k,
25,Without Club,"Jul 18, 1987",right,"1,82m",45330,"Jul 24, 2012",€4.50m,Claudio Yacob,"['Argentina', 'Italy']",West-Bromwich-Albion,Defensive Midfield,2012-2013,: Ablöse free transfer,
27,Retired,"May 25, 1986",right,"1,83m",27614,"Aug 7, 2007",€6.50m,James Morrison,"['Scotland', 'England']",West-Bromwich-Albion,Central Midfield,2012-2013,Middlesbrough FC,
28,Retired,"Dec 14, 1984",left,"1,87m",36814,"Aug 15, 2007",€6.00m,Chris Brunt,['Northern Ireland'],West-Bromwich-Albion,Central Midfield,2012-2013,: Ablöse €3.75m,
26,Johnstone Burgh FC,"May 5, 1987",right,"1,77m",36608,"Jul 1, 2008",€2.50m,Graham Dorrans,['Scotland'],West-Bromwich-Albion,Central Midfield,2012-2013,Livingston FC,
20,St. Neots Town,"Jan 4, 1993",right,"1,88m",128910,"Jul 1, 2011",€500k,George Thorne,['England'],West-Bromwich-Albion,Central Midfield,2012-2013,West Bromwich Albion Reserves,
34,Retired,"Apr 22, 1979",right,"1,83m",18324,"Aug 2, 2011",€1.00m,Zoltán Gera,['Hungary'],West-Bromwich-Albion,Attacking Midfield,2012-2013,Fulham FC,
21,Kelty Hearts FC,"Nov 28, 1991",right,"1,75m",60904,"Jan 9, 2012",€500k,Scott Allan,['Scotland'],West-Bromwich-Albion,Attacking Midfield,2012-2013,: Ablöse €480k,
22,Without Club,"Jul 12, 1990",right,"1,73m",90368,"Jul 11, 2012",€2.50m,Yassine El Ghanassy,"['Belgium', 'Morocco']",West-Bromwich-Albion,Left Winger,2012-2013,: Ablöse ?,
30,Retired,"Mar 23, 1983",left,"1,77m",3560,"Aug 13, 2009",€2.00m,Jerome Thomas,"['England', 'Guyana']",West-Bromwich-Albion,Left Winger,2012-2013,: Ablöse free transfer,
16,Retired,"Jan 7, 1997",right,"1,82m",245805,,,Izzy Brown,"['England', 'Jamaica']",West-Bromwich-Albion,Left Winger,2012-2013,,
20,SSC Napoli,"May 13, 1993",left,"1,91m",96341,"Aug 10, 2012",€19.00m,Romelu Lukaku,"['Belgium', 'DR Congo']",West-Bromwich-Albion,Centre-Forward,2012-2013,Chelsea FC,
26,Retired,"Jan 22, 1987",both,"1,80m",37304,"Aug 1, 2011",€6.00m,Shane Long,['Ireland'],West-Bromwich-Albion,Centre-Forward,2012-2013,Reading FC,
31,Retired,"Jul 15, 1981",right,"1,81m",12516,"Aug 20, 2010",€5.00m,Peter Odemwingie,"['Nigeria', 'Russia']",West-Bromwich-Albion,Centre-Forward,2012-2013,: Ablöse €3.00m,
30,Retired,"Sep 27, 1982",,,27505,"Aug 7, 2012",€2.50m,Markus Rosenberg,['Sweden'],West-Bromwich-Albion,Centre-Forward,2012-2013,SV Werder Bremen,
31,Retired,"Jul 2, 1981",,,5652,"Aug 27, 2010",€1.00m,Marc-Antoine Fortuné,"['French Guiana', 'France']",West-Bromwich-Albion,Centre-Forward,2012-2013,Celtic FC,
19,Rajasthan United,"Aug 4, 1993",right,"1,80m",128897,"Jul 1, 2013",,Saido Berahino,"['Burundi', 'England']",West-Bromwich-Albion,Centre-Forward,2012-2013,West Bromwich Albion U21,
20,Without Club,"Jan 6, 1993",right,"1,78m",141350,,,Kemar Roofe,"['Jamaica', 'England']",West-Bromwich-Albion,Centre-Forward,2012-2013,,
31,Retired,"Apr 3, 1983",left,"1,93m",13572,"Jul 1, 2012",€4.00m,Ben Foster,['England'],West-Bromwich-Albion,Goalkeeper,2013-2014,: Ablöse €5.00m,
31,Retired,"Nov 9, 1982",right,"1,91m",3838,"Jul 30, 2010",€2.00m,Boaz Myhill,"['Wales', 'United States']",West-Bromwich-Albion,Goalkeeper,2013-2014,: Ablöse €1.80m,
