age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
34,Retired,"Feb 18, 1974",right,"1,87m",21010,,"Jul 1, 2006",€1.50m,Radek Cerny,['Czech Republic'],Tottenham-Hotspur,Goalkeeper,2007-2008,: Ablöse €200k,
21,Retired,"Jan 1, 1987",right,"1,83m",27036,,"Jan 1, 2007",€900k,Ben Alnwick,['England'],Tottenham-Hotspur,Goalkeeper,2007-2008,Sunderland AFC,
21,Retired,"Oct 15, 1986",,"1,98m",61823,,"Jul 1, 2005",,Tommy Forecast,['England'],Tottenham-Hotspur,Goalkeeper,2007-2008,Tottenham Hotspur U18,
27,Retired,"Oct 12, 1980",right,"1,88m",3360,,"Jul 1, 1998",€11.00m,Ledley King,"['England', 'Antigua and Barbuda']",Tottenham-Hotspur,Centre-Back,2007-2008,Tottenham Hotspur U18,
22,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Jan 1, 2010",€8.00m,Younès Kaboul,"['France', 'Morocco']",Tottenham-Hotspur,Centre-Back,2007-2008,: Ablöse €5.90m,
24,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€7.50m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2007-2008,: Ablöse €7.00m,
28,Retired,"Jan 22, 1980",right,"1,88m",3224,,"Jan 28, 2008",€7.50m,Jonathan Woodgate,['England'],Tottenham-Hotspur,Centre-Back,2007-2008,Middlesbrough FC,
29,Retired,"Oct 3, 1978",right,"1,83m",13211,,"Jan 23, 2007",€2.75m,Ricardo Rocha,['Portugal'],Tottenham-Hotspur,Centre-Back,2007-2008,SL Benfica,
27,Retired,"Sep 19, 1980",left,"1,96m",4053,,"Jan 1, 2000",€2.00m,Anthony Gardner,"['England', 'Jamaica']",Tottenham-Hotspur,Centre-Back,2007-2008,: Ablöse €1.50m,
19,Retired,"Jul 25, 1988",right,"1,92m",32029,,"Jul 1, 2006",€500k,Dorian Dervite,['France'],Tottenham-Hotspur,Centre-Back,2007-2008,: Ablöse €1.50m,
20,Retired,"Feb 8, 1988",right,"1,88m",19639,,"Jul 1, 2004",€250k,Leigh Mills,['England'],Tottenham-Hotspur,Centre-Back,2007-2008,Swindon Town U18,
19,Retired,"Nov 4, 1988",right,"1,88m",61810,,,€50k,Troy Archibald-Henville,"['England', 'Jamaica']",Tottenham-Hotspur,Centre-Back,2007-2008,,
32,Retired,"Apr 25, 1976",left,"1,79m",18734,,"Jan 1, 2008",€7.50m,Gilberto,['Brazil'],Tottenham-Hotspur,Left-Back,2007-2008,: Ablöse €2.80m,
31,Retired,"Apr 23, 1977",both,"1,76m",6156,,"Aug 1, 2005",€5.00m,Young-pyo Lee,"['Korea, South']",Tottenham-Hotspur,Left-Back,2007-2008,: Ablöse €2.00m,
24,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€2.75m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2007-2008,: Ablöse €5.00m,
17,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€500k,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2007-2008,Leeds United U18,
23,Retired,"Nov 30, 1984",right,"1,85m",9619,,"Jan 30, 2008",€8.00m,Alan Hutton,['Scotland'],Tottenham-Hotspur,Right-Back,2007-2008,: Ablöse €13.00m,Knee injury - Return unknown
29,Skelmersdale United,"Feb 21, 1979",right,"1,82m",18875,,"Jan 26, 2009",€7.50m,Pascal Chimbonda,"['Guadeloupe', 'France']",Tottenham-Hotspur,Right-Back,2007-2008,Sunderland AFC,
18,Retired,"Jul 21, 1989",right,"1,80m",43853,,"Jan 1, 2008",€4.00m,Chris Gunter,['Wales'],Tottenham-Hotspur,Right-Back,2007-2008,: Ablöse €3.20m,
30,Retired,"Oct 18, 1977",right,"1,81m",536,,"Jul 1, 2005",€1.50m,Paul Stalteri,"['Canada', 'Italy']",Tottenham-Hotspur,Right-Back,2007-2008,SV Werder Bremen,
27,Retired,"Dec 14, 1980",right,"1,80m",13389,,"Jul 1, 2006",€9.00m,Didier Zokora,"[""Cote d'Ivoire""]",Tottenham-Hotspur,Defensive Midfield,2007-2008,: Ablöse €12.35m,
21,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€4.50m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2007-2008,: Ablöse €4.70m,
28,Retired,"Nov 27, 1979",right,"1,75m",4741,,"Jul 1, 2005",€3.00m,Teemu Tainio,['Finland'],Tottenham-Hotspur,Defensive Midfield,2007-2008,AJ Auxerre,
25,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€11.50m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2007-2008,Newcastle United,
28,Retired,"Jan 6, 1980",right,"1,71m",3569,,"Aug 31, 2006",€9.00m,Steed Malbranque,"['France', 'Belgium']",Tottenham-Hotspur,Central Midfield,2007-2008,Fulham FC,
19,Al-Nasr SC (UAE),"May 24, 1989",right,"1,85m",45287,,"Jul 1, 2007",€3.00m,Adel Taarabt,"['Morocco', 'France']",Tottenham-Hotspur,Central Midfield,2007-2008,: Ablöse €4.00m,
26,Retired,"Dec 15, 1981",right,"1,83m",7448,,"Jan 31, 2006",€2.00m,Hossam Ghaly,['Egypt'],Tottenham-Hotspur,Central Midfield,2007-2008,: Ablöse €3.00m,
21,Retired,"Sep 25, 1986",left,"1,80m",38090,,"Jul 1, 2007",€1.00m,Jamie O'Hara,['England'],Tottenham-Hotspur,Central Midfield,2007-2008,Tottenham Hotspur Reserves,
21,Retired,"Mar 6, 1987",right,"1,86m",16922,,"Jul 1, 2007",€5.00m,Kevin-Prince Boateng,"['Ghana', 'Germany']",Tottenham-Hotspur,Attacking Midfield,2007-2008,: Ablöse €7.90m,
23,Retired,"Jan 7, 1985",right,"1,70m",14066,,"Jul 1, 2005",€1.75m,Wayne Routledge,"['England', 'Jamaica']",Tottenham-Hotspur,Left Winger,2007-2008,: Ablöse €3.00m,
20,Retired,"Dec 1, 1987",right,"1,77m",57488,,"Mar 14, 2011",€50k,Simon Dawkins,"['Jamaica', 'England']",Tottenham-Hotspur,Left Winger,2007-2008,Without Club,
21,Retired,"Apr 16, 1987",right,"1,65m",14221,,"Jul 1, 2005",€12.50m,Aaron Lennon,"['England', 'Ireland']",Tottenham-Hotspur,Right Winger,2007-2008,Leeds United,
18,Retired,"Jul 16, 1989",left,"1,86m",39381,,"Sep 19, 2020",€11.00m,Gareth Bale,['Wales'],Tottenham-Hotspur,Right Winger,2007-2008,Real Madrid,
27,Retired,"Jan 30, 1981",,,65,,"Jul 1, 2006",€24.00m,Dimitar Berbatov,['Bulgaria'],Tottenham-Hotspur,Centre-Forward,2007-2008,Bayer 04 Leverkusen,
27,Retired,"Jul 8, 1980",right,"1,75m",3144,,"Feb 2, 2009",€16.50m,Robbie Keane,['Ireland'],Tottenham-Hotspur,Centre-Forward,2007-2008,: Ablöse €16.70m,
24,Retired,"Feb 6, 1984",right,"1,80m",13239,,"Jul 1, 2007",€14.00m,Darren Bent,"['England', 'Jamaica']",Tottenham-Hotspur,Centre-Forward,2007-2008,Charlton Athletic,
25,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 6, 2009",€9.00m,Jermain Defoe,"['England', 'St. Lucia']",Tottenham-Hotspur,Centre-Forward,2007-2008,: Ablöse €16.40m,
28,Retired,"Feb 15, 1981",right,"1,91m",19059,,"Jul 1, 2008",€8.50m,Heurelho Gomes,['Brazil'],Tottenham-Hotspur,Goalkeeper,2008-2009,: Ablöse €9.00m,
37,Retired,"Sep 2, 1971",right,"1,85m",7510,,"Aug 1, 2008",€1.00m,César Sánchez,['Spain'],Tottenham-Hotspur,Goalkeeper,2008-2009,Real Zaragoza,
35,Retired,"Sep 6, 1973",right,"1,84m",3151,,"Jan 26, 2009",€1.00m,Carlo Cudicini,['Italy'],Tottenham-Hotspur,Goalkeeper,2008-2009,Chelsea FC,
22,Retired,"Jan 1, 1987",right,"1,83m",27036,,"Jan 1, 2007",€800k,Ben Alnwick,['England'],Tottenham-Hotspur,Goalkeeper,2008-2009,Sunderland AFC,
18,Djurgårdens IF,"Dec 23, 1990",right,"1,88m",45628,,"Jul 1, 2009",,Oscar Jansson,['Sweden'],Tottenham-Hotspur,Goalkeeper,2008-2009,Tottenham Hotspur U18,
23,Retired,"Feb 5, 1986",right,"1,92m",34393,,"Sep 1, 2008",€13.00m,Vedran Corluka,['Croatia'],Tottenham-Hotspur,Centre-Back,2008-2009,: Ablöse €13.75m,
29,Retired,"Jan 22, 1980",right,"1,88m",3224,,"Jan 28, 2008",€10.00m,Jonathan Woodgate,['England'],Tottenham-Hotspur,Centre-Back,2008-2009,Middlesbrough FC,
28,Retired,"Oct 12, 1980",right,"1,88m",3360,,"Jul 1, 1998",€9.50m,Ledley King,"['England', 'Antigua and Barbuda']",Tottenham-Hotspur,Centre-Back,2008-2009,Tottenham Hotspur U18,
25,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€7.00m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2008-2009,: Ablöse €7.00m,
30,Retired,"Oct 3, 1978",right,"1,83m",13211,,"Jan 23, 2007",€1.00m,Ricardo Rocha,['Portugal'],Tottenham-Hotspur,Centre-Back,2008-2009,SL Benfica,
20,Retired,"Jul 25, 1988",right,"1,92m",32029,,"Jul 1, 2006",€500k,Dorian Dervite,['France'],Tottenham-Hotspur,Centre-Back,2008-2009,: Ablöse €1.50m,
25,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€4.80m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2008-2009,: Ablöse €5.00m,
33,Retired,"Apr 25, 1976",left,"1,79m",18734,,"Jan 1, 2008",€2.50m,Gilberto,['Brazil'],Tottenham-Hotspur,Left-Back,2008-2009,: Ablöse €2.80m,
18,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€500k,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2008-2009,Leeds United U18,
24,Retired,"Nov 30, 1984",right,"1,85m",9619,,"Jan 30, 2008",€7.50m,Alan Hutton,['Scotland'],Tottenham-Hotspur,Right-Back,2008-2009,: Ablöse €13.00m,Knee injury - Return unknown
30,Skelmersdale United,"Feb 21, 1979",right,"1,82m",18875,,"Jan 26, 2009",€5.00m,Pascal Chimbonda,"['Guadeloupe', 'France']",Tottenham-Hotspur,Right-Back,2008-2009,Sunderland AFC,
19,Retired,"Jul 21, 1989",right,"1,80m",43853,,"Jan 1, 2008",€3.00m,Chris Gunter,['Wales'],Tottenham-Hotspur,Right-Back,2008-2009,: Ablöse €3.20m,
18,AFC Bournemouth,"Apr 29, 1991",right,"1,74m",61841,,"Jul 1, 2008",,Adam Smith,['England'],Tottenham-Hotspur,Right-Back,2008-2009,Tottenham Hotspur U18,
24,Retired,"Jul 29, 1984",right,"1,81m",58361,,"Jan 1, 2009",€13.50m,Wilson Palacios,['Honduras'],Tottenham-Hotspur,Defensive Midfield,2008-2009,Wigan Athletic,
28,Retired,"Dec 14, 1980",right,"1,80m",13389,,"Jul 1, 2006",€8.50m,Didier Zokora,"[""Cote d'Ivoire""]",Tottenham-Hotspur,Defensive Midfield,2008-2009,: Ablöse €12.35m,
22,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€6.50m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2008-2009,: Ablöse €4.70m,
18,Without Club,"Feb 26, 1991",right,"1,96m",61813,,,,Calum Butcher,['England'],Tottenham-Hotspur,Defensive Midfield,2008-2009,,
23,Real Madrid,"Sep 9, 1985",right,"1,72m",27992,,"Jul 1, 2008",€18.50m,Luka Modric,['Croatia'],Tottenham-Hotspur,Central Midfield,2008-2009,GNK Dinamo Zagreb,
26,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€13.00m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2008-2009,Newcastle United,
22,Retired,"Sep 25, 1986",left,"1,80m",38090,,"Jul 1, 2007",€3.70m,Jamie O'Hara,['England'],Tottenham-Hotspur,Central Midfield,2008-2009,Tottenham Hotspur Reserves,
20,Al-Nasr SC (UAE),"May 24, 1989",right,"1,85m",45287,,"Jul 1, 2007",€1.70m,Adel Taarabt,"['Morocco', 'France']",Tottenham-Hotspur,Central Midfield,2008-2009,: Ablöse €4.00m,
27,Retired,"Dec 15, 1981",right,"1,83m",7448,,"Jan 31, 2006",€1.40m,Hossam Ghaly,['Egypt'],Tottenham-Hotspur,Central Midfield,2008-2009,: Ablöse €3.00m,
17,Solihull Moors,"Jan 15, 1992",left,"1,88m",58097,,"Jul 1, 2008",,John Bostock,"['Trinidad and Tobago', 'England']",Tottenham-Hotspur,Central Midfield,2008-2009,: Ablöse €2.00m,
17,Retired,"Nov 16, 1991",right,"1,75m",103487,,,,Dean Parrett,['England'],Tottenham-Hotspur,Central Midfield,2008-2009,,
18,Retired,"Jun 13, 1991",right,"1,75m",61834,,"Jul 1, 2009",,Ryan Mason,['England'],Tottenham-Hotspur,Central Midfield,2008-2009,Tottenham Hotspur U18,
24,Retired,"Aug 27, 1984",right,"1,78m",3205,,"Jul 31, 2008",€13.00m,David Bentley,['England'],Tottenham-Hotspur,Right Midfield,2008-2009,Blackburn Rovers,
22,Retired,"Mar 6, 1987",right,"1,86m",16922,,"Jul 1, 2007",€3.00m,Kevin-Prince Boateng,"['Ghana', 'Germany']",Tottenham-Hotspur,Attacking Midfield,2008-2009,: Ablöse €7.90m,
22,Retired,"Apr 16, 1987",right,"1,65m",14221,,"Jul 1, 2005",€15.00m,Aaron Lennon,"['England', 'Ireland']",Tottenham-Hotspur,Right Winger,2008-2009,Leeds United,
19,Retired,"Jul 16, 1989",left,"1,86m",39381,,"Sep 19, 2020",€8.50m,Gareth Bale,['Wales'],Tottenham-Hotspur,Right Winger,2008-2009,Real Madrid,
17,Antalyaspor,"Jul 16, 1991",left,"1,81m",61842,,"Jul 1, 2011",,Andros Townsend,['England'],Tottenham-Hotspur,Right Winger,2008-2009,Tottenham Hotspur Reserves,
20,Retired,"May 11, 1989",left,"1,75m",44674,,"Jul 1, 2008",€5.50m,Giovani dos Santos,"['Mexico', 'Spain']",Tottenham-Hotspur,Second Striker,2008-2009,FC Barcelona,
28,Retired,"Jan 30, 1981",,,65,,"Jul 1, 2006",€33.00m,Dimitar Berbatov,['Bulgaria'],Tottenham-Hotspur,Centre-Forward,2008-2009,Bayer 04 Leverkusen,
28,Retired,"Jul 8, 1980",right,"1,75m",3144,,"Feb 2, 2009",€19.00m,Robbie Keane,['Ireland'],Tottenham-Hotspur,Centre-Forward,2008-2009,: Ablöse €16.70m,
26,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 6, 2009",€13.50m,Jermain Defoe,"['England', 'St. Lucia']",Tottenham-Hotspur,Centre-Forward,2008-2009,: Ablöse €16.40m,
25,Retired,"Feb 6, 1984",right,"1,80m",13239,,"Jul 1, 2007",€12.00m,Darren Bent,"['England', 'Jamaica']",Tottenham-Hotspur,Centre-Forward,2008-2009,Charlton Athletic,
27,Retired,"Dec 15, 1981",right,"1,88m",15072,,"Aug 30, 2008",€11.00m,Roman Pavlyuchenko,['Russia'],Tottenham-Hotspur,Centre-Forward,2008-2009,: Ablöse €17.40m,
21,Retired,"Sep 13, 1987",right,"1,72m",42411,,"Sep 1, 2008",€2.80m,Fraizer Campbell,"['England', 'Jamaica']",Tottenham-Hotspur,Centre-Forward,2008-2009,Manchester United,
18,Retired,"Sep 12, 1990",right,"1,82m",61838,,"Jul 1, 2008",€100k,Jonathan Obika,"['England', 'Nigeria']",Tottenham-Hotspur,Centre-Forward,2008-2009,Tottenham Hotspur U18,
29,Retired,"Feb 15, 1981",right,"1,91m",19059,,"Jul 1, 2008",€9.00m,Heurelho Gomes,['Brazil'],Tottenham-Hotspur,Goalkeeper,2009-2010,: Ablöse €9.00m,
36,Retired,"Sep 6, 1973",right,"1,84m",3151,,"Jan 26, 2009",€1.00m,Carlo Cudicini,['Italy'],Tottenham-Hotspur,Goalkeeper,2009-2010,Chelsea FC,
23,Retired,"Jan 1, 1987",right,"1,83m",27036,,"Jan 1, 2007",€750k,Ben Alnwick,['England'],Tottenham-Hotspur,Goalkeeper,2009-2010,Sunderland AFC,
36,Retired,"Jul 9, 1973",,"1,80m",46746,,"Sep 1, 2009",€150k,Jimmy Walker,['England'],Tottenham-Hotspur,Goalkeeper,2009-2010,: Ablöse free transfer,
21,Reading FC,"Feb 27, 1989",right,"1,91m",61814,,"Jul 1, 2007",€125k,David Button,['England'],Tottenham-Hotspur,Goalkeeper,2009-2010,Tottenham Hotspur U18,
24,Retired,"Feb 5, 1986",right,"1,92m",34393,,"Sep 1, 2008",€15.00m,Vedran Corluka,['Croatia'],Tottenham-Hotspur,Centre-Back,2009-2010,: Ablöse €13.75m,
29,Retired,"Oct 12, 1980",right,"1,88m",3360,,"Jul 1, 1998",€9.00m,Ledley King,"['England', 'Antigua and Barbuda']",Tottenham-Hotspur,Centre-Back,2009-2010,Tottenham Hotspur U18,
23,Retired,"Jul 9, 1986",left,"1,87m",33951,,"Aug 6, 2009",€8.50m,Sébastien Bassong,"['Cameroon', 'France']",Tottenham-Hotspur,Centre-Back,2009-2010,Newcastle United,
30,Retired,"Jan 22, 1980",right,"1,88m",3224,,"Jan 28, 2008",€8.50m,Jonathan Woodgate,['England'],Tottenham-Hotspur,Centre-Back,2009-2010,Middlesbrough FC,
26,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€8.00m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2009-2010,: Ablöse €7.00m,
24,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Jan 1, 2010",€5.50m,Younès Kaboul,"['France', 'Morocco']",Tottenham-Hotspur,Centre-Back,2009-2010,: Ablöse €5.90m,
21,Retired,"Jul 25, 1988",right,"1,92m",32029,,"Jul 1, 2006",€500k,Dorian Dervite,['France'],Tottenham-Hotspur,Centre-Back,2009-2010,: Ablöse €1.50m,
26,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€7.00m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2009-2010,: Ablöse €5.00m,
19,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€500k,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2009-2010,Leeds United U18,
25,Retired,"Nov 30, 1984",right,"1,85m",9619,,"Jan 30, 2008",€5.50m,Alan Hutton,['Scotland'],Tottenham-Hotspur,Right-Back,2009-2010,: Ablöse €13.00m,Knee injury - Return unknown
31,Skelmersdale United,"Feb 21, 1979",right,"1,82m",18875,,"Jan 26, 2009",€4.50m,Pascal Chimbonda,"['Guadeloupe', 'France']",Tottenham-Hotspur,Right-Back,2009-2010,Sunderland AFC,
21,Swansea City,"Nov 17, 1988",right,"1,81m",66219,,"Jul 1, 2009",€3.00m,Kyle Naughton,"['England', 'Ireland']",Tottenham-Hotspur,Right-Back,2009-2010,Sheffield United,
20,Manchester City,"May 28, 1990",right,"1,78m",95424,,"Jul 22, 2009",€3.00m,Kyle Walker,['England'],Tottenham-Hotspur,Right-Back,2009-2010,Sheffield United,
17,Without Club,"Oct 10, 1992",right,"1,81m",140191,,"Jul 1, 2010",,Ryan Fredericks,"['England', 'Scotland']",Tottenham-Hotspur,Right-Back,2009-2010,Tottenham Hotspur U18,Calf injury - Return unknown
25,Retired,"Jul 29, 1984",right,"1,81m",58361,,"Jan 1, 2009",€16.00m,Wilson Palacios,['Honduras'],Tottenham-Hotspur,Defensive Midfield,2009-2010,Wigan Athletic,
