age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
29,Retired,"Aug 22, 1977",both,"1,78m",9886,,"Jul 1, 2005",€1.20m,Heidar Helguson,['Iceland'],Fulham-FC,Centre-Forward,2006-2007,Watford FC,
36,Retired,"May 31, 1972",right,"1,86m",3101,,"Jan 10, 2006",€4.75m,Antti Niemi,['Finland'],Fulham-FC,Goalkeeper,2007-2008,Southampton FC,
38,Retired,"Nov 29, 1969",,,3608,,"Aug 23, 2007",€800k,Kasey Keller,['United States'],Fulham-FC,Goalkeeper,2007-2008,Borussia Mönchengladbach,
34,Retired,"May 11, 1974",right,"1,93m",10259,,"Aug 1, 2005",€600k,Tony Warner,"['Trinidad and Tobago', 'England']",Fulham-FC,Goalkeeper,2007-2008,: Ablöse free transfer,
21,Casa Pia AC,"Nov 19, 1986",left,"1,92m",24846,,"Jul 1, 2004",€400k,Ricardo Batista,"['Angola', 'Portugal']",Fulham-FC,Goalkeeper,2007-2008,Vitória Setúbal FC U19,
28,Retired,"May 2, 1980",right,"1,98m",4012,,"Jul 1, 1999",€6.50m,Zat Knight,['England'],Fulham-FC,Centre-Back,2007-2008,Fulham FC U18,
27,Retired,"Jun 20, 1981",right,"1,99m",25553,,"Jan 18, 2008",€4.50m,Brede Hangeland,"['Norway', 'United States']",Fulham-FC,Centre-Back,2007-2008,: Ablöse €3.30m,
29,Retired,"May 25, 1979",left,"1,83m",15829,,"Jan 13, 2003",€4.00m,Carlos Bocanegra,"['United States', 'Mexico']",Fulham-FC,Centre-Back,2007-2008,: Ablöse free transfer,
28,Retired,"Nov 8, 1979",right,"1,83m",3580,,"Jul 1, 2007",€2.75m,Aaron Hughes,['Northern Ireland'],Fulham-FC,Centre-Back,2007-2008,: Ablöse €1.50m,
33,Retired,"Oct 28, 1974",left,"1,80m",4308,,"Aug 1, 2007",€1.50m,Dejan Stefanovic,['Serbia'],Fulham-FC,Centre-Back,2007-2008,: Ablöse €1.50m,
22,Retired,"May 31, 1986",right,"1,86m",41990,,"Jul 11, 2006",€600k,Gabriel Zakuani,"['DR Congo', 'England']",Fulham-FC,Centre-Back,2007-2008,Leyton Orient,
34,Retired,"May 7, 1974",right,"1,85m",3879,,"Jan 1, 2004",€600k,Ian Pearce,['England'],Fulham-FC,Centre-Back,2007-2008,: Ablöse €1.60m,
29,Retired,"Aug 9, 1978",left,"1,94m",37181,,"Jan 1, 2008",€600k,Toni Kallio,['Finland'],Fulham-FC,Centre-Back,2007-2008,BSC Young Boys,
22,Retired,"Mar 25, 1986",right,"1,90m",43163,,"Aug 1, 2007",€500k,Adrian Leijer,"['Australia', 'England']",Fulham-FC,Centre-Back,2007-2008,Melbourne Victory,
29,Retired,"Aug 31, 1978",right,"1,89m",6741,,"Jul 1, 2005",€400k,Philippe Christanval,"['France', 'Guadeloupe']",Fulham-FC,Centre-Back,2007-2008,Olympique Marseille,
27,Retired,"May 15, 1981",left,"1,78m",3296,,"Jul 13, 2007",€3.00m,Paul Konchesky,['England'],Fulham-FC,Left-Back,2007-2008,: Ablöse €4.00m,
21,Without Club,"Jan 30, 1987",left,"1,75m",34065,,"Aug 1, 2007",€100k,Nathan Ashton,['England'],Fulham-FC,Left-Back,2007-2008,Charlton Athletic,
21,Dorking Wanderers,"Jan 2, 1987",left,"1,80m",55851,,"Jul 1, 2008",,Rob Milsom,['England'],Fulham-FC,Left-Back,2007-2008,Fulham FC Reserves,
25,Retired,"Jan 21, 1983",,,4048,,"Jan 1, 2004",€3.00m,Moritz Volz,['Germany'],Fulham-FC,Right-Back,2007-2008,: Ablöse €1.00m,
30,Retired,"Oct 18, 1977",right,"1,81m",536,,"Jan 1, 2008",€1.50m,Paul Stalteri,"['Canada', 'Italy']",Fulham-FC,Right-Back,2007-2008,Tottenham Hotspur,
19,Without Club,"Dec 15, 1988",right,"1,79m",47844,,"Aug 1, 2006",€1.00m,Elliot Omozusi,"['England', 'Nigeria']",Fulham-FC,Right-Back,2007-2008,Fulham FC U18,
33,Retired,"May 1, 1975",right,"1,74m",5379,,"Jan 1, 2007",€4.00m,Aleksey Smertin,['Russia'],Fulham-FC,Defensive Midfield,2007-2008,: Ablöse free transfer,
26,Retired,"Feb 25, 1982",right,"1,85m",4115,,"Feb 18, 2016",€3.50m,Chris Baird,['Northern Ireland'],Fulham-FC,Defensive Midfield,2007-2008,Derby County,
34,Retired,"Jun 10, 1974",right,"1,83m",26831,,"Jan 1, 2006",€250k,Simon Elliott,['New Zealand'],Fulham-FC,Defensive Midfield,2007-2008,: Ablöse free transfer,
30,---,"Jan 28, 1978",right,"1,94m",5485,,"Jul 1, 2004",€5.50m,Papa Bouba Diop,['Senegal'],Fulham-FC,Central Midfield,2007-2008,: Ablöse €9.00m,
23,Retired,"Jan 1, 1985",right,"1,72m",28973,,"Jul 1, 2007",€4.50m,Steven Davis,['Northern Ireland'],Fulham-FC,Central Midfield,2007-2008,: Ablöse €5.90m,
25,Retired,"Apr 23, 1983",,,22837,,"Jan 22, 2008",€4.00m,Leon Andreasen,['Denmark'],Fulham-FC,Central Midfield,2007-2008,SV Werder Bremen,
29,Retired,"Oct 23, 1978",right,"1,78m",13510,,"Jul 1, 2006",€3.50m,Jimmy Bullard,"['England', 'Germany']",Fulham-FC,Central Midfield,2007-2008,Wigan Athletic,
31,Retired,"Mar 18, 1977",right,"1,77m",3221,,"Aug 31, 2007",€2.50m,Danny Murphy,['England'],Fulham-FC,Central Midfield,2007-2008,Tottenham Hotspur,
23,Dulwich Hamlet,"Mar 19, 1985",left,"1,77m",28951,,"Jul 1, 2004",€250k,Michael Timlin,"['Ireland', 'England']",Fulham-FC,Central Midfield,2007-2008,Fulham FC U18,
28,Retired,"Oct 23, 1979",right,"1,78m",4056,,"Jan 24, 2007",€3.50m,Simon Davies,['Wales'],Fulham-FC,Right Midfield,2007-2008,: Ablöse free transfer,
37,Retired,"Feb 20, 1971",,,4675,,"Jan 31, 2008",€400k,Jari Litmanen,['Finland'],Fulham-FC,Attacking Midfield,2007-2008,Malmö FF,
19,Colliers Wood United,"Aug 6, 1988",right,"1,75m",61566,,"Jul 1, 2007",,Wayne Brown,['England'],Fulham-FC,Attacking Midfield,2007-2008,Fulham FC U18,
25,Retired,"Aug 3, 1982",left,"1,77m",13783,,"Jul 19, 2007",€2.00m,Lee Cook,['England'],Fulham-FC,Left Winger,2007-2008,: Ablöse €3.75m,
27,Retired,"Nov 8, 1980",both,"1,84m",6053,,"Jul 1, 2007",€5.00m,Diomansy Kamara,"['Senegal', 'France']",Fulham-FC,Right Winger,2007-2008,West Bromwich Albion,
23,Retired,"Feb 22, 1985",left,"1,78m",36793,,"Aug 8, 2007",€4.25m,Hamer Bouazza,"['Algeria', 'France']",Fulham-FC,Right Winger,2007-2008,Watford FC,
29,Retired,"Jan 8, 1979",both,"1,87m",9606,,"Aug 1, 2007",€2.25m,Ki-hyeon Seol,"['Korea, South']",Fulham-FC,Right Winger,2007-2008,Reading FC,
25,Retired,"Mar 9, 1983",right,"1,85m",27577,,"Jan 1, 2014",€4.25m,Clint Dempsey,['United States'],Fulham-FC,Second Striker,2007-2008,: Ablöse ?,
28,Retired,"Aug 5, 1979",right,"1,73m",14021,,"Jul 13, 2007",€3.50m,David Healy,['Northern Ireland'],Fulham-FC,Centre-Forward,2007-2008,Leeds United,
24,Retired,"Mar 31, 1984",right,"1,83m",38773,,"Jan 23, 2008",€2.50m,Eddie Johnson,['United States'],Fulham-FC,Centre-Forward,2007-2008,: Ablöse €2.50m,
30,Retired,"Nov 10, 1977",right,"1,78m",13711,,"Jan 1, 2008",€2.50m,Erik Nevland,['Norway'],Fulham-FC,Centre-Forward,2007-2008,: Ablöse €3.00m,
31,Retired,"Nov 10, 1976",right,"1,88m",12398,,"Aug 1, 2007",€1.50m,Shefki Kuqi,"['Finland', 'Kosovo']",Fulham-FC,Centre-Forward,2007-2008,: Ablöse free transfer,
22,Retired,"Oct 17, 1985",right,"1,85m",4694,,"Jan 1, 2004",€1.50m,Collins John,"['Netherlands', 'Liberia']",Fulham-FC,Centre-Forward,2007-2008,: Ablöse €3.50m,
36,Retired,"Jun 19, 1972",right,"1,83m",3469,,"Jan 20, 2004",€800k,Brian McBride,['United States'],Fulham-FC,Centre-Forward,2007-2008,: Ablöse €800k,
36,Retired,"Oct 6, 1972",,,3357,,"Jul 1, 2008",€4.00m,Mark Schwarzer,"['Australia', 'Germany']",Fulham-FC,Goalkeeper,2008-2009,Middlesbrough FC,
38,Retired,"Jan 8, 1971",right,"1,97m",95,,"Aug 7, 2008",€400k,Pascal Zuberbühler,['Switzerland'],Fulham-FC,Goalkeeper,2008-2009,: Ablöse free transfer,
23,Retired,"Sep 20, 1985",right,"1,90m",67339,,"Jul 1, 2008",€150k,David Stockdale,['England'],Fulham-FC,Goalkeeper,2008-2009,Darlington FC (- 2012),
28,Retired,"Jun 20, 1981",right,"1,99m",25553,,"Jan 18, 2008",€8.50m,Brede Hangeland,"['Norway', 'United States']",Fulham-FC,Centre-Back,2008-2009,: Ablöse €3.30m,
29,Retired,"Nov 8, 1979",right,"1,83m",3580,,"Jul 1, 2007",€3.50m,Aaron Hughes,['Northern Ireland'],Fulham-FC,Centre-Back,2008-2009,: Ablöse €1.50m,
23,Retired,"Mar 25, 1986",right,"1,90m",43163,,"Aug 1, 2007",€500k,Adrian Leijer,"['Australia', 'England']",Fulham-FC,Centre-Back,2008-2009,Melbourne Victory,
30,Retired,"Aug 9, 1978",left,"1,94m",37181,,"Jan 1, 2008",€500k,Toni Kallio,['Finland'],Fulham-FC,Centre-Back,2008-2009,BSC Young Boys,
19,Al-Fayha FC,"Nov 22, 1989",right,"1,94m",103427,,"Jul 1, 2008",€150k,Chris Smalling,"['England', 'Jamaica']",Fulham-FC,Centre-Back,2008-2009,: Ablöse free transfer,
21,Retired,"Mar 4, 1988",left,"1,88m",61593,,"Jul 1, 2007",€50k,Adam Watts,['England'],Fulham-FC,Centre-Back,2008-2009,Fulham FC U18,
28,Retired,"May 15, 1981",left,"1,78m",3296,,"Jul 13, 2007",€3.00m,Paul Konchesky,['England'],Fulham-FC,Left-Back,2008-2009,: Ablöse €4.00m,
22,Dorking Wanderers,"Jan 2, 1987",left,"1,80m",55851,,"Jul 1, 2008",€150k,Rob Milsom,['England'],Fulham-FC,Left-Back,2008-2009,Fulham FC Reserves,
19,Retired,"Oct 13, 1989",left,"1,83m",61688,,,€50k,Joe Anderson,['England'],Fulham-FC,Left-Back,2008-2009,,
28,Retired,"Jun 15, 1981",right,"1,78m",35235,,"Jul 1, 2008",€3.50m,John Paintsil,['Ghana'],Fulham-FC,Right-Back,2008-2009,: Ablöse €3.80m,
26,Retired,"Jan 21, 1983",,,4048,,"Jan 1, 2004",€1.20m,Moritz Volz,['Germany'],Fulham-FC,Right-Back,2008-2009,: Ablöse €1.00m,
25,Retired,"Feb 28, 1984",right,"1,84m",24057,,"Jul 1, 2008",€1.00m,Fredrik Stoor Siekkinen,['Sweden'],Fulham-FC,Right-Back,2008-2009,: Ablöse €3.00m,
20,Without Club,"Dec 15, 1988",right,"1,79m",47844,,"Aug 1, 2006",€750k,Elliot Omozusi,"['England', 'Nigeria']",Fulham-FC,Right-Back,2008-2009,Fulham FC U18,
27,Retired,"Jun 8, 1982",right,"1,89m",14011,,"Aug 29, 2008",€3.00m,Dickson Etuhu,"['Nigeria', 'England']",Fulham-FC,Defensive Midfield,2008-2009,Sunderland AFC,
34,Retired,"Sep 25, 1974",both,"1,75m",3572,,"Feb 1, 2009",€1.50m,Olivier Dacourt,"['France', 'Guadeloupe']",Fulham-FC,Defensive Midfield,2008-2009,: Ablöse free transfer,
27,Retired,"Feb 25, 1982",right,"1,85m",4115,,"Feb 18, 2016",€1.50m,Chris Baird,['Northern Ireland'],Fulham-FC,Defensive Midfield,2008-2009,Derby County,
17,Unknown,"Sep 7, 1991",,,116651,,,,Courtney Harris,['England'],Fulham-FC,Defensive Midfield,2008-2009,,
30,Retired,"Oct 23, 1978",right,"1,78m",13510,,"Jul 1, 2006",€5.00m,Jimmy Bullard,"['England', 'Germany']",Fulham-FC,Central Midfield,2008-2009,Wigan Athletic,
32,Retired,"Mar 18, 1977",right,"1,77m",3221,,"Aug 31, 2007",€5.00m,Danny Murphy,['England'],Fulham-FC,Central Midfield,2008-2009,Tottenham Hotspur,
26,Retired,"Apr 23, 1983",,,22837,,"Jan 22, 2008",€3.00m,Leon Andreasen,['Denmark'],Fulham-FC,Central Midfield,2008-2009,SV Werder Bremen,
26,Retired,"Mar 6, 1983",right,"1,80m",39938,,"Jul 1, 2008",€700k,Andranik Teymourian,['Iran'],Fulham-FC,Central Midfield,2008-2009,: Ablöse free transfer,
16,Unknown,"Jul 22, 1992",,"1,85m",116652,,,,Reece Jones,['Wales'],Fulham-FC,Central Midfield,2008-2009,,
29,Retired,"Oct 23, 1979",right,"1,78m",4056,,"Jan 24, 2007",€4.70m,Simon Davies,['Wales'],Fulham-FC,Right Midfield,2008-2009,: Ablöse free transfer,
30,Retired,"Apr 22, 1979",right,"1,83m",18324,,"Jul 1, 2008",€4.00m,Zoltán Gera,['Hungary'],Fulham-FC,Attacking Midfield,2008-2009,West Bromwich Albion,
20,Colliers Wood United,"Aug 6, 1988",right,"1,75m",61566,,"Jul 1, 2007",€150k,Wayne Brown,['England'],Fulham-FC,Attacking Midfield,2008-2009,Fulham FC U18,
28,Retired,"Nov 8, 1980",both,"1,84m",6053,,"Jul 1, 2007",€3.50m,Diomansy Kamara,"['Senegal', 'France']",Fulham-FC,Right Winger,2008-2009,West Bromwich Albion,
30,Retired,"Jan 8, 1979",both,"1,87m",9606,,"Aug 1, 2007",€800k,Ki-hyeon Seol,"['Korea, South']",Fulham-FC,Right Winger,2008-2009,Reading FC,
26,Retired,"Mar 9, 1983",right,"1,85m",27577,,"Jan 1, 2014",€5.50m,Clint Dempsey,['United States'],Fulham-FC,Second Striker,2008-2009,: Ablöse ?,
28,Retired,"Feb 10, 1981",right,"1,72m",14031,,"Aug 7, 2008",€8.50m,Andy Johnson,['England'],Fulham-FC,Centre-Forward,2008-2009,: Ablöse €13.30m,
28,Retired,"Jan 16, 1981",left,"1,84m",4205,,"Jul 1, 2008",€3.50m,Bobby Zamora,"['England', 'Trinidad and Tobago']",Fulham-FC,Centre-Forward,2008-2009,: Ablöse €4.10m,
31,Retired,"Nov 10, 1977",right,"1,78m",13711,,"Jan 1, 2008",€2.00m,Erik Nevland,['Norway'],Fulham-FC,Centre-Forward,2008-2009,: Ablöse €3.00m,
20,Retired,"Aug 5, 1988",right,"1,83m",37236,,"Jan 1, 2009",€1.30m,Giles Barnes,"['Jamaica', 'England']",Fulham-FC,Centre-Forward,2008-2009,: Ablöse free transfer,
25,Retired,"Mar 31, 1984",right,"1,83m",38773,,"Jan 23, 2008",€1.30m,Eddie Johnson,['United States'],Fulham-FC,Centre-Forward,2008-2009,: Ablöse €2.50m,
23,Retired,"Oct 17, 1985",right,"1,85m",4694,,"Jan 1, 2004",€1.00m,Collins John,"['Netherlands', 'Liberia']",Fulham-FC,Centre-Forward,2008-2009,: Ablöse €3.50m,
29,Retired,"Sep 21, 1979",left,"1,85m",8735,,"Sep 1, 2008",€500k,Julian Gray,"['England', 'Jamaica']",Fulham-FC,Centre-Forward,2008-2009,Coventry City,
37,Retired,"Oct 6, 1972",,,3357,,"Jul 1, 2008",€4.00m,Mark Schwarzer,"['Australia', 'Germany']",Fulham-FC,Goalkeeper,2009-2010,Middlesbrough FC,
24,Retired,"Sep 20, 1985",right,"1,90m",67339,,"Jul 1, 2008",€750k,David Stockdale,['England'],Fulham-FC,Goalkeeper,2009-2010,Darlington FC (- 2012),
39,Retired,"Jan 8, 1971",right,"1,97m",95,,"Aug 7, 2008",€250k,Pascal Zuberbühler,['Switzerland'],Fulham-FC,Goalkeeper,2009-2010,: Ablöse free transfer,
29,Retired,"Jun 20, 1981",right,"1,99m",25553,,"Jan 18, 2008",€10.00m,Brede Hangeland,"['Norway', 'United States']",Fulham-FC,Centre-Back,2009-2010,: Ablöse €3.30m,
30,Retired,"Nov 8, 1979",right,"1,83m",3580,,"Jul 1, 2007",€5.00m,Aaron Hughes,['Northern Ireland'],Fulham-FC,Centre-Back,2009-2010,: Ablöse €1.50m,
20,Al-Fayha FC,"Nov 22, 1989",right,"1,94m",103427,,"Jul 1, 2008",€2.00m,Chris Smalling,"['England', 'Jamaica']",Fulham-FC,Centre-Back,2009-2010,: Ablöse free transfer,
31,Retired,"Aug 9, 1978",left,"1,94m",37181,,"Jan 1, 2008",€500k,Toni Kallio,['Finland'],Fulham-FC,Centre-Back,2009-2010,BSC Young Boys,
19,Retired,"Mar 6, 1991",left,"1,83m",51318,,"Jul 1, 2011",€100k,Matthew Briggs,"['Guyana', 'England']",Fulham-FC,Centre-Back,2009-2010,Fulham FC Reserves,
22,Retired,"Mar 4, 1988",left,"1,88m",61593,,"Jul 1, 2007",€50k,Adam Watts,['England'],Fulham-FC,Centre-Back,2009-2010,Fulham FC U18,
29,Retired,"Feb 19, 1981",left,"1,75m",13426,,"Feb 1, 2010",€4.00m,Nicky Shorey,['England'],Fulham-FC,Left-Back,2009-2010,: Ablöse free transfer,
29,Retired,"May 15, 1981",left,"1,78m",3296,,"Jul 13, 2007",€3.50m,Paul Konchesky,['England'],Fulham-FC,Left-Back,2009-2010,: Ablöse €4.00m,
23,Dorking Wanderers,"Jan 2, 1987",left,"1,80m",55851,,"Jul 1, 2008",€250k,Rob Milsom,['England'],Fulham-FC,Left-Back,2009-2010,Fulham FC Reserves,
20,Retired,"Oct 13, 1989",left,"1,83m",61688,,,€50k,Joe Anderson,['England'],Fulham-FC,Left-Back,2009-2010,,
29,Retired,"Jun 15, 1981",right,"1,78m",35235,,"Jul 1, 2008",€4.00m,John Paintsil,['Ghana'],Fulham-FC,Right-Back,2009-2010,: Ablöse €3.80m,
26,Retired,"Sep 6, 1983",right,"1,84m",12125,,"Jul 1, 2009",€1.00m,Stephen Kelly,['Ireland'],Fulham-FC,Right-Back,2009-2010,: Ablöse free transfer,
26,Retired,"Feb 28, 1984",right,"1,84m",24057,,"Jul 1, 2008",€1.00m,Fredrik Stoor Siekkinen,['Sweden'],Fulham-FC,Right-Back,2009-2010,: Ablöse €3.00m,
28,Retired,"Jun 8, 1982",right,"1,89m",14011,,"Aug 29, 2008",€3.00m,Dickson Etuhu,"['Nigeria', 'England']",Fulham-FC,Defensive Midfield,2009-2010,Sunderland AFC,
28,Retired,"Feb 25, 1982",right,"1,85m",4115,,"Feb 18, 2016",€2.50m,Chris Baird,['Northern Ireland'],Fulham-FC,Defensive Midfield,2009-2010,Derby County,
33,Retired,"Mar 18, 1977",right,"1,77m",3221,,"Aug 31, 2007",€5.00m,Danny Murphy,['England'],Fulham-FC,Central Midfield,2009-2010,Tottenham Hotspur,
31,Retired,"Jan 2, 1979",right,"1,80m",3865,,"Jul 1, 2010",€3.50m,Jonathan Greening,['England'],Fulham-FC,Central Midfield,2009-2010,West Bromwich Albion,
27,Stabæk Fotball II,"Jun 21, 1983",right,"1,75m",13485,,"Jul 22, 2009",€2.00m,Bjørn Helge Riise,['Norway'],Fulham-FC,Central Midfield,2009-2010,Lillestrøm SK,
25,Retired,"Nov 24, 1984",right,"1,83m",63285,,"Jul 29, 2009",€1.00m,Kagisho Dikgacoi,['South Africa'],Fulham-FC,Central Midfield,2009-2010,Lamontville Golden Arrows,
27,Retired,"Mar 6, 1983",right,"1,80m",39938,,"Jul 1, 2008",€750k,Andranik Teymourian,['Iran'],Fulham-FC,Central Midfield,2009-2010,: Ablöse free transfer,
20,Retired,"Sep 12, 1989",right,"1,80m",61723,,"May 31, 2010",€100k,Matthew Saunders,['England'],Fulham-FC,Central Midfield,2009-2010,: Ablöse ?,
18,VfB Oldenburg,"Apr 25, 1992",left,"1,75m",72094,,,€100k,Christopher Buchtmann,['Germany'],Fulham-FC,Central Midfield,2009-2010,,Cruciate ligament tear - Return unknown
18,Without Club,"Oct 31, 1991",left,"1,77m",116655,,,€75k,Alex Smith,['England'],Fulham-FC,Central Midfield,2009-2010,,
31,Retired,"Mar 2, 1979",left,"1,77m",3259,,"Aug 1, 2009",€6.00m,Damien Duff,['Ireland'],Fulham-FC,Right Midfield,2009-2010,Newcastle United,
30,Retired,"Oct 23, 1979",right,"1,78m",4056,,"Jan 24, 2007",€4.00m,Simon Davies,['Wales'],Fulham-FC,Right Midfield,2009-2010,: Ablöse free transfer,
31,Retired,"Apr 22, 1979",right,"1,83m",18324,,"Jul 1, 2008",€4.00m,Zoltán Gera,['Hungary'],Fulham-FC,Attacking Midfield,2009-2010,West Bromwich Albion,
